	feature_id	axis	embed_type	values
0	Propionibacteriaceae	0	microbe	-0.069803386926651
1	Staphylococcus caprae or capitis	0	microbe	-0.31521743535995483
2	Staphylococcus epidermidis	0	microbe	-0.6692854762077332
3	Staphylococcus hominis	0	microbe	0.07271847873926163
4	Other Staphylococci	0	microbe	-0.6039059162139893
5	Polyomavirus HPyV6	0	microbe	-0.19816137850284576
6	Polyomavirus HPyV7	0	microbe	-1.1540690660476685
7	Merkel Cell Polyomavirus	0	microbe	-1.0838561058044434
8	Malasseziaceae	0	microbe	-0.7725372910499573
9	Corynebacteriaceae	0	microbe	-0.7305254936218262
10	Micrococcaceae	0	microbe	-0.2511465847492218
11	Other families	0	microbe	-0.5091939568519592
12	Propionibacteriaceae	1	microbe	-0.5630226135253906
13	Staphylococcus caprae or capitis	1	microbe	-1.0408449172973633
14	Staphylococcus epidermidis	1	microbe	0.2815290093421936
15	Staphylococcus hominis	1	microbe	-1.5001758337020874
16	Other Staphylococci	1	microbe	-0.43467679619789124
17	Polyomavirus HPyV6	1	microbe	-1.1707017421722412
18	Polyomavirus HPyV7	1	microbe	-1.3426129817962646
19	Merkel Cell Polyomavirus	1	microbe	0.8654513359069824
20	Malasseziaceae	1	microbe	-0.40295976400375366
21	Corynebacteriaceae	1	microbe	0.05330926924943924
22	Micrococcaceae	1	microbe	-0.1394946575164795
23	Other families	1	microbe	-0.8333955407142639
24	Propionibacteriaceae	2	microbe	0.23393334448337555
25	Staphylococcus caprae or capitis	2	microbe	0.09544434398412704
26	Staphylococcus epidermidis	2	microbe	-1.1643587350845337
27	Staphylococcus hominis	2	microbe	-0.567011833190918
28	Other Staphylococci	2	microbe	-0.29060664772987366
29	Polyomavirus HPyV6	2	microbe	0.3176012337207794
30	Polyomavirus HPyV7	2	microbe	0.3561335802078247
31	Merkel Cell Polyomavirus	2	microbe	-0.07480907440185547
32	Malasseziaceae	2	microbe	-0.3982589840888977
33	Corynebacteriaceae	2	microbe	-0.5328327417373657
34	Micrococcaceae	2	microbe	-1.1165536642074585
35	Other families	2	microbe	-0.09412881731987
0	X940001	0	metabolite	0.0
1	X940002	0	metabolite	0.20053786039352417
2	X940005	0	metabolite	0.39517250657081604
3	X940007	0	metabolite	-0.061885640025138855
4	X940010	0	metabolite	0.5038741827011108
5	X940013	0	metabolite	0.2876301407814026
6	X940014	0	metabolite	-0.6521025896072388
7	X940015	0	metabolite	0.3032253384590149
8	X940019	0	metabolite	0.6582233309745789
9	X940021	0	metabolite	-1.0725029706954956
10	X940022	0	metabolite	0.3769006133079529
11	X940024	0	metabolite	0.4982823133468628
12	X940025	0	metabolite	0.38434794545173645
13	X940026	0	metabolite	0.9523470401763916
14	X940027	0	metabolite	0.5747500061988831
15	X940028	0	metabolite	0.9554691314697266
