	feature_id	axis	embed_type	values
0	Propionibacteriaceae	0	microbe	0.1457817107439041
1	Staphylococcus caprae or capitis	0	microbe	0.43562474846839905
2	Staphylococcus epidermidis	0	microbe	-0.7853444218635559
3	Staphylococcus hominis	0	microbe	-0.41463470458984375
4	Other Staphylococci	0	microbe	-0.3041052222251892
5	Polyomavirus HPyV6	0	microbe	0.7370608448982239
6	Polyomavirus HPyV7	0	microbe	-0.766606330871582
7	Merkel Cell Polyomavirus	0	microbe	-1.1438040733337402
8	Malasseziaceae	0	microbe	-0.6431475281715393
9	Corynebacteriaceae	0	microbe	-0.592644453048706
10	Micrococcaceae	0	microbe	-1.1681725978851318
11	Other families	0	microbe	-0.15354862809181213
12	Propionibacteriaceae	1	microbe	-0.033142559230327606
13	Staphylococcus caprae or capitis	1	microbe	-0.13852034509181976
14	Staphylococcus epidermidis	1	microbe	-0.38170376420021057
15	Staphylococcus hominis	1	microbe	0.05796162784099579
16	Other Staphylococci	1	microbe	-0.20792998373508453
17	Polyomavirus HPyV6	1	microbe	-0.05704006925225258
18	Polyomavirus HPyV7	1	microbe	-0.23286405205726624
19	Merkel Cell Polyomavirus	1	microbe	-1.2414259910583496
20	Malasseziaceae	1	microbe	-0.6442668437957764
21	Corynebacteriaceae	1	microbe	-0.5679602026939392
22	Micrococcaceae	1	microbe	-0.15258370339870453
23	Other families	1	microbe	-0.18612447381019592
24	Propionibacteriaceae	2	microbe	-1.4540833234786987
25	Staphylococcus caprae or capitis	2	microbe	0.1015985831618309
26	Staphylococcus epidermidis	2	microbe	-0.9719911813735962
27	Staphylococcus hominis	2	microbe	-0.6449176073074341
28	Other Staphylococci	2	microbe	-0.40012672543525696
29	Polyomavirus HPyV6	2	microbe	0.255451500415802
30	Polyomavirus HPyV7	2	microbe	0.5711337327957153
31	Merkel Cell Polyomavirus	2	microbe	-0.34621569514274597
32	Malasseziaceae	2	microbe	-0.48650476336479187
33	Corynebacteriaceae	2	microbe	-0.6496326923370361
34	Micrococcaceae	2	microbe	-1.267744541168213
35	Other families	2	microbe	-0.13422363996505737
0	X940001	0	metabolite	0.0
1	X940002	0	metabolite	0.0823422521352768
2	X940005	0	metabolite	-0.027188165113329887
3	X940007	0	metabolite	0.27025121450424194
4	X940010	0	metabolite	0.30993837118148804
5	X940013	0	metabolite	0.023509668186306953
6	X940014	0	metabolite	-1.3574496507644653
7	X940015	0	metabolite	0.12415370345115662
8	X940019	0	metabolite	-0.34922024607658386
9	X940021	0	metabolite	-0.0629364401102066
10	X940022	0	metabolite	0.29815199971199036
11	X940024	0	metabolite	-0.09010393172502518
12	X940025	0	metabolite	0.29905715584754944
13	X940026	0	metabolite	0.22844113409519196
14	X940027	0	metabolite	0.09272520989179611
15	X940028	0	metabolite	0.036017656326293945
16	X940029	0	metabolite	-0.20002467930316925
17	X940031	0	metabolite	0.20206618309020996
18	X940032	0	metabolite	-0.16459257900714874
19	X940034	0	metabolite	0.2445373386144638
20	X940040	0	metabolite	0.24568046629428864
21	X940043	0	metabolite	0.020326368510723114
22	X940045	0	metabolite	1.0199490785598755
23	X940047	0	metabolite	-0.581390917301178
24	X940048	0	metabolite	0.08803468197584152
25	X940049	0	metabolite	-0.09444893151521683
26	X940050	0	metabolite	-0.48186054825782776
27	X940053	0	metabolite	0.03873500972986221
28	X940054	0	metabolite	0.14717161655426025
29	X940055	0	metabolite	-0.12631553411483765
30	X940056	0	metabolite	0.3847047984600067
31	X940058	0	metabolite	-0.04083983600139618
32	X940059	0	metabolite	-0.1708039790391922
33	X940062	0	metabolite	-0.9615419507026672
34	X940069	0	metabolite	-0.3400711715221405
35	X940071	0	metabolite	-0.5742551684379578
36	X940072	0	metabolite	-0.24899229407310486
37	X940073	0	metabolite	-1.4743648767471313
38	X940074	0	metabolite	0.33613893389701843
39	X940079	0	metabolite	-0.292051762342453
40	X940080	0	metabolite	0.351625919342041
41	X940082	0	metabolite	-1.0768938064575195
42	X940084	0	metabolite	0.4203154742717743
43	X940086	0	metabolite	-0.11029411852359772
44	X940089	0	metabolite	0.09847002476453781
45	X940091	0	metabolite	1.812723994255066
46	X940092	0	metabolite	0.315285861492157
47	X940093	0	metabolite	-0.09431811422109604
48	X940094	0	metabolite	-0.09750808030366898
49	X940097	0	metabolite	0.21829605102539062
50	X940102	0	metabolite	0.8357765078544617
51	X940104	0	metabolite	-0.5277960896492004
52	X940108	0	metabolite	-0.08159823715686798
53	X940110	0	metabolite	-0.06027084216475487
54	X940112	0	metabolite	-0.23609304428100586
55	X940115	0	metabolite	-1.56610107421875
56	X940120	0	metabolite	-0.7412093281745911
57	X940121	0	metabolite	-1.1447851657867432
58	X940126	0	metabolite	-0.24475298821926117
59	X940127	0	metabolite	-0.7192094326019287
60	X940129	0	metabolite	0.23300759494304657
61	X940130	0	metabolite	0.4196934103965759
62	X940133	0	metabolite	-0.37273961305618286
63	X940136	0	metabolite	-0.2855026423931122
64	X940143	0	metabolite	-0.014316309243440628
65	X940145	0	metabolite	-0.24346917867660522
66	X940147	0	metabolite	-0.654095470905304
67	X940148	0	metabolite	-0.26388096809387207
68	X940152	0	metabolite	-0.08649690449237823
69	X940154	0	metabolite	-0.5150643587112427
70	X940156	0	metabolite	-0.1648278385400772
71	X940158	0	metabolite	-0.6029166579246521
72	X940163	0	metabolite	0.12171656638383865
73	X940168	0	metabolite	-0.9874655604362488
74	X940174	0	metabolite	1.1559969186782837
75	X940176	0	metabolite	-1.2983019351959229
76	X940178	0	metabolite	-0.05944692716002464
77	X940179	0	metabolite	0.13355287909507751
78	X940182	0	metabolite	-0.6692900657653809
79	X940184	0	metabolite	-0.39467793703079224
80	X940185	0	metabolite	-1.0040711164474487
81	X940186	0	metabolite	-0.004729935899376869
82	X940189	0	metabolite	0.05070989951491356
83	X940193	0	metabolite	-0.1837705820798874
84	X940203	0	metabolite	-0.7518477439880371
85	X940211	0	metabolite	-0.200523242354393
86	X940213	0	metabolite	-0.8546715974807739
87	X940214	0	metabolite	0.36011096835136414
88	X940217	0	metabolite	-0.3469196557998657
89	X940222	0	metabolite	0.07036665081977844
90	X940223	0	metabolite	-0.35860246419906616
91	X940227	0	metabolite	-1.176322102546692
92	X940230	0	metabolite	0.29422521591186523
93	X940232	0	metabolite	-0.3499685227870941
94	X940233	0	metabolite	0.2479880005121231
95	X940237	0	metabolite	-0.12269017845392227
96	X940239	0	metabolite	2.1305978298187256
97	X940244	0	metabolite	0.29416602849960327
98	X940248	0	metabolite	-0.9159888625144958
99	X940251	0	metabolite	-0.4748441278934479
100	X940256	0	metabolite	-0.2677505314350128
101	X940259	0	metabolite	0.10474343597888947
102	X940261	0	metabolite	0.24718870222568512
103	X940264	0	metabolite	-0.28794097900390625
104	X940270	0	metabolite	-0.16510885953903198
105	X940271	0	metabolite	0.03938101977109909
106	X940278	0	metabolite	0.4665292501449585
107	X940281	0	metabolite	0.39641836285591125
108	X940284	0	metabolite	-0.5708476901054382
109	X940286	0	metabolite	-0.814089834690094
110	X940287	0	metabolite	-0.003671506652608514
111	X940288	0	metabolite	-0.7757440209388733
112	X940291	0	metabolite	-0.017480425536632538
113	X940297	0	metabolite	-0.2465459108352661
114	X940301	0	metabolite	-0.293902188539505
115	X940302	0	metabolite	0.05653180927038193
116	X940303	0	metabolite	-0.0026550970505923033
117	X940305	0	metabolite	-0.018894612789154053
