	feature_id	axis	embed_type	values
0	Propionibacteriaceae	0	microbe	-0.5974223613739014
1	Staphylococcus caprae or capitis	0	microbe	-0.27014070749282837
2	Staphylococcus epidermidis	0	microbe	0.4631909430027008
3	Staphylococcus hominis	0	microbe	-0.5970124006271362
4	Other Staphylococci	0	microbe	-0.6306799650192261
5	Propionibacteriaceae	1	microbe	-0.8937548398971558
6	Staphylococcus caprae or capitis	1	microbe	-0.48850956559181213
7	Staphylococcus epidermidis	1	microbe	-0.2643445134162903
8	Staphylococcus hominis	1	microbe	-0.07270058244466782
9	Other Staphylococci	1	microbe	-0.8904464244842529
10	Propionibacteriaceae	2	microbe	-0.7188623547554016
11	Staphylococcus caprae or capitis	2	microbe	-1.3247008323669434
12	Staphylococcus epidermidis	2	microbe	-0.14384068548679352
13	Staphylococcus hominis	2	microbe	-0.48558738827705383
14	Other Staphylococci	2	microbe	-0.630847692489624
0	X940001	0	metabolite	0.0
1	X940002	0	metabolite	-0.46983802318573
2	X940005	0	metabolite	-0.5375243425369263
3	X940007	0	metabolite	-0.3625830411911011
4	X940010	0	metabolite	0.4213275611400604
5	X940013	0	metabolite	-0.19678877294063568
6	X940014	0	metabolite	-1.7412306070327759
7	X940015	0	metabolite	0.06107040494680405
8	X940019	0	metabolite	-0.9968646168708801
9	X940021	0	metabolite	-1.1873637437820435
10	X940022	0	metabolite	-0.1610690951347351
11	X940024	0	metabolite	-0.1466611921787262
12	X940025	0	metabolite	-0.4828437268733978
13	X940026	0	metabolite	-0.4106224775314331
14	X940027	0	metabolite	-0.2272607982158661
15	X940028	0	metabolite	-0.35719457268714905
16	X940029	0	metabolite	0.21480441093444824
17	X940031	0	metabolite	-0.34388139843940735
18	X940032	0	metabolite	0.12650629878044128
19	X940034	0	metabolite	-0.5288338661193848
20	X940040	0	metabolite	-0.6657653450965881
21	X940043	0	metabolite	-0.3891058564186096
22	X940045	0	metabolite	-1.5486141443252563
23	X940047	0	metabolite	-0.36807841062545776
24	X940048	0	metabolite	-0.44522595405578613
25	X940049	0	metabolite	-0.13991396129131317
26	X940050	0	metabolite	0.36121127009391785
27	X940053	0	metabolite	-0.1317281275987625
28	X940054	0	metabolite	-1.1400741338729858
29	X940055	0	metabolite	-0.779721736907959
30	X940056	0	metabolite	0.5138386487960815
31	X940058	0	metabolite	-0.07806210219860077
32	X940059	0	metabolite	-0.06853429228067398
33	X940062	0	metabolite	0.7410486936569214
34	X940069	0	metabolite	-0.03941379487514496
35	X940071	0	metabolite	-0.9394590854644775
36	X940072	0	metabolite	0.19775192439556122
37	X940073	0	metabolite	-0.6573216915130615
38	X940074	0	metabolite	-0.5116649270057678
39	X940079	0	metabolite	-1.1806752681732178
40	X940080	0	metabolite	-0.8015385866165161
41	X940082	0	metabolite	1.3845031261444092
42	X940084	0	metabolite	0.5477975606918335
43	X940086	0	metabolite	-0.5957455635070801
44	X940089	0	metabolite	0.12312465161085129
45	X940091	0	metabolite	-2.4973440170288086
46	X940092	0	metabolite	0.5284654498100281
47	X940093	0	metabolite	-0.1991034299135208
48	X940094	0	metabolite	0.1705276072025299
49	X940097	0	metabolite	-0.32633981108665466
50	X940102	0	metabolite	-0.5876885056495667
51	X940104	0	metabolite	0.03519590571522713
52	X940108	0	metabolite	-0.10895855724811554
53	X940110	0	metabolite	0.095076784491539
54	X940112	0	metabolite	-0.9743239879608154
55	X940115	0	metabolite	0.49882176518440247
56	X940120	0	metabolite	-0.5967375636100769
57	X940121	0	metabolite	0.7218060493469238
58	X940126	0	metabolite	-0.04206915944814682
59	X940127	0	metabolite	-0.20782341063022614
60	X940129	0	metabolite	-0.9032961130142212
61	X940130	0	metabolite	-1.1584666967391968
62	X940133	0	metabolite	-0.232664093375206
63	X940136	0	metabolite	-0.29794034361839294
64	X940143	0	metabolite	-0.09582135826349258
65	X940145	0	metabolite	0.09643885493278503
66	X940147	0	metabolite	0.776298999786377
67	X940148	0	metabolite	0.37884411215782166
68	X940152	0	metabolite	-0.12647397816181183
69	X940154	0	metabolite	0.014603215269744396
70	X940156	0	metabolite	0.05168965831398964
71	X940158	0	metabolite	0.7584921717643738
72	X940163	0	metabolite	0.10380776971578598
73	X940168	0	metabolite	-0.10436622053384781
74	X940174	0	metabolite	-1.8579412698745728
75	X940176	0	metabolite	0.15614554286003113
76	X940178	0	metabolite	0.33561334013938904
77	X940179	0	metabolite	-0.4421795606613159
78	X940182	0	metabolite	-0.25944527983665466
79	X940184	0	metabolite	-0.3616105914115906
80	X940185	0	metabolite	-0.27973106503486633
81	X940186	0	metabolite	0.15637290477752686
82	X940189	0	metabolite	0.06400442123413086
83	X940193	0	metabolite	0.012995748780667782
84	X940203	0	metabolite	1.085945725440979
85	X940211	0	metabolite	0.018450520932674408
86	X940213	0	metabolite	0.10873638093471527
87	X940214	0	metabolite	-0.7772579789161682
88	X940217	0	metabolite	0.20609711110591888
89	X940222	0	metabolite	-1.326224684715271
90	X940223	0	metabolite	0.2632874846458435
91	X940227	0	metabolite	-0.2654525637626648
92	X940230	0	metabolite	-0.26446953415870667
93	X940232	0	metabolite	0.16406895220279694
94	X940233	0	metabolite	-0.7143802642822266
95	X940237	0	metabolite	-0.1556456834077835
96	X940239	0	metabolite	-3.1785006523132324
97	X940244	0	metabolite	-0.7394777536392212
98	X940248	0	metabolite	0.0609557069838047
99	X940251	0	metabolite	0.2315187007188797
100	X940256	0	metabolite	-0.297126442193985
101	X940259	0	metabolite	0.3076154589653015
102	X940261	0	metabolite	-0.2953914403915405
103	X940264	0	metabolite	0.6178609728813171
104	X940270	0	metabolite	0.3311208486557007
105	X940271	0	metabolite	-1.0049521923065186
106	X940278	0	metabolite	0.1561887413263321
107	X940281	0	metabolite	-1.222579002380371
108	X940284	0	metabolite	0.2946538031101227
109	X940286	0	metabolite	-1.051795244216919
110	X940287	0	metabolite	0.5613579154014587
111	X940288	0	metabolite	-0.15304327011108398
112	X940291	0	metabolite	-0.12160991132259369
113	X940297	0	metabolite	0.061825163662433624
114	X940301	0	metabolite	-0.21516689658164978
115	X940302	0	metabolite	-1.027127742767334
116	X940303	0	metabolite	0.32037922739982605
117	X940305	0	metabolite	-0.3110083043575287
118	X940306	0	metabolite	-0.6954220533370972
119	X940309	0	metabolite	0.2334686517715454
120	X940312	0	metabolite	-0.09134543687105179
121	X940314	0	metabolite	-0.13927875459194183
122	X940322	0	metabolite	-0.9031299352645874
123	X940324	0	metabolite	-0.49397948384284973
124	X940325	0	metabolite	-0.1513177901506424
125	X940329	0	metabolite	-0.5773472189903259
126	X940332	0	metabolite	-0.5708831548690796
127	X940335	0	metabolite	0.03390492498874664
128	X940338	0	metabolite	0.31433847546577454
129	X940339	0	metabolite	0.3025687038898468
130	X940347	0	metabolite	0.16027092933654785
131	X940349	0	metabolite	-0.47639498114585876
132	X940351	0	metabolite	-0.018126649782061577
133	X940353	0	metabolite	-0.9443965554237366
134	X940354	0	metabolite	-0.2934967279434204
135	X940355	0	metabolite	0.19630654156208038
136	X940364	0	metabolite	-0.39098355174064636
137	X940368	0	metabolite	0.2244647741317749
138	X940374	0	metabolite	0.10693386942148209
139	X940375	0	metabolite	-0.05485410615801811
140	X940379	0	metabolite	-0.2366444617509842
141	X940383	0	metabolite	-0.2405616044998169
142	X940391	0	metabolite	-0.30241772532463074
143	X940404	0	metabolite	-1.0223350524902344
144	X940411	0	metabolite	-1.3810828924179077
145	X940413	0	metabolite	0.10350456833839417
146	X940420	0	metabolite	0.276985228061676
147	X940443	0	metabolite	-0.21932628750801086
148	X940444	0	metabolite	-0.6105901598930359
149	X940445	0	metabolite	-0.7774887681007385
150	X940450	0	metabolite	-0.45454245805740356
151	X940451	0	metabolite	-2.4653677940368652
152	X940456	0	metabolite	-0.14292074739933014
153	X940465	0	metabolite	-0.3866594731807709
154	X940466	0	metabolite	-0.014306106604635715
155	X940474	0	metabolite	-0.4742378890514374
156	X940481	0	metabolite	-0.027953173965215683
157	X940483	0	metabolite	-0.33197352290153503
158	X940484	0	metabolite	-0.33842578530311584
159	X940487	0	metabolite	-0.955634593963623
160	X940488	0	metabolite	-1.2372934818267822
161	X940497	0	metabolite	0.21625173091888428
162	X940498	0	metabolite	-1.087329387664795
163	X940501	0	metabolite	0.8117090463638306
164	X940506	0	metabolite	0.4872252345085144
165	X940526	0	metabolite	-0.6856828331947327
166	X940529	0	metabolite	-0.04733773320913315
167	X940532	0	metabolite	0.027263518422842026
168	X940534	0	metabolite	0.17127205431461334
169	X940535	0	metabolite	-0.6998127698898315
170	X940540	0	metabolite	0.2618984878063202
171	X940547	0	metabolite	0.4044382572174072
172	X940550	0	metabolite	0.3101752996444702
173	X940551	0	metabolite	-0.22689664363861084
174	X940555	0	metabolite	0.8607242107391357
175	X940558	0	metabolite	0.27897900342941284
176	X940560	0	metabolite	-1.2676219940185547
177	X940562	0	metabolite	-0.6340024471282959
178	X940570	0	metabolite	0.9227010011672974
179	X940571	0	metabolite	0.9832446575164795
180	X940580	0	metabolite	-0.11527502536773682
181	X940584	0	metabolite	0.2185482382774353
182	X940589	0	metabolite	2.441067695617676
183	X940598	0	metabolite	-0.5089714527130127
184	X940602	0	metabolite	-0.5737684965133667
185	X940606	0	metabolite	0.3722567856311798
186	X940612	0	metabolite	-0.10125500708818436
187	X940623	0	metabolite	-0.13602450489997864
188	X940625	0	metabolite	0.4618290662765503
189	X940641	0	metabolite	-0.062358543276786804
190	X940642	0	metabolite	0.21421734988689423
191	X940648	0	metabolite	-0.48511090874671936
192	X940649	0	metabolite	-0.31897789239883423
193	X940652	0	metabolite	0.31151872873306274
194	X940662	0	metabolite	-0.24414771795272827
195	X940665	0	metabolite	0.06334458291530609
196	X940674	0	metabolite	-0.09546297043561935
197	X940689	0	metabolite	-0.2858004868030548
198	X940690	0	metabolite	-0.14781461656093597
199	X940692	0	metabolite	0.34279337525367737
200	X940696	0	metabolite	0.6906197667121887
201	X940700	0	metabolite	0.4943443834781647
202	X940714	0	metabolite	0.37295711040496826
203	X940721	0	metabolite	-0.6195342540740967
204	X940727	0	metabolite	0.6603991389274597
205	X940748	0	metabolite	-0.9645209908485413
206	X940756	0	metabolite	0.02482626587152481
207	X940761	0	metabolite	0.6375974416732788
208	X940763	0	metabolite	-0.42403626441955566
209	X940766	0	metabolite	0.5520802140235901
210	X940769	0	metabolite	-1.395426869392395
211	X940775	0	metabolite	0.3376929759979248
212	X940778	0	metabolite	-0.1509641855955124
213	X940786	0	metabolite	0.35456427931785583
214	X940796	0	metabolite	-0.23290936648845673
215	X940816	0	metabolite	-0.13736790418624878
216	X940819	0	metabolite	-0.5369969606399536
217	X940820	0	metabolite	-0.2785010039806366
218	X940826	0	metabolite	-0.2803935706615448
219	X940827	0	metabolite	-0.19128365814685822
220	X940833	0	metabolite	-0.3622007369995117
221	X940843	0	metabolite	-0.49918708205223083
222	X940844	0	metabolite	-0.7862079739570618
223	X940845	0	metabolite	-0.40254417061805725
224	X940847	0	metabolite	-0.6046209335327148
225	X940852	0	metabolite	0.4147874712944031
226	X940863	0	metabolite	0.28042295575141907
227	X940871	0	metabolite	-0.5565803647041321
228	X940875	0	metabolite	0.19885137677192688
229	X940882	0	metabolite	0.6383556127548218
230	X940889	0	metabolite	0.5447859168052673
231	X940892	0	metabolite	-0.6463446617126465
232	X940895	0	metabolite	0.14584200084209442
233	X940907	0	metabolite	-0.608593761920929
234	X940912	0	metabolite	-0.6023973226547241
235	X940917	0	metabolite	-0.007776879705488682
236	X940925	0	metabolite	1.1929601430892944
237	X940936	0	metabolite	0.5236120820045471
238	X940941	0	metabolite	1.1188756227493286
239	X940946	0	metabolite	0.33606335520744324
240	X940961	0	metabolite	-0.6237703561782837
241	X940966	0	metabolite	-0.12799999117851257
242	X940968	0	metabolite	-0.5892354846000671
243	X940984	0	metabolite	-0.4614710807800293
244	X941001	0	metabolite	0.36222636699676514
245	X941014	0	metabolite	-1.1247658729553223
246	X941019	0	metabolite	-0.6141573190689087
247	X941024	0	metabolite	0.35363999009132385
248	X941028	0	metabolite	-0.6987317204475403
249	X941037	0	metabolite	-0.08289497345685959
250	X941043	0	metabolite	0.16011549532413483
251	X941046	0	metabolite	-0.20716141164302826
252	X941049	0	metabolite	-0.18331584334373474
253	X941051	0	metabolite	0.2296321988105774
254	X941066	0	metabolite	0.08307419717311859
255	X941074	0	metabolite	0.5366829633712769
256	X941079	0	metabolite	-0.33385390043258667
