	feature_id	axis	embed_type	values
0	Propionibacteriaceae	0	microbe	-0.7060683965682983
1	Staphylococcus caprae or capitis	0	microbe	-1.143109917640686
2	Staphylococcus epidermidis	0	microbe	0.09320361167192459
3	Staphylococcus hominis	0	microbe	-0.5855497121810913
4	Other Staphylococci	0	microbe	-0.5554026365280151
5	Polyomavirus HPyV6	0	microbe	-0.019976748153567314
6	Polyomavirus HPyV7	0	microbe	0.4012337923049927
7	Merkel Cell Polyomavirus	0	microbe	0.12236667424440384
8	Malasseziaceae	0	microbe	-1.1212440729141235
9	Corynebacteriaceae	0	microbe	-0.48699769377708435
10	Micrococcaceae	0	microbe	-0.03224555030465126
11	Other families	0	microbe	-0.1945522129535675
12	Propionibacteriaceae	1	microbe	0.9462550282478333
13	Staphylococcus caprae or capitis	1	microbe	0.5497732758522034
14	Staphylococcus epidermidis	1	microbe	0.2886708676815033
15	Staphylococcus hominis	1	microbe	1.2732219696044922
16	Other Staphylococci	1	microbe	0.6715681552886963
17	Polyomavirus HPyV6	1	microbe	-0.14984479546546936
18	Polyomavirus HPyV7	1	microbe	0.31103384494781494
19	Merkel Cell Polyomavirus	1	microbe	0.4526364803314209
20	Malasseziaceae	1	microbe	0.7811747193336487
21	Corynebacteriaceae	1	microbe	0.78920978307724
22	Micrococcaceae	1	microbe	0.5613263249397278
23	Other families	1	microbe	0.5079085230827332
24	Propionibacteriaceae	2	microbe	-0.9029950499534607
25	Staphylococcus caprae or capitis	2	microbe	-0.67717444896698
26	Staphylococcus epidermidis	2	microbe	0.41092589497566223
27	Staphylococcus hominis	2	microbe	-0.6001039147377014
28	Other Staphylococci	2	microbe	-0.9940362572669983
29	Polyomavirus HPyV6	2	microbe	-0.739639937877655
30	Polyomavirus HPyV7	2	microbe	-0.24316240847110748
31	Merkel Cell Polyomavirus	2	microbe	-0.3532988429069519
32	Malasseziaceae	2	microbe	-1.1210561990737915
33	Corynebacteriaceae	2	microbe	-0.7382420897483826
34	Micrococcaceae	2	microbe	-0.41095298528671265
35	Other families	2	microbe	-0.34897154569625854
0	X940001	0	metabolite	0.0
1	X940002	0	metabolite	0.20465581119060516
2	X940005	0	metabolite	0.48395588994026184
3	X940007	0	metabolite	0.0967450886964798
4	X940010	0	metabolite	0.9808834195137024
5	X940013	0	metabolite	0.23836463689804077
6	X940014	0	metabolite	-0.5219326615333557
7	X940015	0	metabolite	0.14019203186035156
8	X940019	0	metabolite	-0.7524648904800415
9	X940021	0	metabolite	-1.3941504955291748
10	X940022	0	metabolite	0.19942443072795868
11	X940024	0	metabolite	0.12490767985582352
12	X940025	0	metabolite	0.2756103575229645
13	X940026	0	metabolite	0.46396690607070923
14	X940027	0	metabolite	0.49807557463645935
15	X940028	0	metabolite	0.19478937983512878
16	X940029	0	metabolite	0.2165229469537735
17	X940031	0	metabolite	0.13556644320487976
18	X940032	0	metabolite	0.182922825217247
19	X940034	0	metabolite	0.40027129650115967
20	X940040	0	metabolite	-0.4528927803039551
21	X940043	0	metabolite	0.2881997525691986
22	X940045	0	metabolite	0.2562703490257263
23	X940047	0	metabolite	-1.5558215379714966
24	X940048	0	metabolite	-0.1424420177936554
25	X940049	0	metabolite	0.298730731010437
26	X940050	0	metabolite	-0.04191090911626816
27	X940053	0	metabolite	-0.37863898277282715
28	X940054	0	metabolite	-1.0169261693954468
29	X940055	0	metabolite	0.6941335797309875
30	X940056	0	metabolite	0.7452883124351501
31	X940058	0	metabolite	0.32939767837524414
32	X940059	0	metabolite	0.2611290514469147
33	X940062	0	metabolite	-0.5196831226348877
34	X940069	0	metabolite	-0.05694681778550148
35	X940071	0	metabolite	0.8126085996627808
36	X940072	0	metabolite	0.05594610050320625
37	X940073	0	metabolite	-0.6246919631958008
38	X940074	0	metabolite	-0.4707486927509308
39	X940079	0	metabolite	-1.470916748046875
40	X940080	0	metabolite	0.039172448217868805
41	X940082	0	metabolite	-0.40611347556114197
42	X940084	0	metabolite	-0.029272310435771942
43	X940086	0	metabolite	0.7471268773078918
44	X940089	0	metabolite	0.6512880921363831
45	X940091	0	metabolite	-0.2629610002040863
46	X940092	0	metabolite	0.8344796895980835
47	X940093	0	metabolite	0.1125202476978302
48	X940094	0	metabolite	1.0413005352020264
49	X940097	0	metabolite	0.020238665863871574
50	X940102	0	metabolite	0.10175374150276184
51	X940104	0	metabolite	0.2857615649700165
52	X940108	0	metabolite	0.2606353163719177
53	X940110	0	metabolite	-0.5345249772071838
54	X940112	0	metabolite	-0.16269169747829437
55	X940115	0	metabolite	-0.20589357614517212
56	X940120	0	metabolite	0.19685088098049164
57	X940121	0	metabolite	-1.0657093524932861
58	X940126	0	metabolite	0.043135568499565125
59	X940127	0	metabolite	-0.27918222546577454
60	X940129	0	metabolite	0.48424506187438965
61	X940130	0	metabolite	0.0846986174583435
62	X940133	0	metabolite	0.026755329221487045
63	X940136	0	metabolite	0.2943747639656067
64	X940143	0	metabolite	0.12250439077615738
65	X940145	0	metabolite	0.08558531105518341
66	X940147	0	metabolite	0.2303360551595688
67	X940148	0	metabolite	-0.050164975225925446
68	X940152	0	metabolite	0.213483989238739
69	X940154	0	metabolite	0.07884211838245392
70	X940156	0	metabolite	-0.054599829018116
71	X940158	0	metabolite	-0.11560769379138947
72	X940163	0	metabolite	0.17958351969718933
73	X940168	0	metabolite	-0.9587363600730896
74	X940174	0	metabolite	-0.37441036105155945
75	X940176	0	metabolite	-0.1906299591064453
76	X940178	0	metabolite	0.42243635654449463
77	X940179	0	metabolite	0.008996057324111462
78	X940182	0	metabolite	-0.11692371964454651
79	X940184	0	metabolite	-0.27053090929985046
80	X940185	0	metabolite	-0.2547000050544739
81	X940186	0	metabolite	0.25035378336906433
82	X940189	0	metabolite	0.35738813877105713
83	X940193	0	metabolite	0.389092355966568
84	X940203	0	metabolite	0.5080471634864807
85	X940211	0	metabolite	0.0534171462059021
86	X940213	0	metabolite	-0.4124319851398468
87	X940214	0	metabolite	-0.05137663707137108
88	X940217	0	metabolite	-0.012927891686558723
89	X940222	0	metabolite	0.4417102336883545
90	X940223	0	metabolite	-1.5636636018753052
91	X940227	0	metabolite	-0.3798179626464844
92	X940230	0	metabolite	0.5255529284477234
93	X940232	0	metabolite	0.5814514756202698
94	X940233	0	metabolite	0.24280309677124023
95	X940237	0	metabolite	0.23277631402015686
96	X940239	0	metabolite	0.3915541470050812
97	X940244	0	metabolite	-0.3538733422756195
98	X940248	0	metabolite	-0.2745247185230255
99	X940251	0	metabolite	0.01460125483572483
100	X940256	0	metabolite	-0.31062865257263184
101	X940259	0	metabolite	0.760466456413269
102	X940261	0	metabolite	0.20122429728507996
103	X940264	0	metabolite	0.6492054462432861
104	X940270	0	metabolite	0.13804742693901062
105	X940271	0	metabolite	-0.37572118639945984
106	X940278	0	metabolite	0.5252810120582581
107	X940281	0	metabolite	-0.1352699100971222
108	X940284	0	metabolite	0.18696917593479156
109	X940286	0	metabolite	-0.05919291451573372
110	X940287	0	metabolite	0.42115944623947144
111	X940288	0	metabolite	0.006548641249537468
112	X940291	0	metabolite	0.3332085609436035
113	X940297	0	metabolite	0.16516269743442535
114	X940301	0	metabolite	0.10825054347515106
115	X940302	0	metabolite	0.21035833656787872
116	X940303	0	metabolite	0.6568933129310608
117	X940305	0	metabolite	0.32983821630477905
118	X940306	0	metabolite	0.033120863139629364
119	X940309	0	metabolite	0.25646576285362244
120	X940312	0	metabolite	0.2438075691461563
121	X940314	0	metabolite	0.20975260436534882
122	X940322	0	metabolite	0.4704069495201111
123	X940324	0	metabolite	-0.19631150364875793
124	X940325	0	metabolite	0.9095098972320557
125	X940329	0	metabolite	-1.259811520576477
126	X940332	0	metabolite	-0.3762807548046112
127	X940335	0	metabolite	-0.8513789176940918
128	X940338	0	metabolite	-0.033855028450489044
129	X940339	0	metabolite	0.9790915250778198
130	X940347	0	metabolite	0.2607366740703583
131	X940349	0	metabolite	0.41765648126602173
132	X940351	0	metabolite	0.11195290833711624
133	X940353	0	metabolite	0.5317156314849854
134	X940354	0	metabolite	0.22071494162082672
135	X940355	0	metabolite	-0.7905157804489136
136	X940364	0	metabolite	-0.6664640307426453
137	X940368	0	metabolite	0.6224263906478882
138	X940374	0	metabolite	0.34884393215179443
139	X940375	0	metabolite	-0.02579558454453945
140	X940379	0	metabolite	0.16157832741737366
141	X940383	0	metabolite	-0.7391020655632019
142	X940391	0	metabolite	-0.0747755914926529
143	X940404	0	metabolite	0.38410770893096924
144	X940411	0	metabolite	-0.25480297207832336
145	X940413	0	metabolite	0.42475584149360657
146	X940420	0	metabolite	0.12212017178535461
147	X940443	0	metabolite	-0.5736073851585388
148	X940444	0	metabolite	-0.9627925157546997
149	X940445	0	metabolite	0.005901924800127745
150	X940450	0	metabolite	-0.19613024592399597
151	X940451	0	metabolite	-0.14920338988304138
152	X940456	0	metabolite	0.04013306647539139
153	X940465	0	metabolite	0.16174741089344025
154	X940466	0	metabolite	-0.0679163932800293
155	X940474	0	metabolite	-0.055854592472314835
156	X940481	0	metabolite	0.3273647427558899
157	X940483	0	metabolite	-0.09796435385942459
158	X940484	0	metabolite	0.46567589044570923
159	X940487	0	metabolite	0.16217970848083496
160	X940488	0	metabolite	-1.4271035194396973
161	X940497	0	metabolite	-0.5646721124649048
162	X940498	0	metabolite	-0.48381298780441284
163	X940501	0	metabolite	-0.374901682138443
164	X940506	0	metabolite	-0.7266104817390442
165	X940526	0	metabolite	-0.31713637709617615
166	X940529	0	metabolite	-2.3613216876983643
167	X940532	0	metabolite	-0.0757412537932396
168	X940534	0	metabolite	0.5068022608757019
169	X940535	0	metabolite	-0.028269359841942787
170	X940540	0	metabolite	0.018714742735028267
171	X940547	0	metabolite	-0.23392866551876068
172	X940550	0	metabolite	0.5201416015625
173	X940551	0	metabolite	-0.38433006405830383
174	X940555	0	metabolite	-0.33629709482192993
175	X940558	0	metabolite	0.021527253091335297
176	X940560	0	metabolite	-0.4376208186149597
177	X940562	0	metabolite	-0.8479143977165222
178	X940570	0	metabolite	0.8540679812431335
179	X940571	0	metabolite	0.19788946211338043
180	X940580	0	metabolite	-0.21747158467769623
181	X940584	0	metabolite	-0.8382425308227539
182	X940589	0	metabolite	0.16826166212558746
183	X940598	0	metabolite	-0.06119174882769585
184	X940602	0	metabolite	-2.1624391078948975
185	X940606	0	metabolite	0.5419836044311523
186	X940612	0	metabolite	-0.564285159111023
187	X940623	0	metabolite	0.37602755427360535
188	X940625	0	metabolite	1.2934906482696533
189	X940641	0	metabolite	-0.001735961646772921
190	X940642	0	metabolite	0.388627290725708
191	X940648	0	metabolite	0.7494938373565674
192	X940649	0	metabolite	0.04279596731066704
193	X940652	0	metabolite	0.04411471635103226
194	X940662	0	metabolite	0.19007906317710876
195	X940665	0	metabolite	0.3567807972431183
196	X940674	0	metabolite	0.12377133965492249
197	X940689	0	metabolite	-2.708590030670166
198	X940690	0	metabolite	-0.028928592801094055
199	X940692	0	metabolite	0.03637697175145149
200	X940696	0	metabolite	0.7655293345451355
201	X940700	0	metabolite	0.036204032599925995
202	X940714	0	metabolite	0.4821660816669464
203	X940721	0	metabolite	-0.24403536319732666
204	X940727	0	metabolite	0.4133116900920868
205	X940748	0	metabolite	-0.3015919327735901
206	X940756	0	metabolite	0.08233954757452011
207	X940761	0	metabolite	0.5307693481445312
208	X940763	0	metabolite	-0.04024999216198921
209	X940766	0	metabolite	0.786834716796875
210	X940769	0	metabolite	-0.6631309390068054
211	X940775	0	metabolite	0.4397742748260498
212	X940778	0	metabolite	0.04040979966521263
213	X940786	0	metabolite	-0.04752736911177635
214	X940796	0	metabolite	0.7405046224594116
215	X940816	0	metabolite	-0.2846859097480774
216	X940819	0	metabolite	0.32225754857063293
217	X940820	0	metabolite	0.3469065725803375
218	X940826	0	metabolite	1.1712958812713623
219	X940827	0	metabolite	-0.6376603245735168
220	X940833	0	metabolite	0.15707451105117798
221	X940843	0	metabolite	0.43613624572753906
222	X940844	0	metabolite	-0.45676666498184204
223	X940845	0	metabolite	0.3968680500984192
224	X940847	0	metabolite	0.8630422949790955
225	X940852	0	metabolite	0.36561527848243713
226	X940863	0	metabolite	0.27260100841522217
227	X940871	0	metabolite	0.6664337515830994
228	X940875	0	metabolite	-0.06257584691047668
229	X940882	0	metabolite	-0.2444058358669281
230	X940889	0	metabolite	0.12990662455558777
231	X940892	0	metabolite	0.7423233985900879
232	X940895	0	metabolite	0.26848962903022766
233	X940907	0	metabolite	0.807262122631073
234	X940912	0	metabolite	-0.010182970203459263
235	X940917	0	metabolite	0.7029215097427368
236	X940925	0	metabolite	-0.019550912082195282
237	X940936	0	metabolite	0.6726128458976746
238	X940941	0	metabolite	0.8145655989646912
239	X940946	0	metabolite	0.05083067715167999
240	X940961	0	metabolite	0.035355549305677414
241	X940966	0	metabolite	0.071006178855896
242	X940968	0	metabolite	-0.12631845474243164
243	X940984	0	metabolite	0.27645695209503174
244	X941001	0	metabolite	0.31506478786468506
245	X941014	0	metabolite	-0.3759964108467102
246	X941019	0	metabolite	0.650791585445404
247	X941024	0	metabolite	0.5603068470954895
248	X941028	0	metabolite	0.2818779945373535
249	X941037	0	metabolite	-2.297488212585449
250	X941043	0	metabolite	-0.4258536398410797
251	X941046	0	metabolite	-0.29088377952575684
252	X941049	0	metabolite	-0.06456585228443146
253	X941051	0	metabolite	0.5412830710411072
254	X941066	0	metabolite	0.2888656556606293
255	X941074	0	metabolite	0.11106820404529572
256	X941079	0	metabolite	-0.15183895826339722
257	X941080	0	metabolite	1.326523780822754
258	X941091	0	metabolite	-0.4447523057460785
259	X941095	0	metabolite	-0.7867304086685181
260	X941106	0	metabolite	0.23428569734096527
261	X941118	0	metabolite	0.11488975584506989
262	X941124	0	metabolite	1.0879580974578857
263	X941134	0	metabolite	0.3987124562263489
264	X941144	0	metabolite	-0.313671350479126
265	X941153	0	metabolite	-0.19613566994667053
266	X941154	0	metabolite	0.21923235058784485
267	X941192	0	metabolite	0.8795199990272522
268	X941202	0	metabolite	0.6191396713256836
269	X941204	0	metabolite	-0.3790714740753174
270	X941208	0	metabolite	-1.1427299976348877
271	X941241	0	metabolite	-1.4817442893981934
272	X941250	0	metabolite	-0.31165075302124023
273	X941253	0	metabolite	0.2681032419204712
274	X941257	0	metabolite	0.32042932510375977
275	X941259	0	metabolite	-0.1899939924478531
276	X941265	0	metabolite	0.7709966897964478
277	X941274	0	metabolite	0.21058064699172974
278	X941308	0	metabolite	-0.37884843349456787
279	X941315	0	metabolite	-0.07424342632293701
280	X941320	0	metabolite	0.19016726315021515
281	X941321	0	metabolite	-0.3407846689224243
282	X941367	0	metabolite	-0.47219663858413696
283	X941373	0	metabolite	0.0141124427318573
284	X941384	0	metabolite	-0.0002281245106132701
285	X941385	0	metabolite	0.1303388774394989
286	X941392	0	metabolite	-0.06335243582725525
287	X941398	0	metabolite	1.0605595111846924
