	feature_id	axis	embed_type	values
0	Propionibacteriaceae	0	microbe	0.5613507032394409
1	Staphylococcus caprae or capitis	0	microbe	0.7372018098831177
2	Staphylococcus epidermidis	0	microbe	0.1834445744752884
3	Staphylococcus hominis	0	microbe	0.8708409070968628
4	Other Staphylococci	0	microbe	-0.22768652439117432
5	Polyomavirus HPyV6	0	microbe	0.8886359333992004
6	Polyomavirus HPyV7	0	microbe	0.40603917837142944
7	Merkel Cell Polyomavirus	0	microbe	0.12554769217967987
8	Malasseziaceae	0	microbe	0.8066855669021606
9	Corynebacteriaceae	0	microbe	0.8055378198623657
10	Micrococcaceae	0	microbe	0.7393550276756287
11	Other families	0	microbe	0.4323562979698181
12	Propionibacteriaceae	1	microbe	0.6349738240242004
13	Staphylococcus caprae or capitis	1	microbe	0.913056492805481
14	Staphylococcus epidermidis	1	microbe	0.5441180467605591
15	Staphylococcus hominis	1	microbe	0.5231782793998718
16	Other Staphylococci	1	microbe	-0.5343482494354248
17	Polyomavirus HPyV6	1	microbe	0.4944919943809509
18	Polyomavirus HPyV7	1	microbe	0.6709814071655273
19	Merkel Cell Polyomavirus	1	microbe	1.0954066514968872
20	Malasseziaceae	1	microbe	0.5874091982841492
21	Corynebacteriaceae	1	microbe	1.24052894115448
22	Micrococcaceae	1	microbe	0.8038298487663269
23	Other families	1	microbe	0.9446756839752197
24	Propionibacteriaceae	2	microbe	0.6295903921127319
25	Staphylococcus caprae or capitis	2	microbe	-0.15276025235652924
26	Staphylococcus epidermidis	2	microbe	-0.5339656472206116
27	Staphylococcus hominis	2	microbe	-0.7368087768554688
28	Other Staphylococci	2	microbe	0.6848615407943726
29	Polyomavirus HPyV6	2	microbe	-0.3854931592941284
30	Polyomavirus HPyV7	2	microbe	0.4633525013923645
31	Merkel Cell Polyomavirus	2	microbe	0.11671894788742065
32	Malasseziaceae	2	microbe	0.6586368680000305
33	Corynebacteriaceae	2	microbe	-0.33191096782684326
34	Micrococcaceae	2	microbe	-0.34922274947166443
35	Other families	2	microbe	0.10542552173137665
0	X940001	0	metabolite	0.0
1	X940002	0	metabolite	0.04938928410410881
2	X940005	0	metabolite	0.0359082892537117
3	X940007	0	metabolite	0.3753919005393982
4	X940010	0	metabolite	0.326419472694397
5	X940013	0	metabolite	-0.07367216050624847
6	X940014	0	metabolite	-0.9078184962272644
7	X940015	0	metabolite	0.06380149722099304
8	X940019	0	metabolite	0.7281085252761841
9	X940021	0	metabolite	1.116301417350769
10	X940022	0	metabolite	-0.22135710716247559
11	X940024	0	metabolite	0.1482868641614914
12	X940025	0	metabolite	0.13934196531772614
13	X940026	0	metabolite	-0.23155434429645538
14	X940027	0	metabolite	0.42004847526550293
15	X940028	0	metabolite	0.09163747727870941
16	X940029	0	metabolite	0.37000635266304016
17	X940031	0	metabolite	0.14867614209651947
18	X940032	0	metabolite	0.10832709074020386
19	X940034	0	metabolite	-0.17149677872657776
20	X940040	0	metabolite	-0.03355327621102333
21	X940043	0	metabolite	0.30233773589134216
22	X940045	0	metabolite	-0.013568446971476078
23	X940047	0	metabolite	1.2174485921859741
24	X940048	0	metabolite	0.04966936260461807
25	X940049	0	metabolite	0.1403433233499527
26	X940050	0	metabolite	0.5026267766952515
27	X940053	0	metabolite	0.05533111095428467
28	X940054	0	metabolite	0.12704084813594818
29	X940055	0	metabolite	-0.9784461855888367
30	X940056	0	metabolite	-0.030283311381936073
31	X940058	0	metabolite	0.24466431140899658
32	X940059	0	metabolite	0.0458495169878006
33	X940062	0	metabolite	0.8202879428863525
34	X940069	0	metabolite	0.024472421035170555
35	X940071	0	metabolite	-0.8831363320350647
36	X940072	0	metabolite	0.1932712197303772
37	X940073	0	metabolite	2.547402858734131
38	X940074	0	metabolite	0.14296622574329376
39	X940079	0	metabolite	0.3997441530227661
40	X940080	0	metabolite	-0.40191566944122314
41	X940082	0	metabolite	1.1440608501434326
42	X940084	0	metabolite	-0.37042006850242615
43	X940086	0	metabolite	0.013434200547635555
44	X940089	0	metabolite	-0.7736762166023254
45	X940091	0	metabolite	0.9496414661407471
46	X940092	0	metabolite	0.2845863699913025
47	X940093	0	metabolite	0.04190130904316902
48	X940094	0	metabolite	1.4863375425338745
49	X940097	0	metabolite	0.42538681626319885
50	X940102	0	metabolite	-0.28717267513275146
51	X940104	0	metabolite	0.26264598965644836
52	X940108	0	metabolite	-0.028684861958026886
53	X940110	0	metabolite	-0.3413192927837372
54	X940112	0	metabolite	-0.9356009364128113
55	X940115	0	metabolite	0.8613288402557373
56	X940120	0	metabolite	0.07873739302158356
57	X940121	0	metabolite	1.0582973957061768
58	X940126	0	metabolite	0.14653702080249786
59	X940127	0	metabolite	0.3671049475669861
60	X940129	0	metabolite	0.12388398498296738
61	X940130	0	metabolite	0.9962201118469238
62	X940133	0	metabolite	0.4555661380290985
63	X940136	0	metabolite	0.05072997137904167
64	X940143	0	metabolite	0.24737608432769775
65	X940145	0	metabolite	0.22360841929912567
66	X940147	0	metabolite	-0.05943676829338074
67	X940148	0	metabolite	0.32641950249671936
68	X940152	0	metabolite	-0.012262928299605846
69	X940154	0	metabolite	-0.008927367627620697
70	X940156	0	metabolite	0.14506588876247406
71	X940158	0	metabolite	0.19021137058734894
72	X940163	0	metabolite	-0.2509024441242218
73	X940168	0	metabolite	1.5458558797836304
74	X940174	0	metabolite	1.0846885442733765
75	X940176	0	metabolite	0.5380574464797974
76	X940178	0	metabolite	-0.023149117827415466
77	X940179	0	metabolite	0.527758002281189
78	X940182	0	metabolite	0.2194020301103592
79	X940184	0	metabolite	0.3664657771587372
80	X940185	0	metabolite	-0.39141714572906494
81	X940186	0	metabolite	-0.18818683922290802
82	X940189	0	metabolite	-0.17302608489990234
83	X940193	0	metabolite	-0.6425437927246094
84	X940203	0	metabolite	-0.03642434626817703
85	X940211	0	metabolite	0.018859988078475
86	X940213	0	metabolite	0.1806480884552002
87	X940214	0	metabolite	0.40489256381988525
88	X940217	0	metabolite	0.34020134806632996
89	X940222	0	metabolite	-1.03878653049469
90	X940223	0	metabolite	0.8178855776786804
91	X940227	0	metabolite	0.30173784494400024
92	X940230	0	metabolite	0.1589948832988739
93	X940232	0	metabolite	0.5874079465866089
94	X940233	0	metabolite	-0.25690793991088867
95	X940237	0	metabolite	0.5842511057853699
96	X940239	0	metabolite	-0.9910228848457336
97	X940244	0	metabolite	0.10757188498973846
98	X940248	0	metabolite	0.6613269448280334
99	X940251	0	metabolite	-0.07646719366312027
100	X940256	0	metabolite	-0.02790241129696369
