#OTU ID	EMR_04_10_MD	EMR_04_11_AT	EMR_04_13_KB	EMR_04_15_DB	EMR_04_17_BS	EMR_04_19_BK	EMR_04_1_JG	EMR_04_20_JP	EMR_04_21_DM	EMR_04_22_RS	EMR_04_23_JB	EMR_04_24_DK	EMR_04_32_GS	EMR_04_33_CG	EMR_04_34_NG	EMR_04_35_RB	EMR_04_37_CM	EMR_04_38_GC	EMR_04_39_NP	EMR_04_3_MX	EMR_04_44_DTA	EMR_04_45_VC	EMR_04_46_AB	EMR_04_47_JM	EMR_04_48_LD	EMR_04_50_RJ	EMR_04_52_JC	EMR_04_55_TC	EMR_04_56_AI	EMR_04_57_NF	EMR_04_60_TC	EMR_04_61_BJ	EMR_04_62_JC	EMR_04_67_DN	EMR_04_68_VG	EMR_04_69_DC	EMR_04_70_WC	EMR_04_72_RB	EMR_04_73_AC	EMR_04_75_DM	EMR_04_76_RR	EMR_04_7_NMC	EMR_04_8_MC	EMR_04_9_DC	EMR_04_N-11_PW	EMR_04_N-13_LB	EMR_04_N-16_PP	EMR_04_N-18_JG	EMR_04_N-19_RC	EMR_04_N-21_AG	EMR_04_N-29_BP	EMR_04_N-31_JG	EMR_04_N-4_EV	EMR_04_N-5_CA	EMR_04_N-8_PC
Propionibacteriaceae	4490.872799999999	3983.7120000000004	9189.779078810221	11387.931648612068	8574.963260574965	10016.91139398309	1982.2301999999995	11169.604956830393	10180.16862	11799.164436	11347.89474	840.2027999999997	11410.74468	7850.044384149955	7080.943908	5507.631599999999	10758.496799999999	7884.245591999999	11686.07886	11987.3172	1084.4292	11300.206800000002	11955.802800000001	10213.135369786865	43.97520000000001	10204.66458	8866.9416	8808.2328	269.5475517304524	8214.375600000001	9721.293599999999	10694.115468	6495.667745504331	5375.9230800000005	3934.8696000000004	11454.6888	79.658412	10665.144	2435.0565575649434	7309.117200000001	10279.107262279107	3156.155684843844	429.7164000000002	3509.4144	11079.371819079375	3866.918791733837	10439.523599999999	11315.564460684436	2375.4667103754673	4944.936000000001	10925.118	6187.098042187098	11868.639611999999	6741.286422741287	11440.695491999999
Staphylococcus caprae or capitis	64.02839999999999	1.5228000000000004	2.7167999972832	4.814399995185599	4.731600004731601	24.893999975105995	16.275599999999997	36.7031999632968	98.310012	9.996000000000002	13.328399999999997	12.916799999999999	3.636	0.1871999998128	0.8675999999999999	7.7315999999999985	25.017600000000005	0.0	15.7872	0.5363999999999999	95.5908	0.0	0.15480000000000002	134.31118786568882	83.66040000000001	16.156800000000004	552.2507999999999	70.86720000000001	7.3847999926152	0.1308	7.7136000000000005	0.9384	11.7155999882844	87.493212	0.5304	0.2124	2.5764	7.599599999999998	0.92999999907	2.4456000000000007	12.680400012680401	8.050799991949201	1050.1884000000005	0.0	71.15401207115401	484.30923696861845	36.3336	47.116799952883206	80.07122408007125	3.4452000000000007	0.0	55.48441205548441	3.4308000000000005	2.8128000028128	2.3856
Staphylococcus epidermidis	0.0	0.0	0.0	3.8111999961888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8847.3408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2372	0.0	2.9844000000000004	0.0	0.0	0.0	1.3872	38.89199996110799	509.1912960000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.798800000000004	85.8084	0.0	739.6632734793266	0.0	0.0	0.8088000008088001	6153.5352	0.0	1.224000001224	0.0	0.0	0.0
Staphylococcus hominis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	134.1564122683128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Other Staphylococci	354.24599999999987	2.0867999999999998	0.5363999994636	0.49319999950680005	1.7064000017064003	0.0	21.721212	35.49958796450041	0.0	6.869999999999999	0.030000000000000006	0.16319999999999998	34.88161199999999	1.4951999985047997	0.0756	0.19679999999999992	0.0	0.0	0.0	2.1047999999999996	19.548	0.0	38.53080000000001	0.9695999990304001	99.23160000000001	4.284000000000001	27.675600000000003	25.5612	10.736399989263601	2.5872	7.4124	1.7664	9.1295999908704	24.841200000000004	1.2624000000000002	0.0	1.3416	1.2216	0.0	32.40360000000001	14.4936000144936	5.287199994712801	36.05280000000001	16.8588	5.5068000055068	167.23681233447363	42.249599999999994	0.26639999973360007	17.1432000171432	0.0	0.0	1.5864000015864	1.6476000000000004	5099.334329099335	0.5928
Polyomavirus HPyV6	0.0	0.0	0.0	0.0	11.337600011337605	0.0	1.7615999999999998	3.0167999969832002	0.0	0.0	0.0	0.0	0.0	335.48403566451594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	133.302	0.0	0.0	0.0	0.0	0.0	35.7192	0.0	0.0	0.0	8.311200000000001	380.9471636190528	2.9208000000000007	0.0	0.0	0.0	0.0	28.043999971955998	0.0	0.0	0.0	28.25280000000001	0.0	288.48366028848375	2531.714657063429	0.0	0.0	0.0	0.0	0.0	64.99321206499322	0.0	0.0	0.0
Polyomavirus HPyV7	36.0828	0.0	0.15119999984879998	10.826399989173598	457.8852484578853	0.0395999999604	0.0	1.6439999983560003	2.3939999999999997	0.0	1.9980000000000002	39.75239999999999	75.958812	0.3107999996891999	0.9491999999999999	0.3515999999999999	0.0	176.353212	12.291600000000003	0.08399999999999999	2.9148000000000005	1.4028000000000003	0.14760000000000004	15.245999984754	3.3240000000000007	0.14280000000000004	1249.1952	0.0	0.45959999954039993	0.0	1.308	0.39239999999999997	0.6671999993327999	32.96281200000001	2636.2692	0.0	0.4824	20.8344	3.50999999649	0.0	1.2528000012528002	1.0631999989368002	0.2568000000000001	1.6451999999999998	16.6656000166656	5.1588000103175995	14.323199999999996	0.14879999985120002	417.4057204174058	0.0	0.5016000000000002	1.626000001626	54.234	60.61682406061683	0.0
Merkel Cell Polyomavirus	6112.3355999999985	6344.628	2800.3737211996263	27.5351999724648	2933.3870909333878	1951.1230060488772	17.221199999999996	8.5751999914248	1704.092568	55.765188	634.48086	2151.5579999999995	192.744036	3487.422344512577	4759.78608	6339.871199999998	1195.1316	3936.909996	21.830400000000004	9.634799999999997	7559.608799999999	562.2252	5.343600000000001	595.5107394044894	11280.928800000002	4.410000000000001	612.2832000000001	226.27319999999995	11583.968472416029	3774.9948	2254.7291999999998	1277.1025319999999	2542.1145454578855	4967.060196000001	5408.557199999999	545.0568	11731.193976	1232.7539999999997	5569.024242430975	3524.3772	843.9373688439374	8670.327927329672	33.22080000000002	7892.358	66.71281206671281	116.1168122322336	1426.6631999999997	548.8511394511489	9039.987921039989	897.2447999999999	1067.8092000000001	4520.546104520546	10.1352	7.290000007290001	543.670908
Malasseziaceae	7.681199999999998	0.0	0.0	9.898799990101201	0.7656000007656002	0.0	0.0	1.5395999984603996	0.12119999999999999	63.437988000000004	0.0	2.5787999999999998	0.1848	0.0	0.1848	0.08999999999999998	0.0	0.17160000000000003	220.858752	0.0	3.3816	0.24600000000000005	0.020400000000000005	940.1423030598579	235.09080000000006	0.15000000000000005	1.8816000000000002	1.3968	2.9915999970084	0.054	1.2995999999999999	0.0	0.23999999976000003	0.0	0.13799999999999998	0.0	19.579199999999997	3.1355999999999993	2.6651999973348	0.9792000000000001	1.4820000014820003	0.19319999980680005	171.46560000000005	0.0	2.4024000024023997	23.0616000461232	2.232	9.380399990619601	0.5652000005652	0.0	0.0	0.0	0.6000000000000001	12.403200012403197	0.0
Corynebacteriaceae	778.1351999999998	1667.7239999999997	5.777999994222	487.50355151249636	12.711600012711603	5.733599994266401	9960.220188	736.4230552635768	14.913599999999999	41.738388	2.0951999999999997	0.43319999999999986	281.85006	324.9624356750375	157.192812	139.17239999999998	21.354000000000006	1.8696	41.02438800000001	0.32279999999999986	3150.7188	2.0028	0.0	28.654799971345206	186.69120000000004	1768.6030200000002	440.8044	2742.0672	124.91157587508843	7.8576	6.243599999999998	15.4116	2520.5253454794743	999.6074040000002	7.590000000000001	0.042	164.06401200000002	66.49919999999999	3959.804000040195	1129.9080000000004	846.6469688466472	142.565987857434	9954.518400000003	492.12000000000006	30.711612030711613	3429.2643548585283	15.493199999999995	8.713199991286801	66.09002406609004	0.8388	6.5712	1164.528229164528	60.903588	64.18082406418083	12.655199999999999
