file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	Filepath	Filename	MassIVE	Taxaname_file	Taxaname_alternative	Taxa_NCBI	Taxa_Assigment	ReDU_Availability	Blank	QC
mzspec:MSV000089761:B6	-0.02	mzspec:MSV000089761:B6:scan:3514	1	0.78	4	MSV000089761	NoID	MSV000089761/ccms_peak/B6.mzML	MSV000089761/B6.mzXML	MSV000089761	Euglena gracilis var. saccharophila		2071594	automatic	No	No	No
mzspec:MSV000089767:B9AB	-0.02	mzspec:MSV000089767:B9AB:scan:2923	1	0.78	4	MSV000089767	NoID	MSV000089767/ccms_peak/B9AB.mzML	MSV000089767/B9AB.mzXML	MSV000089767	Trachelomonas sp.		2576610	automatic	No	No	No
mzspec:MSV000089760:B6	-0.02	mzspec:MSV000089760:B6:scan:3514	1	0.78	4	MSV000089760	NoID	MSV000089760/peak/B6.mzXML	MSV000089760/B6.mzXML	MSV000089760	Euglena gracilis		3039	automatic	Yes	No	No
mzspec:MSV000089768:B12AB	-0.03	mzspec:MSV000089768:B12AB:scan:2935	1	0.78	4	MSV000089768	NoID	MSV000089768/ccms_peak/B12AB.mzML	MSV000089768/B12AB.mzXML	MSV000089768	Euglena mutabilis		38275	automatic	No	No	No
mzspec:MSV000082062:P1078	-0.03	mzspec:MSV000082062:P1078:scan:496	1	0.77	4	MSV000082062	NoID	MSV000082062/ccms_peak/G1/P1078.mzML	MSV000082062/P1078.mzML	MSV000082062	Fungi		4751	automatic	No	No	No
mzspec:MSV000079204:pure sample_BD1_01_6596	0.04	mzspec:MSV000079204:pure sample_BD1_01_6596:scan:11404	1	0.77	4	MSV000079204	NoID	MSV000079204/other/Marfey's/pure sample_BD1_01_6596.mzXML	MSV000079204/pure sample_BD1_01_6596.mzXML	MSV000079204	Streptomycetes	Streptomycetales	85011	automatic	No	No	No
mzspec:MSV000089763:B1	-0.03	mzspec:MSV000089763:B1:scan:3538	1	0.76	4	MSV000089763	NoID	MSV000089763/peak/B1.mzXML	MSV000089763/B1.mzXML	MSV000089763	Eutreptiella gymnastica		73025	automatic	Yes	No	No
mzspec:MSV000089762:B2	-0.02	mzspec:MSV000089762:B2:scan:3504	1	0.76	4	MSV000089762	NoID	MSV000089762/peak/B2.mzXML	MSV000089762/B2.mzXML	MSV000089762	Euglena sanguinea		130315	automatic	Yes	No	No
mzspec:MSV000089765:B4	-0.02	mzspec:MSV000089765:B4:scan:3545	1	0.76	4	MSV000089765	NoID	MSV000089765/peak/B4.mzXML	MSV000089765/B4.mzXML	MSV000089765	Euglenaceae		1131320	automatic	Yes	No	No
mzspec:MSV000089767:B9AM	-0.03	mzspec:MSV000089767:B9AM:scan:2933	1	0.75	4	MSV000089767	NoID	MSV000089767/ccms_peak/B9AM.mzML	MSV000089767/B9AM.mzXML	MSV000089767	Trachelomonas sp.		2576610	automatic	No	No	No
mzspec:MSV000089761:M6	-0.02	mzspec:MSV000089761:M6:scan:3520	1	0.75	4	MSV000089761	NoID	MSV000089761/ccms_peak/M6.mzML	MSV000089761/M6.mzXML	MSV000089761	Euglena gracilis var. saccharophila		2071594	automatic	No	No	No
mzspec:MSV000089760:M6	-0.02	mzspec:MSV000089760:M6:scan:3520	1	0.75	4	MSV000089760	NoID	MSV000089760/peak/M6.mzXML	MSV000089760/M6.mzXML	MSV000089760	Euglena gracilis		3039	automatic	Yes	No	No
mzspec:MSV000082062:P1537	-0.0	mzspec:MSV000082062:P1537:scan:873	1	0.74	4	MSV000082062	NoID	MSV000082062/ccms_peak/G1/P1537.mzML	MSV000082062/P1537.mzML	MSV000082062	Fungi		4751	automatic	No	No	No
mzspec:MSV000082062:P1561	-0.02	mzspec:MSV000082062:P1561:scan:787	1	0.73	4	MSV000082062	NoID	MSV000082062/ccms_peak/G1/P1561.mzML	MSV000082062/P1561.mzML	MSV000082062	Fungi		4751	automatic	No	No	No
mzspec:MSV000082062:P1982_2	0.01	mzspec:MSV000082062:P1982_2:scan:430	1	0.72	4	MSV000082062	NoID	MSV000082062/ccms_peak/G1/P1982_2.mzML	MSV000082062/P1982_2.mzML	MSV000082062	Fungi		4751	automatic	No	No	No
mzspec:MSV000082062:P1786	0.02	mzspec:MSV000082062:P1786:scan:509	1	0.71	4	MSV000082062	NoID	MSV000082062/ccms_peak/G1/P1786.mzML	MSV000082062/P1786.mzML	MSV000082062	Fungi		4751	automatic	No	No	No
