USI	Cosine	Matching Peaks	Status
mzspec:MSV000083040:G74095_1x_10ul_RC4_01_19803:scan:68	1.0	4	NoID
mzspec:MSV000086230:PLT2_H3_GH3_01_58832:scan:44	1.0	4	NoID
mzspec:MSV000084900:G87538_1x_RG3_01_26324:scan:45	1.0	4	NoID
mzspec:MSV000086230:PLT1_D11_BD11_01_58797:scan:51	1.0	4	NoID
mzspec:MSV000086246:BMS_24_5X_RG3_01_59260:scan:51	1.0	4	NoID
mzspec:MSV000082331:C5_Hand_swab_pre_Peach_Peach2:scan:50	1.0	4	NoID
mzspec:MSV000086230:PLT3_H11_BH11_01_58970:scan:56	1.0	4	NoID
mzspec:MSV000082969:G85332_10x_cwp_BF6_01_36732:scan:50	1.0	4	NoID
mzspec:MSV000082331:D10_Hand_swab_Tomato:scan:55	1.0	4	NoID
mzspec:MSV000086230:PLT4_C4_GC4_01_59055:scan:63	1.0	4	NoID
mzspec:MSV000089210:target_GNPS-NIST14-MATCHES:scan:84	1.0	4	NoID
mzspec:MSV000086230:PLT4_C6_GC6_01_59067:scan:50	1.0	4	NoID
mzspec:MSV000081463:H_Seedling__24h_Seedling_1_F03_F3:scan:196	1.0	4	NoID
mzspec:MSV000086230:PLT2_A5_GA5_01_58818:scan:44	1.0	4	NoID
mzspec:MSV000086230:PLT2_E11_GE11_01_58880:scan:56	1.0	4	NoID
mzspec:MSV000086230:PLT4_C3_GC3_01_59093:scan:57	1.0	4	NoID
mzspec:MSV000086246:BMS_06_5X_RE7_01_59238:scan:44	1.0	4	NoID
mzspec:MSV000086230:PLT2_F2_GF2_01_58885:scan:14	1.0	4	NoID
mzspec:MSV000086230:PLT4_D3_GD3_01_59092:scan:50	1.0	4	NoID
mzspec:MSV000082074:G79696_5x_RE12_01_19531:scan:58	1.0	4	NoID
mzspec:MSV000088661:P2E_POS:scan:5187	1.0	4	NoID
mzspec:MSV000083835:QC_180804145516:scan:181	1.0	4	NoID
mzspec:MSV000086230:PLT4_B3_GB3_01_59088:scan:57	1.0	4	NoID
mzspec:MSV000086230:PLT4_C1_GC1_01_59058:scan:63	1.0	4	NoID
mzspec:MSV000086230:PLT2_B1_GB1_01_58892:scan:44	1.0	4	NoID
mzspec:MSV000086550:PLT1_C1_BC1_01_57448:scan:51	1.0	4	NoID
mzspec:MSV000083760:18NAVY28_V2_breakfast_GE5_01_39854:scan:44	1.0	4	NoID
mzspec:MSV000083760:18NAVY27_v1_brk_1_BA3_01_39771:scan:46	1.0	4	NoID
mzspec:MSV000080898:SET1_COM1_CMN4_RD6_01_9176:scan:92	1.0	4	NoID
mzspec:MSV000082268:Plate8_BE7_01_24424:scan:50	1.0	4	NoID
mzspec:MSV000086455:PLT5_D4_BD4_01_59954:scan:51	1.0	4	NoID
mzspec:MSV000086230:PLT1_G1_BG1_01_58708:scan:44	1.0	4	NoID
mzspec:MSV000082268:Plate6_BH2_01_24231:scan:51	1.0	4	NoID
mzspec:MSV000086230:PLT2_H2_GH2_01_58916:scan:50	1.0	4	NoID
mzspec:MSV000083396:H_Fungal_filtrate_1week_P1C2_spike_in_Strepto:scan:119	1.0	4	NoID
mzspec:MSV000083396:H_Fungal_filtrate_1week_P1C2_for_spike_in_comparison:scan:120	1.0	4	NoID
mzspec:MSV000082321:BPP3_3ul_RC6_01_26712:scan:50	1.0	4	NoID
mzspec:MSV000084595:2_1_clavu_M_SAMPLE_WT_5-Media_7_A2:scan:164	1.0	4	NoID
mzspec:MSV000081152:C18p_Plate3_GE7_01_10542:scan:56	1.0	4	NoID
mzspec:MSV000086230:PLT1_B9_BB9_01_58776:scan:50	1.0	4	NoID
mzspec:MSV000081665:G79696_5x_RE12_01_19531:scan:58	1.0	4	NoID
mzspec:MSV000086455:PLT5_A9_BA9_01_59958:scan:51	1.0	4	NoID
mzspec:MSV000081463:J1_1_Core_3_G_B4:scan:142	1.0	4	NoID
mzspec:MSV000081463:J1_1_Seed_3_G_B6:scan:139	1.0	4	NoID
mzspec:MSV000086230:PLT2_A6_GA6_01_58839:scan:51	1.0	4	NoID
mzspec:MSV000082073:G87538_1x_RG3_01_26324:scan:45	1.0	4	NoID
mzspec:MSV000082944:GNPS-NIST14-MATCHES:scan:84	1.0	4	NoID
mzspec:MSV000086230:PLT1_G3_BG3_01_58732:scan:44	1.0	4	NoID
mzspec:MSV000082178:C18p_Plate1_BF7_01_10257:scan:56	1.0	4	NoID
mzspec:MSV000080899:SET1_COM1_ARN5_RE10_01_9232:scan:83	1.0	4	NoID
mzspec:MSV000083302:S157_BA4_01_40311:scan:51	1.0	4	NoID
mzspec:MSV000086246:BMS_13_5X_RF3_01_59247:scan:59	1.0	4	NoID
mzspec:MSV000084900:G78870_5x_10ul_RG6_01_19555:scan:59	1.0	4	NoID
mzspec:MSV000086246:BMS_11_5X_RE12_01_59243:scan:51	1.0	4	NoID
mzspec:MSV000080899:SET1_COM1_ARN7_RF10_01_9239:scan:84	1.0	4	NoID
mzspec:MSV000084314:MSV000082820:scan:8	1.0	4	NoID
mzspec:MSV000086230:PLT4_A5_GA5_01_59063:scan:63	1.0	4	NoID
mzspec:MSV000083055:GNPS-NIST14-MATCHES:scan:84	1.0	4	NoID
