USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009993368	CCMSLIB00009993368	0.99	7	Suspect related to Spectral Match to Glu-Val-Phe from NIST14 (predicted molecular formula: C14H18N2O5) with delta m/z -99.064 (putative explanation: Hydrolysis, cleavage; atomic difference: -5C,-9H,-1N,-1O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009948327	CCMSLIB00009948327	0.99	7	Suspect related to Glu-Met (predicted molecular formula: C14H18N2O5) with delta m/z 16.031 (putative explanation: Pro->Leu/Ile substitution|unspecified; atomic difference: 1C,4H|1C,4H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009948373	CCMSLIB00009948373	0.98	7	Suspect related to Glu-Val (predicted molecular formula: C14H18N2O5) with delta m/z 48.0 (putative explanation: Val->Phe substitution; atomic difference: 4C)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003139467	CCMSLIB00003139467	0.97	6	Spectral Match to Glu Phe from METLIN	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009997811	CCMSLIB00009997811	0.95	6	Suspect related to Spectral Match to Phe-Tyr from NIST14 (predicted molecular formula: C14H18N2O5) with delta m/z -34.021 (putative explanation: Tyr->Glu substitution; atomic difference: -4C,-2H,1O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009994483	CCMSLIB00009994483	0.93	6	Suspect related to Spectral Match to L-.gamma.-Glutamyl-L-glutamic Acid from NIST14 (predicted molecular formula: C14H18N2O5) with delta m/z 18.028 (putative explanation: Glu->Phe substitution; atomic difference: 4C,2H,-2O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009998313	CCMSLIB00009998313	0.91	6	Suspect related to Spectral Match to PyroGlu-Phe from NIST14 (predicted molecular formula: C14H18N2O5) with delta m/z 18.01 (putative explanation: Proline oxidation to 5-hydroxy-2-aminovaleric acid|water; atomic difference: 2H,1O|2H,1O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009993351	CCMSLIB00009993351	0.91	6	Suspect related to Spectral Match to Glu-Met from NIST14 (predicted molecular formula: unknown) with delta m/z 16.031 (putative explanation: Pro->Leu/Ile substitution|unspecified; atomic difference: 1C,4H|1C,4H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005748136	CCMSLIB00005748136	0.9	6	Massbank:PR311056 Glutamylphenylalanine (isomer of 1503)	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009950314	CCMSLIB00009950314	0.83	4	Suspect related to L-Pyroglutamic acid (predicted molecular formula: unknown) with delta m/z 36.034 (putative explanation: unspecified; atomic difference: unspecified)	[2M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009948309	CCMSLIB00009948309	0.78	5	Suspect related to Glu-Leu (predicted molecular formula: C10H14N8O3) with delta m/z 33.985 (putative explanation: Leu/Ile->Phe substitution; atomic difference: 3C,-2H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009961828	CCMSLIB00009961828	0.74	5	Suspect related to Massbank:PR311057 Glutamyltyrosine (predicted molecular formula: C10H14N8O3) with delta m/z -15.995 (putative explanation: Ser->Ala substitution|Tyr->Phe substitution|reduction; atomic difference: -1O|-1O|-1O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010004875	CCMSLIB00010004875	0.71	4	Suspect related to cyclo(Phe-4-hydroxy-Pro) (predicted molecular formula: C14H18N2O5) with delta m/z 34.005 (putative explanation: Hydroxylation, epoxidation|unspecified; atomic difference: 2H,2O|2H,2O)	[M+H]+	1
