USI	Cosine	Matching Peaks	Status
mzspec:MSV000087885:PooledSample_exo_neg_II_MSMS:scan:2259	0.81	6	NoID
mzspec:MSV000084884:w20_Labn:scan:1253	0.77	6	NoID
mzspec:MSV000081118:Beer_multibeers_13_T10_NEG:scan:4145	0.77	4	NoID
mzspec:MSV000081119:Beer_multibeers_13_T10_NEG:scan:4145	0.77	4	NoID
mzspec:MSV000082617:GIMap_P1_LI_Aq-Org_Mixed_H6:scan:584	0.75	8	NoID
mzspec:MSV000084595:4_1_clavu_M_SAMPLE_OE_5-Media_7_A4_Neg:scan:1761	0.75	7	NoID
mzspec:MSV000082617:GIMap_P1_LI_Aq-Org_Mixed_D10:scan:663	0.74	8	NoID
mzspec:MSV000083835:38_neg_PBS:scan:2147	0.74	7	NoID
mzspec:MSV000082617:GIMap_P2_LI_Aq-Org_Mixed_E12:scan:614	0.73	7	NoID
mzspec:MSV000082617:GIMap_P1_LI_Aq-Org_Mixed_C11:scan:601	0.73	7	NoID
mzspec:MSV000083835:8:scan:2124	0.73	6	NoID
mzspec:MSV000083835:8 SJ on GSPG meth-neg:scan:2124	0.73	6	NoID
mzspec:MSV000087629:8+SJ+on+GSPG+meth-neg:scan:2124	0.73	6	NoID
mzspec:MSV000083835:28:scan:2115	0.72	6	NoID
mzspec:MSV000084314:MSV000084884:scan:2298	0.72	6	NoID
mzspec:MSV000082617:GIMap_P1_LI_Aq-Org_Mixed_B4:scan:633	0.71	7	NoID
mzspec:MSV000082613:GIMap_P3_SI_Aq-Org_Mixed_G4:scan:455	0.71	7	NoID
mzspec:MSV000082617:GIMap_P1_LI_Aq-Org_Mixed_H11:scan:584	0.71	7	NoID
mzspec:MSV000082617:GIMap_P1_LI_Aq-Org_Mixed_B9:scan:656	0.71	7	NoID
mzspec:MSV000083835:48:scan:2179	0.71	6	NoID
mzspec:MSV000082613:GIMap_P3_SI_Aq-Org_Mixed_G2:scan:564	0.7	8	NoID
mzspec:MSV000082613:GIMap_P3_SI_Aq-Org_Mixed_B1:scan:554	0.7	7	NoID
mzspec:MSV000084595:7_1_clavu_M_SAMPLE_OE_5-Media_7_A7_Neg:scan:1834	0.7	6	NoID
mzspec:MSV000084595:9_1_clavu_M_SAMPLE_OE_5-Media_7_A9_Neg:scan:1792	0.7	6	NoID
mzspec:MSV000085619:9_1_clavu_M_SAMPLE_OE_5-Media_7_A9_Neg:scan:1792	0.7	6	NoID
