USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003136687	CCMSLIB00003136687	1.0	4	Spectral Match to L-Arginine from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003138574	CCMSLIB00003138574	0.99	4	Spectral Match to L-Arginine from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003140085	CCMSLIB00003140085	0.98	4	Spectral Match to L-Arginine from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005884104	CCMSLIB00005884104	0.92	4	L-ARGININE - 50.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006120168	CCMSLIB00006120168	0.91	4	L-(+)-Arginine - 40.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005885040	CCMSLIB00005885040	0.91	4	Arginine - 50.00 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006120162	CCMSLIB00006120162	0.91	4	L-(+)-Arginine - 40.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006120164	CCMSLIB00006120164	0.9	4	L-(+)-Arginine - 40.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003740025	CCMSLIB00003740025	0.88	4	Arginine	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005884103	CCMSLIB00005884103	0.87	4	L-ARGININE - 40.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005885039	CCMSLIB00005885039	0.86	4	Arginine - 40.00 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005489314	CCMSLIB00005489314	0.81	4	Spectral Match to L-Arginine from NIST14 [IIN-based: Match]	[M-H2O+NH4]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009993407	CCMSLIB00009993407	0.77	4	Suspect related to Spectral Match to Gly-Leu from NIST14 (predicted molecular formula: C6H14N4O2) with delta m/z -14.007 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005885038	CCMSLIB00005885038	0.77	4	Arginine - 30.00 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003134523	CCMSLIB00003134523	0.77	4	Spectral Match to DL-Arginine from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000081782	CCMSLIB00000081782	0.77	4	arginine	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005885037	CCMSLIB00005885037	0.76	4	Arginine - 20.00 eV	M+H	1
