USI	Cosine	Matching Peaks	Status
mzspec:MSV000089834:Pig_24:scan:5731	0.84	8	NoID
mzspec:MSV000089313:SEED_Grant_sirius:scan:2353	0.83	8	NoID
mzspec:MSV000089313:SEED_Grant_iimn_gnps:scan:52886	0.83	8	NoID
mzspec:MSV000082869:95514_R-H4:scan:2069	0.83	8	NoID
mzspec:MSV000089313:14HM332:scan:2353	0.82	9	NoID
mzspec:MSV000081351:38877:scan:3514	0.81	9	NoID
mzspec:MSV000084314:MSV000080558:scan:536169	0.81	8	NoID
mzspec:MSV000084314:MSV000080918:scan:536138	0.81	8	NoID
mzspec:MSV000087612:X00176741:scan:2468	0.79	9	NoID
mzspec:MSV000089313:14HM511:scan:2343	0.78	9	NoID
mzspec:MSV000084314:MSV000082322:scan:29976	0.78	7	NoID
mzspec:MSV000082323:A262_RA2_01_7009:scan:4602	0.76	8	NoID
mzspec:MSV000081999:A262_RA2_01_7009:scan:4602	0.76	8	NoID
mzspec:MSV000082000:A262_RA2_01_7009:scan:4602	0.76	8	NoID
mzspec:MSV000080558:SS78_RG6_01_7393:scan:4376	0.75	8	NoID
mzspec:MSV000080918:SS78_RG6_01_7393:scan:4376	0.75	8	NoID
mzspec:MSV000089834:Pig_33:scan:5310	0.75	6	NoID
mzspec:MSV000082322:A290_RD3_01_7024:scan:4605	0.74	7	NoID
mzspec:MSV000081999:A290_RD3_01_7024:scan:4605	0.74	7	NoID
mzspec:MSV000082000:A290_RD3_01_7024:scan:4605	0.74	7	NoID
mzspec:MSV000082869:95347_R-H11:scan:1771	0.74	7	NoID
mzspec:MSV000080558:SS189_RA3_01_7531:scan:4356	0.73	7	NoID
mzspec:MSV000080918:SS189_RA3_01_7531:scan:4356	0.73	7	NoID
mzspec:MSV000080905:P3_EMP_41:scan:1507	0.73	7	NoID
mzspec:MSV000082869:95530_R-G4:scan:2101	0.73	6	NoID
mzspec:MSV000082869:95473_R-A2:scan:2061	0.73	6	NoID
mzspec:MSV000080905:P3_EMP_31:scan:1232	0.73	5	NoID
mzspec:MSV000087728:VGF157_F07_pos:scan:2394	0.73	5	NoID
mzspec:MSV000082000:A292_RD4_01_7025:scan:4605	0.72	8	NoID
mzspec:MSV000081999:A292_RD4_01_7025:scan:4605	0.72	8	NoID
mzspec:MSV000082323:A292_RD4_01_7025:scan:4605	0.72	8	NoID
mzspec:MSV000083264:16487_POS:scan:4562	0.72	7	NoID
mzspec:MSV000080918:SS220_RC10_01_7564:scan:4412	0.72	7	NoID
mzspec:MSV000080558:SS220_RC10_01_7564:scan:4412	0.72	7	NoID
mzspec:MSV000084314:MSV000080905:scan:130781	0.72	6	NoID
mzspec:MSV000080905:P4_EMP_18:scan:1496	0.72	6	NoID
mzspec:MSV000087728:VGF142_B05_pos:scan:2411	0.72	6	NoID
mzspec:MSV000080905:P4_EMP_47:scan:1236	0.72	5	NoID
mzspec:MSV000080905:P5_EMP_71:scan:1241	0.72	5	NoID
mzspec:MSV000083264:16500_POS:scan:4514	0.71	7	NoID
mzspec:MSV000087728:VGF158_H06_pos:scan:2365	0.71	6	NoID
mzspec:MSV000082869:95522_R-H8:scan:1764	0.71	6	NoID
mzspec:MSV000087728:VGF155_E05_pos:scan:1700	0.71	5	NoID
mzspec:MSV000086830:PLT6_D8:scan:5216	0.71	5	NoID
mzspec:MSV000086830:PLT6_C4:scan:5374	0.71	5	NoID
mzspec:MSV000087728:VGF140_G11_pos:scan:2624	0.7	8	NoID
mzspec:MSV000080918:SS137_RD8_01_7464:scan:4400	0.7	7	NoID
mzspec:MSV000080558:SS137_RD8_01_7464:scan:4400	0.7	7	NoID
mzspec:MSV000087728:VGF153_G07_pos:scan:2310	0.7	6	NoID
mzspec:MSV000080905:P2_EMP_14:scan:1506	0.7	6	NoID
mzspec:MSV000080905:P3_EMP_54:scan:1490	0.7	6	NoID
mzspec:MSV000080905:P4_EMP_43:scan:1485	0.7	6	NoID
mzspec:MSV000080905:P3_EMP_90:scan:1497	0.7	6	NoID
mzspec:MSV000084314:MSV000079050:scan:19978	0.7	5	NoID
mzspec:MSV000084314:MSV000086830:scan:11330	0.7	5	NoID
mzspec:MSV000080905:P2_EMP_4:scan:1239	0.7	4	NoID
