file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	Filepath	Filename	MassIVE	Taxaname_file	Taxaname_alternative	Taxa_NCBI	Taxa_Assigment	ReDU_Availability	Blank	QC
mzspec:MSV000088967:26_GD2_01_28251.d	-0.0	mzspec:MSV000088967:26_GD2_01_28251.d:scan:1146	1	0.97	5	MSV000088967	NoID	MSV000088967/peak/26_GD2_01_28251.d.mzXML	MSV000088967/26_GD2_01_28251.d.mzXML	MSV000088967	Bacteria		2	automatic	No	No	No
mzspec:MSV000088967:27_GD3_01_28252.d	-0.0	mzspec:MSV000088967:27_GD3_01_28252.d:scan:1045	1	0.94	4	MSV000088967	NoID	MSV000088967/peak/27_GD3_01_28252.d.mzXML	MSV000088967/27_GD3_01_28252.d.mzXML	MSV000088967	Bacteria		2	automatic	No	No	No
mzspec:MSV000089522:132-2_1-65_01_6113	0.01	mzspec:MSV000089522:132-2_1-65_01_6113:scan:700	1	0.86	4	MSV000089522	NoID	MSV000089522/ccms_peak/132-2_1-65_01_6113.mzML	MSV000089522/132-2_1-65_01_6113.mzML	MSV000089522	Bacteria	Bacteria	2	manual	Yes	No	No
mzspec:MSV000089523:228_1-9_01_11546	0.0	mzspec:MSV000089523:228_1-9_01_11546:scan:419	1	0.83	4	MSV000089523	NoID	MSV000089523/ccms_peak/228_1-9_01_11546.mzML	MSV000089523/228_1-9_01_11546.mzML	MSV000089523	Bacteria	Bacteria	2	manual	Yes	No	No
mzspec:MSV000089523:179_REP_1-45_01_11598	0.0	mzspec:MSV000089523:179_REP_1-45_01_11598:scan:421	1	0.81	4	MSV000089523	NoID	MSV000089523/ccms_peak/179_REP_1-45_01_11598.mzML	MSV000089523/179_REP_1-45_01_11598.mzML	MSV000089523	Bacteria	Bacteria	2	manual	Yes	No	No
mzspec:MSV000089522:130-2_1-63_01_6111	-0.01	mzspec:MSV000089522:130-2_1-63_01_6111:scan:706	1	0.8	4	MSV000089522	NoID	MSV000089522/ccms_peak/130-2_1-63_01_6111.mzML	MSV000089522/130-2_1-63_01_6111.mzML	MSV000089522	Streptomyces fradiae		1906	automatic	Yes	No	No
mzspec:MSV000089523:246_1-28_01_11576	-0.0	mzspec:MSV000089523:246_1-28_01_11576:scan:421	1	0.79	4	MSV000089523	NoID	MSV000089523/ccms_peak/246_1-28_01_11576.mzML	MSV000089523/246_1-28_01_11576.mzML	MSV000089523	Micromonospora aurantiaca		47850	automatic	Yes	No	No
mzspec:MSV000089506:328_1-43_01_13142	0.0	mzspec:MSV000089506:328_1-43_01_13142:scan:422	1	0.79	4	MSV000089506	NoID	MSV000089506/ccms_peak/LOTE03/328_1-43_01_13142.mzML	MSV000089506/328_1-43_01_13142.mzML	MSV000089506	Micromonospora tulbaghiae		479978	manual	Yes	No	No
mzspec:MSV000089522:138-2_1-71_01_6120	0.01	mzspec:MSV000089522:138-2_1-71_01_6120:scan:696	1	0.78	4	MSV000089522	NoID	MSV000089522/ccms_peak/138-2_1-71_01_6120.mzML	MSV000089522/138-2_1-71_01_6120.mzML	MSV000089522	Bacteria	Bacteria	2	manual	Yes	No	No
mzspec:MSV000089522:105_1-39_01_6026	-0.05	mzspec:MSV000089522:105_1-39_01_6026:scan:631	1	0.71	4	MSV000089522	NoID	MSV000089522/ccms_peak/105_1-39_01_6026.mzML	MSV000089522/105_1-39_01_6026.mzML	MSV000089522	Bacteria	Bacteria	2	manual	Yes	No	No
