file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	Filepath	Filename	MassIVE	Taxaname_file	Taxaname_alternative	Taxa_NCBI	Taxa_Assigment	ReDU_Availability	Blank	QC
mzspec:MSV000081049:OMICS_ICL104_Mock_12hr_3_PLipid_063_NEG_150mm_19Feb16_Polaroid_HSST3-02	-0.0	mzspec:MSV000081049:OMICS_ICL104_Mock_12hr_3_PLipid_063_NEG_150mm_19Feb16_Polaroid_HSST3-02:scan:1429	1	0.98	4	MSV000081049	NoID	MSV000081049/ccms_peak/Peak_List_Files/OMICS_ICL104_Mock_12hr_3_PLipid_063_NEG_150mm_19Feb16_Polaroid_HSST3-02.mzML	MSV000081049/OMICS_ICL104_Mock_12hr_3_PLipid_063_NEG_150mm_19Feb16_Polaroid_HSST3-02.mzML	MSV000081049	Homo sapiens		9606	automatic	No	No	No
mzspec:MSV000090012:yeast_RP_ACN_DDA_neg_3	-0.0	mzspec:MSV000090012:yeast_RP_ACN_DDA_neg_3:scan:4045	1	0.98	4	MSV000090012	NoID	MSV000090012/peak/RP_ACN_MZML/yeast_RP_ACN_DDA_neg_3.mzML	MSV000090012/yeast_RP_ACN_DDA_neg_3.mzML	MSV000090012	Komagataella phaffii		460519	automatic	No	No	No
mzspec:MSV000090012:yeast_RP_ACN_DDA_neg_2	-0.0	mzspec:MSV000090012:yeast_RP_ACN_DDA_neg_2:scan:4075	1	0.98	4	MSV000090012	NoID	MSV000090012/peak/RP_ACN_MZML/yeast_RP_ACN_DDA_neg_2.mzML	MSV000090012/yeast_RP_ACN_DDA_neg_2.mzML	MSV000090012	Komagataella phaffii		460519	automatic	No	No	No
mzspec:MSV000085071:P1_G4_GG4_01_53170	0.03	mzspec:MSV000085071:P1_G4_GG4_01_53170:scan:1094	1	0.98	4	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P1_mzXML/P1_G4_GG4_01_53170.mzXML	MSV000085071/P1_G4_GG4_01_53170.mzXML	MSV000085071	Boletopsis grisea group	Boletopsis grisea	264080	manual	Yes	No	No
mzspec:MSV000083835:25	-0.0	mzspec:MSV000083835:25:scan:4023	1	0.98	4	MSV000083835	NoID	MSV000083835/peak/MeOH_Neg_mzML/25.mzML	MSV000083835/25.mzML	MSV000083835	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000085071:P1_F9_GF9_01_53162	0.03	mzspec:MSV000085071:P1_F9_GF9_01_53162:scan:1076	1	0.97	4	MSV000085071	NoID	MSV000085071/ccms_peak/Mushrooms_NEG_P1_mzXML/P1_F9_GF9_01_53162.mzML	MSV000085071/P1_F9_GF9_01_53162.mzML	MSV000085071	Fungi		4751	automatic	No	No	No
mzspec:MSV000085071:P1_E5_GE5_01_53145	0.03	mzspec:MSV000085071:P1_E5_GE5_01_53145:scan:1070	1	0.97	4	MSV000085071	NoID	MSV000085071/ccms_peak/Mushrooms_NEG_P1_mzXML/P1_E5_GE5_01_53145.mzML	MSV000085071/P1_E5_GE5_01_53145.mzML	MSV000085071	Fungi		4751	automatic	No	No	No
mzspec:MSV000085071:P1_E7_GE7_01_53147	0.03	mzspec:MSV000085071:P1_E7_GE7_01_53147:scan:1076	1	0.97	4	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P1_mzXML/P1_E7_GE7_01_53147.mzXML	MSV000085071/P1_E7_GE7_01_53147.mzXML	MSV000085071	Coprinus comatus		56187	automatic	Yes	No	No
mzspec:MSV000085071:P1_G10_GF10_01_53176	0.03	mzspec:MSV000085071:P1_G10_GF10_01_53176:scan:1072	1	0.97	4	MSV000085071	NoID	MSV000085071/ccms_peak/Mushrooms_NEG_P1_mzXML/P1_G10_GF10_01_53176.mzML	MSV000085071/P1_G10_GF10_01_53176.mzML	MSV000085071	Fungi		4751	automatic	No	No	No
mzspec:MSV000085071:P1_H6_GH6_01_53185	0.03	mzspec:MSV000085071:P1_H6_GH6_01_53185:scan:1083	1	0.97	4	MSV000085071	NoID	MSV000085071/ccms_peak/Mushrooms_NEG_P1_mzXML/P1_H6_GH6_01_53185.mzML	MSV000085071/P1_H6_GH6_01_53185.mzML	MSV000085071	Fungi		4751	automatic	No	No	No
mzspec:MSV000085071:P1_F6_GF6_01_53159	0.03	mzspec:MSV000085071:P1_F6_GF6_01_53159:scan:1078	1	0.97	4	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P1_mzXML/P1_F6_GF6_01_53159.mzXML	MSV000085071/P1_F6_GF6_01_53159.mzXML	MSV000085071	Cortinarius cacaocolor		560629	automatic	Yes	No	No
mzspec:MSV000085071:P1_D10_GD10_01_53137	0.03	mzspec:MSV000085071:P1_D10_GD10_01_53137:scan:1070	1	0.97	4	MSV000085071	NoID	MSV000085071/ccms_peak/Mushrooms_NEG_P1_mzXML/P1_D10_GD10_01_53137.mzML	MSV000085071/P1_D10_GD10_01_53137.mzML	MSV000085071	Fungi		4751	automatic	No	No	No
mzspec:MSV000085071:P1_H3_GH3_01_53182	0.03	mzspec:MSV000085071:P1_H3_GH3_01_53182:scan:1012	1	0.97	4	MSV000085071	NoID	MSV000085071/ccms_peak/Mushrooms_NEG_P1_mzXML/P1_H3_GH3_01_53182.mzML	MSV000085071/P1_H3_GH3_01_53182.mzML	MSV000085071	Fungi		4751	automatic	No	No	No
mzspec:MSV000085071:P1_B7_GB7_01_53108	0.03	mzspec:MSV000085071:P1_B7_GB7_01_53108:scan:1071	1	0.97	4	MSV000085071	NoID	MSV000085071/ccms_peak/Mushrooms_NEG_P1_mzXML/P1_B7_GB7_01_53108.mzML	MSV000085071/P1_B7_GB7_01_53108.mzML	MSV000085071	Fungi		4751	automatic	No	No	No
mzspec:MSV000085071:P1_G1_GG1_01_53167	0.03	mzspec:MSV000085071:P1_G1_GG1_01_53167:scan:1077	1	0.97	4	MSV000085071	NoID	MSV000085071/ccms_peak/Mushrooms_NEG_P1_mzXML/P1_G1_GG1_01_53167.mzML	MSV000085071/P1_G1_GG1_01_53167.mzML	MSV000085071	Fungi		4751	automatic	No	No	No
mzspec:MSV000085071:P1_E12_GE12_01_53152	0.03	mzspec:MSV000085071:P1_E12_GE12_01_53152:scan:1077	1	0.97	4	MSV000085071	NoID	MSV000085071/ccms_peak/Mushrooms_NEG_P1_mzXML/P1_E12_GE12_01_53152.mzML	MSV000085071/P1_E12_GE12_01_53152.mzML	MSV000085071	Fungi		4751	automatic	No	No	No
