file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	Filepath	Filename	MassIVE	Taxaname_file	Taxaname_alternative	Taxa_NCBI	Taxa_Assigment	ReDU_Availability	Blank	QC
mzspec:MSV000084453:2264_I_2_BD4_01_48192	0.05	mzspec:MSV000084453:2264_I_2_BD4_01_48192:scan:1115	1	0.78	7	MSV000084453	NoID	MSV000084453/ccms_peak/20191008_Data_RR_mzXML/2264_I_2_BD4_01_48192.mzML	MSV000084453/2264_I_2_BD4_01_48192.mzML	MSV000084453	Cyanobacteria		1117	automatic	No	No	No
mzspec:MSV000084447:2264_I_2_BD4_01_48192	0.05	mzspec:MSV000084447:2264_I_2_BD4_01_48192:scan:1115	1	0.78	7	MSV000084447	NoID	MSV000084447/ccms_peak/20191008_Data_RR_mzXML/2264_I_2_BD4_01_48192.mzML	MSV000084447/2264_I_2_BD4_01_48192.mzML	MSV000084447	Cyanobacteria		1117	automatic	No	No	No
mzspec:MSV000088745:103_2_Vcora_WET_30_R_P1-B-9_01_12062	-0.0	mzspec:MSV000088745:103_2_Vcora_WET_30_R_P1-B-9_01_12062:scan:7029	1	0.77	7	MSV000088745	NoID	MSV000088745/ccms_peak/103_2_Vcora_WET_30_R_P1-B-9_01_12062.mzML	MSV000088745/103_2_Vcora_WET_30_R_P1-B-9_01_12062.mzML	MSV000088745	Bacteria		2	automatic	No	No	No
mzspec:MSV000088745:127_23_Pruth_LYO_75_P1-A-7_01_12087	-0.0	mzspec:MSV000088745:127_23_Pruth_LYO_75_P1-A-7_01_12087:scan:6338	1	0.76	7	MSV000088745	NoID	MSV000088745/ccms_peak/127_23_Pruth_LYO_75_P1-A-7_01_12087.mzML	MSV000088745/127_23_Pruth_LYO_75_P1-A-7_01_12087.mzML	MSV000088745	Bacteria		2	automatic	No	No	No
mzspec:MSV000088745:135_6_Hmeri_WET_98_P1-A-3_01_12127	-0.0	mzspec:MSV000088745:135_6_Hmeri_WET_98_P1-A-3_01_12127:scan:6944	1	0.75	7	MSV000088745	NoID	MSV000088745/ccms_peak/135_6_Hmeri_WET_98_P1-A-3_01_12127.mzML	MSV000088745/135_6_Hmeri_WET_98_P1-A-3_01_12127.mzML	MSV000088745	Bacteria		2	automatic	No	No	No
mzspec:MSV000081097:GNPS_Aspergillus_terreus_1	0.04	mzspec:MSV000081097:GNPS_Aspergillus_terreus_1:scan:11812	1	0.75	6	MSV000081097	NoID	MSV000081097/ccms_peak/GNPS_Aspergillus_terreus_1.mzML	MSV000081097/GNPS_Aspergillus_terreus_1.mzML	MSV000081097	Aspergillus		5052	automatic	No	No	No
mzspec:MSV000084945:BcJ2315_khmgA_EA+acid_48_Tri_P1-B-1_01_5816	0.0	mzspec:MSV000084945:BcJ2315_khmgA_EA+acid_48_Tri_P1-B-1_01_5816:scan:6311	1	0.74	8	MSV000084945	NoID	MSV000084945/ccms_peak/Acidified_EA_2/Pigment_mutant_strains/B.cenocepacia_J2315_khmgA/Trimethoprim/BcJ2315_khmgA_EA+acid_48_Tri_P1-B-1_01_5816.mzML	MSV000084945/BcJ2315_khmgA_EA+acid_48_Tri_P1-B-1_01_5816.mzML	MSV000084945	Bulkholderia	Burkholderia	32008	maual	No	No	No
mzspec:MSV000088745:127_20_Valgi_WET_72_P1-B-3_01_12107	-0.0	mzspec:MSV000088745:127_20_Valgi_WET_72_P1-B-3_01_12107:scan:6932	1	0.74	7	MSV000088745	NoID	MSV000088745/ccms_peak/127_20_Valgi_WET_72_P1-B-3_01_12107.mzML	MSV000088745/127_20_Valgi_WET_72_P1-B-3_01_12107.mzML	MSV000088745	Bacteria		2	automatic	No	No	No
mzspec:MSV000084945:MC03_EA+acid_48_noMOPS_P1-A-1_01_4950	-0.0	mzspec:MSV000084945:MC03_EA+acid_48_noMOPS_P1-A-1_01_4950:scan:6216	1	0.74	7	MSV000084945	NoID	MSV000084945/ccms_peak/Acidified_EA_2/Wildtype_strains/B.ambifaria_H14274/MC03_EA+acid_48_noMOPS_P1-A-1_01_4950.mzML	MSV000084945/MC03_EA+acid_48_noMOPS_P1-A-1_01_4950.mzML	MSV000084945	Bulkholderia	Burkholderia	32008	maual	No	No	No
mzspec:MSV000090000:150914_PMA_P2_E05	0.04	mzspec:MSV000090000:150914_PMA_P2_E05:scan:2274	1	0.74	6	MSV000090000	NoID	MSV000090000/peak/P2_pos/150914_PMA_P2_E05.mzXML	MSV000090000/150914_PMA_P2_E05.mzXML	MSV000090000	Cladosporium		5498	automatic	Yes	No	No
