USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009995023	CCMSLIB00009995023	0.83	6	Suspect related to Spectral Match to Linoleic acid ethyl ester from NIST14 (predicted molecular formula: C18H34O2) with delta m/z -26.015 (putative explanation: Alkyl loss (typically partial loss from ring)|Pro->Ala substitution; atomic difference: -2C,-2H|-2C,-2H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010007159	CCMSLIB00010007159	0.76	7	Suspect related to trans-Vaccenic acid (predicted molecular formula: C18H36O3) with delta m/z 18.01 (putative explanation: Proline oxidation to 5-hydroxy-2-aminovaleric acid|water; atomic difference: 2H,1O|2H,1O)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009991692	CCMSLIB00009991692	0.75	7	Suspect related to Spectral Match to Conjugated linoleic Acid (10E,12Z) from NIST14 (predicted molecular formula: C18H34O2) with delta m/z 2.016 (putative explanation: Pro->Val substitution|reduction; atomic difference: 2H|2H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009925831	CCMSLIB00009925831	0.75	6	Suspect related to .DELTA.2-cis-Hexadecenoic acid (predicted molecular formula: unknown) with delta m/z 46.042 (putative explanation: unspecified|unspecified; atomic difference: 2C,6H,1O|4H,3N)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005489383	CCMSLIB00005489383	0.75	7	Spectral Match to 5(Z),8(Z),11(Z)-Eicosatrienoic acid methyl ester from NIST14 [IIN-based on: CCMSLIB00003137415]	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009940110	CCMSLIB00009940110	0.74	6	Suspect related to 8Z,14Z-Eicosadienoic acid (predicted molecular formula: C18H34O2) with delta m/z -26.015 (putative explanation: Alkyl loss (typically partial loss from ring)|Pro->Ala substitution; atomic difference: -2C,-2H|-2C,-2H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009973045	CCMSLIB00009973045	0.73	7	Suspect related to NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid (predicted molecular formula: C18H34O2) with delta m/z -31.991 (putative explanation: Glu->Pro substitution; atomic difference: -2O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009996344	CCMSLIB00009996344	0.72	7	Suspect related to Spectral Match to N-Cyclohexanecarbonylpentadecylamine from NIST14 (predicted molecular formula: C18H34O2) with delta m/z -55.078 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009996137	CCMSLIB00009996137	0.71	6	Suspect related to Spectral Match to Monopalmitolein (9c) from NIST14 (predicted molecular formula: unknown) with delta m/z -27.995 (putative explanation: Asp->Ser substitution|Glu->Thr substitution|Pyrrolidone from Proline|Secondary amine cleavage, decarbonylation; atomic difference: -1C,-1O|-1C,-1O|-1C,-1O|-1C,-1O)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009978602	CCMSLIB00009978602	0.71	7	Suspect related to Palmitelaidic acid (predicted molecular formula: C18H36O3) with delta m/z 46.042 (putative explanation: unspecified|unspecified; atomic difference: 2C,6H,1O|4H,3N)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009932491	CCMSLIB00009932491	0.71	7	Suspect related to 16-Hydroxyhexadecanoic acid (predicted molecular formula: C18H36O3) with delta m/z 28.031 (putative explanation: Acetaldehyde +28|Ala->Val substitution|Cys->Met substitution|Ethylation|di-Methylation; atomic difference: 2C,4H|2C,4H|2C,4H|2C,4H|2C,4H)	[M-H2O+H]+	1
