file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	Filepath	Filename	MassIVE	Taxaname_file	Taxaname_alternative	Taxa_NCBI	Taxa_Assigment	ReDU_Availability	Blank	QC
mzspec:MSV000086109:BF3_BF3_01_57057	0.02	mzspec:MSV000086109:BF3_BF3_01_57057:scan:482	1	0.9	5	MSV000086109	NoID	MSV000086109/peak/DATA_mzXML/BF3_BF3_01_57057.mzXML	MSV000086109/BF3_BF3_01_57057.mzXML	MSV000086109	Cyanobacteria		1117	automatic	No	No	No
mzspec:MSV000086109:BG4_BG4_02_57056	0.02	mzspec:MSV000086109:BG4_BG4_02_57056:scan:426	1	0.86	5	MSV000086109	NoID	MSV000086109/ccms_peak/DATA_mzXML/BG4_BG4_02_57056.mzML	MSV000086109/BG4_BG4_02_57056.mzML	MSV000086109	Cyanobacteria		1117	automatic	No	No	No
mzspec:MSV000086109:BD11_BD11_01_57021	0.02	mzspec:MSV000086109:BD11_BD11_01_57021:scan:390	1	0.83	5	MSV000086109	NoID	MSV000086109/peak/DATA_mzXML/BD11_BD11_01_57021.mzXML	MSV000086109/BD11_BD11_01_57021.mzXML	MSV000086109	Cyanobacteria		1117	automatic	No	No	No
mzspec:MSV000084595:51_4_prat_PB_SAMPLE_WT_SY_7_H2	-0.0	mzspec:MSV000084595:51_4_prat_PB_SAMPLE_WT_SY_7_H2:scan:2148	1	0.83	5	MSV000084595	NoID	MSV000084595/ccms_peak/Positive_RAW/51_4_prat_PB_SAMPLE_WT_SY_7_H2.mzML	MSV000084595/51_4_prat_PB_SAMPLE_WT_SY_7_H2.mzML	MSV000084595	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000086109:BC6_BC6_01_57013	0.02	mzspec:MSV000086109:BC6_BC6_01_57013:scan:401	1	0.8	5	MSV000086109	NoID	MSV000086109/ccms_peak/DATA_mzXML/BC6_BC6_01_57013.mzML	MSV000086109/BC6_BC6_01_57013.mzML	MSV000086109	Cyanobacteria		1117	automatic	No	No	No
mzspec:MSV000084595:52_1_clavu_PB_SAMPLE_WT_SY_7_H3	0.04	mzspec:MSV000084595:52_1_clavu_PB_SAMPLE_WT_SY_7_H3:scan:2086	1	0.78	5	MSV000084595	NoID	MSV000084595/ccms_peak/Positive_RAW/52_1_clavu_PB_SAMPLE_WT_SY_7_H3.mzML	MSV000084595/52_1_clavu_PB_SAMPLE_WT_SY_7_H3.mzML	MSV000084595	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000086109:BF3_BF3_02_57058	0.02	mzspec:MSV000086109:BF3_BF3_02_57058:scan:482	1	0.77	4	MSV000086109	NoID	MSV000086109/ccms_peak/DATA_mzXML/BF3_BF3_02_57058.mzML	MSV000086109/BF3_BF3_02_57058.mzML	MSV000086109	Cyanobacteria		1117	automatic	No	No	No
mzspec:MSV000084595:3_1_clavu_M_SAMPLE_OE_5-Media_7_A3	-0.0	mzspec:MSV000084595:3_1_clavu_M_SAMPLE_OE_5-Media_7_A3:scan:2840	1	0.77	4	MSV000084595	NoID	MSV000084595/ccms_peak/Positive_RAW/3_1_clavu_M_SAMPLE_OE_5-Media_7_A3.mzML	MSV000084595/3_1_clavu_M_SAMPLE_OE_5-Media_7_A3.mzML	MSV000084595	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000085619:3_1_clavu_M_SAMPLE_OE_5-Media_7_A3	-0.0	mzspec:MSV000085619:3_1_clavu_M_SAMPLE_OE_5-Media_7_A3:scan:2840	1	0.77	4	MSV000085619	NoID	MSV000085619/ccms_peak/Raw/3_1_clavu_M_SAMPLE_OE_5-Media_7_A3.mzML	MSV000085619/3_1_clavu_M_SAMPLE_OE_5-Media_7_A3.mzML	MSV000085619	Streptomyces clavuligerus ATCC 27064	Streptomyces clavuligerus	1901	automatic	No	No	No
mzspec:MSV000083835:5 SK on GSPG meth-pos	-0.0	mzspec:MSV000083835:5 SK on GSPG meth-pos:scan:3668	1	0.76	4	MSV000083835	NoID	MSV000083835/updates/2019-05-21_lfnothias_ad043d61/peak/Methanol/SK/5 SK on GSPG meth-pos.mzXML	MSV000083835/5 SK on GSPG meth-pos.mzXML	MSV000083835	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000087630:5+SK+on+GSPG+meth-pos	-0.0	mzspec:MSV000087630:5+SK+on+GSPG+meth-pos:scan:3668	1	0.76	4	MSV000087630	NoID	MSV000087630/ccms_peak/5+SK+on+GSPG+meth-pos.mzML	MSV000087630/5+SK+on+GSPG+meth-pos.mzML	MSV000087630	Streptomyces katsurahamanus T-272	Streptomyces katsurahamanus	2577098	maual	No	No	No
mzspec:MSV000083835:5	-0.0	mzspec:MSV000083835:5:scan:3668	1	0.76	4	MSV000083835	NoID	MSV000083835/peak/MeOH_High_res_mzML/5.mzML	MSV000083835/5.mzML	MSV000083835	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000083835:17	-0.0	mzspec:MSV000083835:17:scan:3338	1	0.74	4	MSV000083835	NoID	MSV000083835/peak/EtOAc_Pos_mzML/17.mzML	MSV000083835/17.mzML	MSV000083835	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000087630:17+SK+on+GSPG+EthAc-pos	-0.0	mzspec:MSV000087630:17+SK+on+GSPG+EthAc-pos:scan:3338	1	0.74	4	MSV000087630	NoID	MSV000087630/ccms_peak/17+SK+on+GSPG+EthAc-pos.mzML	MSV000087630/17+SK+on+GSPG+EthAc-pos.mzML	MSV000087630	Streptomyces katsurahamanus T-272	Streptomyces katsurahamanus	2577098	maual	No	No	No
mzspec:MSV000083835:17 SK on GSPG EthAc-pos	-0.0	mzspec:MSV000083835:17 SK on GSPG EthAc-pos:scan:3338	1	0.74	4	MSV000083835	NoID	MSV000083835/updates/2019-05-21_lfnothias_ad043d61/peak/Ethyl Acetate/SK/17 SK on GSPG EthAc-pos.mzXML	MSV000083835/17 SK on GSPG EthAc-pos.mzXML	MSV000083835	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000084595:25_2_scab_M_SAMPLE_WT_YMS_14_C1	-0.0	mzspec:MSV000084595:25_2_scab_M_SAMPLE_WT_YMS_14_C1:scan:1942	1	0.74	4	MSV000084595	NoID	MSV000084595/ccms_peak/Positive_RAW/25_2_scab_M_SAMPLE_WT_YMS_14_C1.mzML	MSV000084595/25_2_scab_M_SAMPLE_WT_YMS_14_C1.mzML	MSV000084595	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000085858:25_2_scab_M_SAMPLE_WT_YMS_14_C1	-0.0	mzspec:MSV000085858:25_2_scab_M_SAMPLE_WT_YMS_14_C1:scan:1942	1	0.74	4	MSV000085858	NoID	MSV000085858/ccms_peak/25_2_scab_M_SAMPLE_WT_YMS_14_C1.mzML	MSV000085858/25_2_scab_M_SAMPLE_WT_YMS_14_C1.mzML	MSV000085858	Streptomyces scabiei 87.22		680198	automatic	No	No	No
mzspec:MSV000085858:22_2_scab_M_SAMPLE_WT_MYM_14_B10	-0.0	mzspec:MSV000085858:22_2_scab_M_SAMPLE_WT_MYM_14_B10:scan:2031	1	0.74	4	MSV000085858	NoID	MSV000085858/ccms_peak/22_2_scab_M_SAMPLE_WT_MYM_14_B10.mzML	MSV000085858/22_2_scab_M_SAMPLE_WT_MYM_14_B10.mzML	MSV000085858	Streptomyces scabiei 87.22		680198	automatic	No	No	No
mzspec:MSV000084595:22_2_scab_M_SAMPLE_WT_MYM_14_B10	-0.0	mzspec:MSV000084595:22_2_scab_M_SAMPLE_WT_MYM_14_B10:scan:2031	1	0.74	4	MSV000084595	NoID	MSV000084595/ccms_peak/Positive_RAW/22_2_scab_M_SAMPLE_WT_MYM_14_B10.mzML	MSV000084595/22_2_scab_M_SAMPLE_WT_MYM_14_B10.mzML	MSV000084595	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000083835:20 SJ on GSPG EthAc-pos	-0.0	mzspec:MSV000083835:20 SJ on GSPG EthAc-pos:scan:2818	1	0.73	4	MSV000083835	NoID	MSV000083835/updates/2019-05-21_lfnothias_ad043d61/peak/Ethyl Acetate/SJ/20 SJ on GSPG EthAc-pos.mzXML	MSV000083835/20 SJ on GSPG EthAc-pos.mzXML	MSV000083835	Streptomyces		1883	automatic	No	No	No
