USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006120527	CCMSLIB00006120527	1.0	4	phenylethanolamine - 40.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006120529	CCMSLIB00006120529	0.99	4	phenylethanolamine - 40.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005720516	CCMSLIB00005720516	0.97	4	PHENYLETHANOLAMINE	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005720501	CCMSLIB00005720501	0.97	4	TYRAMINE	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006120519	CCMSLIB00006120519	0.89	4	phenylethanolamine - 40.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006119519	CCMSLIB00006119519	0.86	4	Tyramine - 30.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006119522	CCMSLIB00006119522	0.84	4	Tyramine - 30.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006119515	CCMSLIB00006119515	0.83	4	Tyramine - 30.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006119517	CCMSLIB00006119517	0.81	4	Tyramine - 30.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005720537	CCMSLIB00005720537	0.76	4	4-AMINOBENZOATE	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005720540	CCMSLIB00005720540	0.76	4	ANTHRANILATE	[M+H]+	1
