USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006679570	CCMSLIB00006679570	0.95	6	GALACTITOL	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003140080	CCMSLIB00003140080	0.94	6	Spectral Match to D-Mannitol from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005719965	CCMSLIB00005719965	0.93	6	D-Mannitol	[M+H]	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006679572	CCMSLIB00006679572	0.93	6	MANNITOL	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006680924	CCMSLIB00006680924	0.92	6	MANNITOL	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003136463	CCMSLIB00003136463	0.9	6	Spectral Match to D-Mannitol from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003136083	CCMSLIB00003136083	0.9	5	Spectral Match to D-Sorbitol from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000223106	CCMSLIB00000223106	0.87	5	Massbank:PR100279 D-Sorbitol|D-Sorbit|D-Glucitol|D-1,2,3,4,5,6-Hexanehexol|D-Sorbol|Cystosol|Glucarine|Diakarmon|Esasorb|Sorbol	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000221259	CCMSLIB00000221259	0.87	5	ReSpect:PT105430 D-Sorbitol|D-Sorbit|D-Glucitol|D-1,2,3,4,5,6-Hexanehexol|D-Sorbol|Cystosol|Glucarine|Diakarmon|Esasorb|Sorbol|(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol	[M+H]	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005758756	CCMSLIB00005758756	0.87	5	Massbank:PT105430 (2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol|Cystosol|D-Sorbit|D-1,2,3,4,5,6-Hexanehexol|Diakarmon|Sorbol|Esasorb|D-Glucitol|D-Sorbitol|D-Sorbol|Glucarine	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000205791	CCMSLIB00000205791	0.85	5	Massbank:CE000236 Mannitol	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006123104	CCMSLIB00006123104	0.83	5	D-Galactitol - 40.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000205789	CCMSLIB00000205789	0.83	5	Massbank:CE000234 Sorbitol	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003135253	CCMSLIB00003135253	0.81	5	Spectral Match to D-Mannitol from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003137674	CCMSLIB00003137674	0.81	5	Spectral Match to D-Sorbitol from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000081809	CCMSLIB00000081809	0.81	5	sorbitol	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003135656	CCMSLIB00003135656	0.8	5	Spectral Match to D-Mannitol from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005738318	CCMSLIB00005738318	0.79	4	Massbank:RP022901 D-Sorbitol|Sorbo|(3S,4S,5R)-hexane-1,2,3,4,5,6-hexol	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003136494	CCMSLIB00003136494	0.79	5	Spectral Match to D-Sorbitol from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004702122	CCMSLIB00004702122	0.76	5	Sorbitol	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006684047	CCMSLIB00006684047	0.74	4	MANNITOL	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006684234	CCMSLIB00006684234	0.72	4	MANNITOL	M+H	1
