file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	Filepath	Filename	MassIVE	Taxaname_file	Taxaname_alternative	Taxa_NCBI	Taxa_Assigment	ReDU_Availability	Blank	QC
mzspec:MSV000078679:130009_C06	-0.0	mzspec:MSV000078679:130009_C06:scan:8	1	0.97	4	MSV000078679	NoID	MSV000078679/ccms_peak/Zhang Lab_130001~9/130009_C06.mzXML	MSV000078679/130009_C06.mzXML	MSV000078679	Actinobacteria		201174	automatic	No	No	No
mzspec:MSV000078679:130006_F08	-0.0	mzspec:MSV000078679:130006_F08:scan:130	1	0.97	4	MSV000078679	NoID	MSV000078679/ccms_peak/Zhang Lab_130001~9/130006_F08.mzXML	MSV000078679/130006_F08.mzXML	MSV000078679	Actinobacteria		201174	automatic	No	No	No
mzspec:MSV000078679:130006_F04	-0.0	mzspec:MSV000078679:130006_F04:scan:130	1	0.97	4	MSV000078679	NoID	MSV000078679/ccms_peak/Zhang Lab_130001~9/130006_F04.mzXML	MSV000078679/130006_F04.mzXML	MSV000078679	Actinobacteria		201174	automatic	No	No	No
mzspec:MSV000078678:120001_C03_2nd	-0.01	mzspec:MSV000078678:120001_C03_2nd:scan:23	1	0.97	4	MSV000078678	NoID	MSV000078678/ccms_peak/Zhang Lab_120001~23/120001_C03_2nd.mzXML	MSV000078678/120001_C03_2nd.mzXML	MSV000078678	Actinobacteria		201174	automatic	No	No	No
mzspec:MSV000081555:B022_GenbankAccession-KY858245	-0.0	mzspec:MSV000081555:B022_GenbankAccession-KY858245:scan:515	1	0.97	4	MSV000081555	NoID	MSV000081555/ccms_peak/FullSpectra-mzML/B022_GenbankAccession-KY858245.mzML	MSV000081555/B022_GenbankAccession-KY858245.mzML	MSV000081555	Micromonospora chokoriensis		356851	automatic	No	No	No
mzspec:MSV000078679:130006_F02	-0.0	mzspec:MSV000078679:130006_F02:scan:14	1	0.97	4	MSV000078679	NoID	MSV000078679/ccms_peak/Zhang Lab_130001~9/130006_F02.mzXML	MSV000078679/130006_F02.mzXML	MSV000078679	Actinobacteria		201174	automatic	No	No	No
mzspec:MSV000078678:120001_E03_2nd	-0.01	mzspec:MSV000078678:120001_E03_2nd:scan:24	1	0.97	4	MSV000078678	NoID	MSV000078678/ccms_peak/Zhang Lab_120001~23/120001_E03_2nd.mzXML	MSV000078678/120001_E03_2nd.mzXML	MSV000078678	Actinobacteria		201174	automatic	No	No	No
mzspec:MSV000078679:130006_E02	-0.0	mzspec:MSV000078679:130006_E02:scan:27	1	0.97	4	MSV000078679	NoID	MSV000078679/ccms_peak/Zhang Lab_130001~9/130006_E02.mzXML	MSV000078679/130006_E02.mzXML	MSV000078679	Actinobacteria		201174	automatic	No	No	No
mzspec:MSV000081555:B021_GenbankAccession-KY858244	-0.0	mzspec:MSV000081555:B021_GenbankAccession-KY858244:scan:509	1	0.97	4	MSV000081555	NoID	MSV000081555/ccms_peak/FullSpectra-mzML/B021_GenbankAccession-KY858244.mzML	MSV000081555/B021_GenbankAccession-KY858244.mzML	MSV000081555	Micromonospora chokoriensis		356851	automatic	No	No	No
mzspec:MSV000078679:130006_A10	-0.0	mzspec:MSV000078679:130006_A10:scan:8	1	0.97	4	MSV000078679	NoID	MSV000078679/ccms_peak/Zhang Lab_130001~9/130006_A10.mzXML	MSV000078679/130006_A10.mzXML	MSV000078679	Actinobacteria		201174	automatic	No	No	No
mzspec:MSV000078677:110009_A08	-0.0	mzspec:MSV000078677:110009_A08:scan:109	1	0.97	4	MSV000078677	NoID	MSV000078677/ccms_peak/Zhang Lab_110009~15/110009_A08.mzXML	MSV000078677/110009_A08.mzXML	MSV000078677	Actinobacteria		201174	automatic	No	No	No
mzspec:MSV000078679:130006_D04	-0.0	mzspec:MSV000078679:130006_D04:scan:245	1	0.97	4	MSV000078679	NoID	MSV000078679/ccms_peak/Zhang Lab_130001~9/130006_D04.mzXML	MSV000078679/130006_D04.mzXML	MSV000078679	Actinobacteria		201174	automatic	No	No	No
mzspec:MSV000079502:J1074_10dil_meoh	-0.0	mzspec:MSV000079502:J1074_10dil_meoh:scan:202	1	0.97	4	MSV000079502	NoID	MSV000079502/ccms_peak/J1074_10dil_meoh.mzXML	MSV000079502/J1074_10dil_meoh.mzXML	MSV000079502	Streptomyces albus J1074		457425	automatic	No	No	No
mzspec:MSV000078677:100012_D02	-0.0	mzspec:MSV000078677:100012_D02:scan:43	1	0.97	4	MSV000078677	NoID	MSV000078677/ccms_peak/Zhang Lab_100005~14/100012_D02.mzXML	MSV000078677/100012_D02.mzXML	MSV000078677	Actinobacteria		201174	automatic	No	No	No
mzspec:MSV000078679:130006_E07	-0.0	mzspec:MSV000078679:130006_E07:scan:15	1	0.97	4	MSV000078679	NoID	MSV000078679/ccms_peak/Zhang Lab_130001~9/130006_E07.mzXML	MSV000078679/130006_E07.mzXML	MSV000078679	Actinobacteria		201174	automatic	No	No	No
mzspec:MSV000083835:29	-0.0	mzspec:MSV000083835:29:scan:327	1	0.97	4	MSV000083835	NoID	MSV000083835/peak/MeOH_Neg_mzML/29.mzML	MSV000083835/29.mzML	MSV000083835	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000078679:130009_A08	-0.0	mzspec:MSV000078679:130009_A08:scan:179	1	0.97	4	MSV000078679	NoID	MSV000078679/ccms_peak/Zhang Lab_130001~9/130009_A08.mzXML	MSV000078679/130009_A08.mzXML	MSV000078679	Actinobacteria		201174	automatic	No	No	No
mzspec:MSV000078677:110015_B05	-0.0	mzspec:MSV000078677:110015_B05:scan:148	1	0.97	4	MSV000078677	NoID	MSV000078677/ccms_peak/Zhang Lab_110009~15/110015_B05.mzXML	MSV000078677/110015_B05.mzXML	MSV000078677	Actinobacteria		201174	automatic	No	No	No
mzspec:MSV000078677:110015_A09	-0.0	mzspec:MSV000078677:110015_A09:scan:67	1	0.96	4	MSV000078677	NoID	MSV000078677/ccms_peak/Zhang Lab_110009~15/110015_A09.mzXML	MSV000078677/110015_A09.mzXML	MSV000078677	Actinobacteria		201174	automatic	No	No	No
mzspec:MSV000078679:130009_B08	-0.0	mzspec:MSV000078679:130009_B08:scan:10	1	0.96	4	MSV000078679	NoID	MSV000078679/ccms_peak/Zhang Lab_130001~9/130009_B08.mzXML	MSV000078679/130009_B08.mzXML	MSV000078679	Actinobacteria		201174	automatic	No	No	No
mzspec:MSV000078679:130007_C02	-0.0	mzspec:MSV000078679:130007_C02:scan:14	1	0.96	4	MSV000078679	NoID	MSV000078679/ccms_peak/Zhang Lab_130001~9/130007_C02.mzXML	MSV000078679/130007_C02.mzXML	MSV000078679	Actinobacteria		201174	automatic	No	No	No
mzspec:MSV000078679:130009_E03	-0.0	mzspec:MSV000078679:130009_E03:scan:90	1	0.96	4	MSV000078679	NoID	MSV000078679/ccms_peak/Zhang Lab_130001~9/130009_E03.mzXML	MSV000078679/130009_E03.mzXML	MSV000078679	Actinobacteria		201174	automatic	No	No	No
mzspec:MSV000079502:J1074_10dil_160210142615	-0.0	mzspec:MSV000079502:J1074_10dil_160210142615:scan:176	1	0.96	4	MSV000079502	NoID	MSV000079502/ccms_peak/J1074_10dil_160210142615.mzXML	MSV000079502/J1074_10dil_160210142615.mzXML	MSV000079502	Streptomyces albus J1074		457425	automatic	No	No	No
mzspec:MSV000078679:130009_D09	-0.0	mzspec:MSV000078679:130009_D09:scan:98	1	0.96	4	MSV000078679	NoID	MSV000078679/ccms_peak/Zhang Lab_130001~9/130009_D09.mzXML	MSV000078679/130009_D09.mzXML	MSV000078679	Actinobacteria		201174	automatic	No	No	No
mzspec:MSV000078679:130009_B09	-0.0	mzspec:MSV000078679:130009_B09:scan:32	1	0.96	4	MSV000078679	NoID	MSV000078679/ccms_peak/Zhang Lab_130001~9/130009_B09.mzXML	MSV000078679/130009_B09.mzXML	MSV000078679	Actinobacteria		201174	automatic	No	No	No
mzspec:MSV000078679:130009_D06	-0.0	mzspec:MSV000078679:130009_D06:scan:109	1	0.96	4	MSV000078679	NoID	MSV000078679/ccms_peak/Zhang Lab_130001~9/130009_D06.mzXML	MSV000078679/130009_D06.mzXML	MSV000078679	Actinobacteria		201174	automatic	No	No	No
mzspec:MSV000078678:120022_A04	-0.01	mzspec:MSV000078678:120022_A04:scan:58	1	0.96	4	MSV000078678	NoID	MSV000078678/ccms_peak/Zhang Lab_120001~23/120022_A04.mzXML	MSV000078678/120022_A04.mzXML	MSV000078678	Actinobacteria		201174	automatic	No	No	No
