USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009928683	CCMSLIB00009928683	0.86	8	Suspect related to 1-Monolinoleoyl-rac-glycerol (predicted molecular formula: C19H36O4) with delta m/z -26.015 (putative explanation: Alkyl loss (typically partial loss from ring)|Pro->Ala substitution; atomic difference: -2C,-2H|-2C,-2H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009995582	CCMSLIB00009995582	0.86	8	Suspect related to Spectral Match to Monoelaidin from NIST14 (predicted molecular formula: C21H32N2O) with delta m/z -28.043 (putative explanation: Arg->Gln substitution; atomic difference: -1C,-4H,-2N,1O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009965405	CCMSLIB00009965405	0.85	8	Suspect related to Monolinolenin (9c,12c,15c) (predicted molecular formula: C19H36O4) with delta m/z -23.999 (putative explanation: nan (reverse); atomic difference: -2C)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009995581	CCMSLIB00009995581	0.84	8	Suspect related to Spectral Match to Monoelaidin from NIST14 (predicted molecular formula: C22H32O2) with delta m/z -28.056 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009995997	CCMSLIB00009995997	0.84	8	Suspect related to Spectral Match to Monoolein from NIST14 (predicted molecular formula: C22H32O2) with delta m/z -28.056 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003137300	CCMSLIB00003137300	0.84	8	Spectral Match to Monopalmitolein (9c) from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010000209	CCMSLIB00010000209	0.83	8	Suspect related to Spectral Match to cis-9-Hexadecenoic acid from NIST14 (predicted molecular formula: C19H38O5) with delta m/z 92.047 (putative explanation: unspecified; atomic difference: unspecified)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009996154	CCMSLIB00009996154	0.83	8	Suspect related to Spectral Match to Monopalmitolein (9c) from NIST14 (predicted molecular formula: C19H38O5) with delta m/z 18.01 (putative explanation: Proline oxidation to 5-hydroxy-2-aminovaleric acid|water; atomic difference: 2H,1O|2H,1O)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009980604	CCMSLIB00009980604	0.83	8	Suspect related to Putative (3-hydroxyhexadecanoyl)glycine (aka Commendamide) (predicted molecular formula: C19H36O4) with delta m/z -0.999 (putative explanation: 15N(1) (reverse); atomic difference: 1N,-1N[15])	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009965556	CCMSLIB00009965556	0.83	8	Suspect related to Monoolein (predicted molecular formula: C19H36O4) with delta m/z -28.031 (putative explanation: Desethylation, didemethylation, dealkylation|Met->Cys substitution|Val->Ala substitution; atomic difference: -2C,-4H|-2C,-4H|-2C,-4H)	[M+H]+	1
