file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	Filepath	Filename	MassIVE	Taxaname_file	Taxaname_alternative	Taxa_NCBI	Taxa_Assigment	ReDU_Availability	Blank	QC
mzspec:MSV000084595:23_2_scab_M_SAMPLE_KO_MYM_14_B11_Neg	-0.0	mzspec:MSV000084595:23_2_scab_M_SAMPLE_KO_MYM_14_B11_Neg:scan:2181	1	0.97	6	MSV000084595	NoID	MSV000084595/ccms_peak/Negative_RAW/23_2_scab_M_SAMPLE_KO_MYM_14_B11_Neg.mzML	MSV000084595/23_2_scab_M_SAMPLE_KO_MYM_14_B11_Neg.mzML	MSV000084595	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000084595:45_MB-1_M_SAMPLE_WT_D9_Neg	-0.0	mzspec:MSV000084595:45_MB-1_M_SAMPLE_WT_D9_Neg:scan:2626	1	0.97	6	MSV000084595	NoID	MSV000084595/ccms_peak/Negative_RAW/45_MB-1_M_SAMPLE_WT_D9_Neg.mzML	MSV000084595/45_MB-1_M_SAMPLE_WT_D9_Neg.mzML	MSV000084595	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000084595:47_MB-3_M_SAMPLE_WT_D11_Neg	-0.0	mzspec:MSV000084595:47_MB-3_M_SAMPLE_WT_D11_Neg:scan:2624	1	0.97	6	MSV000084595	NoID	MSV000084595/ccms_peak/Negative_RAW/47_MB-3_M_SAMPLE_WT_D11_Neg.mzML	MSV000084595/47_MB-3_M_SAMPLE_WT_D11_Neg.mzML	MSV000084595	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000084595:46_MB-2_M_SAMPLE_WT_D10_Neg	-0.0	mzspec:MSV000084595:46_MB-2_M_SAMPLE_WT_D10_Neg:scan:2481	1	0.97	6	MSV000084595	NoID	MSV000084595/ccms_peak/Negative_RAW/46_MB-2_M_SAMPLE_WT_D10_Neg.mzML	MSV000084595/46_MB-2_M_SAMPLE_WT_D10_Neg.mzML	MSV000084595	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000089952:014_Ecoli_W3110_SN1_Stat_24h__MBL	-0.0	mzspec:MSV000089952:014_Ecoli_W3110_SN1_Stat_24h__MBL:scan:4294967295	1	0.97	6	MSV000089952	NoID	MSV000089952/peak/XGLab_Ecoli_W3110/Growth Phase_Sup_MBL/014_Ecoli_W3110_SN1_Stat_24h__MBL.mzML	MSV000089952/014_Ecoli_W3110_SN1_Stat_24h__MBL.mzML	MSV000089952	Escherichia coli K-12 W3110	Escherichia coli	316407	manual	No	No	No
mzspec:MSV000085071:P2_C9_BC9_01_53232	-0.0	mzspec:MSV000085071:P2_C9_BC9_01_53232:scan:597	1	0.96	6	MSV000085071	NoID	MSV000085071/ccms_peak/Mushrooms_NEG_P2_mzXML/P2_C9_BC9_01_53232.mzML	MSV000085071/P2_C9_BC9_01_53232.mzML	MSV000085071	Fungi		4751	automatic	No	No	No
mzspec:MSV000085858:27_0_M_Control_OBA_C3_Neg	-0.0	mzspec:MSV000085858:27_0_M_Control_OBA_C3_Neg:scan:2144	1	0.96	6	MSV000085858	NoID	MSV000085858/ccms_peak/27_0_M_Control_OBA_C3_Neg.mzML	MSV000085858/27_0_M_Control_OBA_C3_Neg.mzML	MSV000085858	Streptomyces scabiei 87.22		qc	automatic	No	No	Yes
mzspec:MSV000084595:27_0_M_Control_OBA_C3_Neg	-0.0	mzspec:MSV000084595:27_0_M_Control_OBA_C3_Neg:scan:2144	1	0.96	6	MSV000084595	NoID	MSV000084595/ccms_peak/Negative_RAW/27_0_M_Control_OBA_C3_Neg.mzML	MSV000084595/27_0_M_Control_OBA_C3_Neg.mzML	MSV000084595	Streptomyces		qc	automatic	No	No	Yes
mzspec:MSV000084595:41_0_prat_M_Control_SY+R5A_D5_Neg	-0.0	mzspec:MSV000084595:41_0_prat_M_Control_SY+R5A_D5_Neg:scan:2357	1	0.96	6	MSV000084595	NoID	MSV000084595/ccms_peak/Negative_RAW/41_0_prat_M_Control_SY+R5A_D5_Neg.mzML	MSV000084595/41_0_prat_M_Control_SY+R5A_D5_Neg.mzML	MSV000084595	Streptomyces		qc	automatic	No	No	Yes
mzspec:MSV000085071:P1_E6_GE6_01_53146	0.02	mzspec:MSV000085071:P1_E6_GE6_01_53146:scan:596	1	0.96	6	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P1_mzXML/P1_E6_GE6_01_53146.mzXML	MSV000085071/P1_E6_GE6_01_53146.mzXML	MSV000085071	Coprinellus micaceus		71717	automatic	Yes	No	No
mzspec:MSV000084595:28_2_scab_M_SAMPLE_WT_OBA_14_C4_Neg	-0.0	mzspec:MSV000084595:28_2_scab_M_SAMPLE_WT_OBA_14_C4_Neg:scan:2191	1	0.96	5	MSV000084595	NoID	MSV000084595/ccms_peak/Negative_RAW/28_2_scab_M_SAMPLE_WT_OBA_14_C4_Neg.mzML	MSV000084595/28_2_scab_M_SAMPLE_WT_OBA_14_C4_Neg.mzML	MSV000084595	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000084595:50_0_PB_Control_SY+R5A_H1_Neg	-0.0	mzspec:MSV000084595:50_0_PB_Control_SY+R5A_H1_Neg:scan:2727	1	0.96	5	MSV000084595	NoID	MSV000084595/ccms_peak/Negative_RAW/50_0_PB_Control_SY+R5A_H1_Neg.mzML	MSV000084595/50_0_PB_Control_SY+R5A_H1_Neg.mzML	MSV000084595	Streptomyces		qc	automatic	No	No	Yes
mzspec:MSV000084595:38_OS8_M_SAMPLE_Env_D2_Neg	-0.0	mzspec:MSV000084595:38_OS8_M_SAMPLE_Env_D2_Neg:scan:2275	1	0.96	5	MSV000084595	NoID	MSV000084595/ccms_peak/Negative_RAW/38_OS8_M_SAMPLE_Env_D2_Neg.mzML	MSV000084595/38_OS8_M_SAMPLE_Env_D2_Neg.mzML	MSV000084595	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000085858:28_2_scab_M_SAMPLE_WT_OBA_14_C4_Neg	-0.0	mzspec:MSV000085858:28_2_scab_M_SAMPLE_WT_OBA_14_C4_Neg:scan:2191	1	0.96	5	MSV000085858	NoID	MSV000085858/ccms_peak/28_2_scab_M_SAMPLE_WT_OBA_14_C4_Neg.mzML	MSV000085858/28_2_scab_M_SAMPLE_WT_OBA_14_C4_Neg.mzML	MSV000085858	Streptomyces scabiei 87.22		680198	automatic	No	No	No
mzspec:MSV000085071:P1_C6_GC6_01_53120	0.02	mzspec:MSV000085071:P1_C6_GC6_01_53120:scan:596	1	0.95	6	MSV000085071	NoID	MSV000085071/ccms_peak/Mushrooms_NEG_P1_mzXML/P1_C6_GC6_01_53120.mzML	MSV000085071/P1_C6_GC6_01_53120.mzML	MSV000085071	Fungi		4751	automatic	No	No	No
mzspec:MSV000084595:24_0_M_Control_YMS_B12_Neg	-0.0	mzspec:MSV000084595:24_0_M_Control_YMS_B12_Neg:scan:2205	1	0.95	5	MSV000084595	NoID	MSV000084595/ccms_peak/Negative_RAW/24_0_M_Control_YMS_B12_Neg.mzML	MSV000084595/24_0_M_Control_YMS_B12_Neg.mzML	MSV000084595	Streptomyces		qc	automatic	No	No	Yes
mzspec:MSV000085071:P1_H12_GH12_01_53191	-0.01	mzspec:MSV000085071:P1_H12_GH12_01_53191:scan:602	1	0.95	5	MSV000085071	NoID	MSV000085071/ccms_peak/Mushrooms_NEG_P1_mzXML/P1_H12_GH12_01_53191.mzML	MSV000085071/P1_H12_GH12_01_53191.mzML	MSV000085071	Fungi		4751	automatic	No	No	No
mzspec:MSV000084595:31_OS1_M_SAMPLE_Env_C7_Neg	-0.0	mzspec:MSV000084595:31_OS1_M_SAMPLE_Env_C7_Neg:scan:2215	1	0.95	5	MSV000084595	NoID	MSV000084595/ccms_peak/Negative_RAW/31_OS1_M_SAMPLE_Env_C7_Neg.mzML	MSV000084595/31_OS1_M_SAMPLE_Env_C7_Neg.mzML	MSV000084595	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000084595:44_0_M_Control_D8_Neg	-0.0	mzspec:MSV000084595:44_0_M_Control_D8_Neg:scan:2863	1	0.95	5	MSV000084595	NoID	MSV000084595/ccms_peak/Negative_RAW/44_0_M_Control_D8_Neg.mzML	MSV000084595/44_0_M_Control_D8_Neg.mzML	MSV000084595	Streptomyces		qc	automatic	No	No	Yes
mzspec:MSV000084595:34_OS4_M_SAMPLE_Env_C10_Neg	-0.0	mzspec:MSV000084595:34_OS4_M_SAMPLE_Env_C10_Neg:scan:2265	1	0.95	5	MSV000084595	NoID	MSV000084595/ccms_peak/Negative_RAW/34_OS4_M_SAMPLE_Env_C10_Neg.mzML	MSV000084595/34_OS4_M_SAMPLE_Env_C10_Neg.mzML	MSV000084595	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000085858:24_0_M_Control_YMS_B12_Neg	-0.0	mzspec:MSV000085858:24_0_M_Control_YMS_B12_Neg:scan:2205	1	0.95	5	MSV000085858	NoID	MSV000085858/ccms_peak/24_0_M_Control_YMS_B12_Neg.mzML	MSV000085858/24_0_M_Control_YMS_B12_Neg.mzML	MSV000085858	Streptomyces scabiei 87.22		qc	automatic	No	No	Yes
mzspec:MSV000084595:40_OS10_M_SAMPLE_Env_D4_Neg	-0.0	mzspec:MSV000084595:40_OS10_M_SAMPLE_Env_D4_Neg:scan:2237	1	0.95	5	MSV000084595	NoID	MSV000084595/ccms_peak/Negative_RAW/40_OS10_M_SAMPLE_Env_D4_Neg.mzML	MSV000084595/40_OS10_M_SAMPLE_Env_D4_Neg.mzML	MSV000084595	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000084595:35_OS5_M_SAMPLE_Env_C11_Neg	-0.0	mzspec:MSV000084595:35_OS5_M_SAMPLE_Env_C11_Neg:scan:2304	1	0.95	5	MSV000084595	NoID	MSV000084595/ccms_peak/Negative_RAW/35_OS5_M_SAMPLE_Env_C11_Neg.mzML	MSV000084595/35_OS5_M_SAMPLE_Env_C11_Neg.mzML	MSV000084595	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000084595:39_OS9_M_SAMPLE_Env_D3_Neg	-0.0	mzspec:MSV000084595:39_OS9_M_SAMPLE_Env_D3_Neg:scan:2184	1	0.95	5	MSV000084595	NoID	MSV000084595/ccms_peak/Negative_RAW/39_OS9_M_SAMPLE_Env_D3_Neg.mzML	MSV000084595/39_OS9_M_SAMPLE_Env_D3_Neg.mzML	MSV000084595	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000084595:13_0_M_Control_MYM_B1_Neg	-0.0	mzspec:MSV000084595:13_0_M_Control_MYM_B1_Neg:scan:2179	1	0.95	5	MSV000084595	NoID	MSV000084595/ccms_peak/Negative_RAW/13_0_M_Control_MYM_B1_Neg.mzML	MSV000084595/13_0_M_Control_MYM_B1_Neg.mzML	MSV000084595	Streptomyces		qc	automatic	No	No	Yes
mzspec:MSV000084595:49_MB-5_M_SAMPLE_WT_E1_Neg	-0.0	mzspec:MSV000084595:49_MB-5_M_SAMPLE_WT_E1_Neg:scan:2826	1	0.95	5	MSV000084595	NoID	MSV000084595/ccms_peak/Negative_RAW/49_MB-5_M_SAMPLE_WT_E1_Neg.mzML	MSV000084595/49_MB-5_M_SAMPLE_WT_E1_Neg.mzML	MSV000084595	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000085071:P2_C7_BC7_01_53230	-0.0	mzspec:MSV000085071:P2_C7_BC7_01_53230:scan:596	1	0.94	6	MSV000085071	NoID	MSV000085071/ccms_peak/Mushrooms_NEG_P2_mzXML/P2_C7_BC7_01_53230.mzML	MSV000085071/P2_C7_BC7_01_53230.mzML	MSV000085071	Fungi		4751	automatic	No	No	No
mzspec:MSV000085071:P2_F6_BF6_01_53268	-0.0	mzspec:MSV000085071:P2_F6_BF6_01_53268:scan:567	1	0.94	6	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P2_mzXML/P2_F6_BF6_01_53268.mzXML	MSV000085071/P2_F6_BF6_01_53268.mzXML	MSV000085071	Suillus brevipes		48565	automatic	Yes	No	No
mzspec:MSV000085071:P2_C11_BC11_01_53234	-0.0	mzspec:MSV000085071:P2_C11_BC11_01_53234:scan:600	1	0.94	5	MSV000085071	NoID	MSV000085071/ccms_peak/Mushrooms_NEG_P2_mzXML/P2_C11_BC11_01_53234.mzML	MSV000085071/P2_C11_BC11_01_53234.mzML	MSV000085071	Fungi		4751	automatic	No	No	No
mzspec:MSV000085071:P1_H3_GH3_01_53182	0.02	mzspec:MSV000085071:P1_H3_GH3_01_53182:scan:536	1	0.94	5	MSV000085071	NoID	MSV000085071/ccms_peak/Mushrooms_NEG_P1_mzXML/P1_H3_GH3_01_53182.mzML	MSV000085071/P1_H3_GH3_01_53182.mzML	MSV000085071	Fungi		4751	automatic	No	No	No
mzspec:MSV000085071:P2_B9_BB9_01_53219	-0.0	mzspec:MSV000085071:P2_B9_BB9_01_53219:scan:596	1	0.94	5	MSV000085071	NoID	MSV000085071/ccms_peak/Mushrooms_NEG_P2_mzXML/P2_B9_BB9_01_53219.mzML	MSV000085071/P2_B9_BB9_01_53219.mzML	MSV000085071	Fungi		4751	automatic	No	No	No
mzspec:MSV000089952:013_Ecoli_W3110_SN1_Log_5h__MBL	-0.0	mzspec:MSV000089952:013_Ecoli_W3110_SN1_Log_5h__MBL:scan:4294967295	1	0.94	4	MSV000089952	NoID	MSV000089952/peak/XGLab_Ecoli_W3110/Growth Phase_Sup_MBL/013_Ecoli_W3110_SN1_Log_5h__MBL.mzML	MSV000089952/013_Ecoli_W3110_SN1_Log_5h__MBL.mzML	MSV000089952	Escherichia coli K-12 W3110	Escherichia coli	316407	manual	No	No	No
mzspec:MSV000084595:36_OS6_M_SAMPLE_Env_C12_Neg	-0.0	mzspec:MSV000084595:36_OS6_M_SAMPLE_Env_C12_Neg:scan:2207	1	0.93	5	MSV000084595	NoID	MSV000084595/ccms_peak/Negative_RAW/36_OS6_M_SAMPLE_Env_C12_Neg.mzML	MSV000084595/36_OS6_M_SAMPLE_Env_C12_Neg.mzML	MSV000084595	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000085071:P2_A1_BA1_01_53198	-0.01	mzspec:MSV000085071:P2_A1_BA1_01_53198:scan:597	1	0.93	5	MSV000085071	NoID	MSV000085071/ccms_peak/Mushrooms_NEG_P2_mzXML/P2_A1_BA1_01_53198.mzML	MSV000085071/P2_A1_BA1_01_53198.mzML	MSV000085071	Fungi		4751	automatic	No	No	No
mzspec:MSV000085071:P2_A7_BA7_01_53204	-0.01	mzspec:MSV000085071:P2_A7_BA7_01_53204:scan:596	1	0.93	5	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P2_mzXML/P2_A7_BA7_01_53204.mzXML	MSV000085071/P2_A7_BA7_01_53204.mzXML	MSV000085071	Tricholoma portentosum		54541	automatic	Yes	No	No
mzspec:MSV000085071:P1_E8_GE8_01_53148	0.02	mzspec:MSV000085071:P1_E8_GE8_01_53148:scan:596	1	0.93	4	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P1_mzXML/P1_E8_GE8_01_53148.mzXML	MSV000085071/P1_E8_GE8_01_53148.mzXML	MSV000085071	Coprinopsis atramentaria		71694	automatic	Yes	No	No
