file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	Filepath	Filename	MassIVE	Taxaname_file	Taxaname_alternative	Taxa_NCBI	Taxa_Assigment	ReDU_Availability	Blank	QC
mzspec:MSV000088745:127_5_Prubra_LYO_57_P1-A-2_01_12083	-0.0	mzspec:MSV000088745:127_5_Prubra_LYO_57_P1-A-2_01_12083:scan:4793	1	0.93	9	MSV000088745	NoID	MSV000088745/ccms_peak/127_5_Prubra_LYO_57_P1-A-2_01_12083.mzML	MSV000088745/127_5_Prubra_LYO_57_P1-A-2_01_12083.mzML	MSV000088745	Bacteria		2	automatic	No	No	No
mzspec:MSV000088745:135_10_Taipt_WET_102_P1-A-1_01_12125	-0.0	mzspec:MSV000088745:135_10_Taipt_WET_102_P1-A-1_01_12125:scan:4905	1	0.88	8	MSV000088745	NoID	MSV000088745/ccms_peak/135_10_Taipt_WET_102_P1-A-1_01_12125.mzML	MSV000088745/135_10_Taipt_WET_102_P1-A-1_01_12125.mzML	MSV000088745	Bacteria		2	automatic	No	No	No
mzspec:MSV000088745:127_9_Ppisc_LYO_61_P1-B-6_01_12074	-0.0	mzspec:MSV000088745:127_9_Ppisc_LYO_61_P1-B-6_01_12074:scan:4797	1	0.88	7	MSV000088745	NoID	MSV000088745/ccms_peak/127_9_Ppisc_LYO_61_P1-B-6_01_12074.mzML	MSV000088745/127_9_Ppisc_LYO_61_P1-B-6_01_12074.mzML	MSV000088745	Bacteria		2	automatic	No	No	No
mzspec:MSV000083835:5	-0.0	mzspec:MSV000083835:5:scan:4281	1	0.87	8	MSV000083835	NoID	MSV000083835/peak/MeOH_High_res_mzML/5.mzML	MSV000083835/5.mzML	MSV000083835	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000087630:5+SK+on+GSPG+meth-pos	-0.0	mzspec:MSV000087630:5+SK+on+GSPG+meth-pos:scan:4281	1	0.87	8	MSV000087630	NoID	MSV000087630/ccms_peak/5+SK+on+GSPG+meth-pos.mzML	MSV000087630/5+SK+on+GSPG+meth-pos.mzML	MSV000087630	Streptomyces katsurahamanus T-272	Streptomyces katsurahamanus	2577098	maual	No	No	No
mzspec:MSV000083835:5 SK on GSPG meth-pos	-0.0	mzspec:MSV000083835:5 SK on GSPG meth-pos:scan:4281	1	0.87	8	MSV000083835	NoID	MSV000083835/updates/2019-05-21_lfnothias_ad043d61/peak/Methanol/SK/5 SK on GSPG meth-pos.mzXML	MSV000083835/5 SK on GSPG meth-pos.mzXML	MSV000083835	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000088745:135_1_Taipt_LYO_93_P1-B-2_01_12121	-0.0	mzspec:MSV000088745:135_1_Taipt_LYO_93_P1-B-2_01_12121:scan:4812	1	0.87	7	MSV000088745	NoID	MSV000088745/ccms_peak/135_1_Taipt_LYO_93_P1-B-2_01_12121.mzML	MSV000088745/135_1_Taipt_LYO_93_P1-B-2_01_12121.mzML	MSV000088745	Bacteria		2	automatic	No	No	No
mzspec:MSV000089834:MS58_COO170_21	-0.0	mzspec:MSV000089834:MS58_COO170_21:scan:6059	1	0.85	8	MSV000089834	NoID	MSV000089834/peak/microbeMASST/2022/MS58_COO170_21.mzML	MSV000089834/MS58_COO170_21.mzML	MSV000089834	Winogradskyella flava wadden sea isolate	Winogradskyella flava	1884876	manual	No	No	No
mzspec:MSV000088745:135_9_Taipt_LYO_101_P1-A-2_01_12126	-0.0	mzspec:MSV000088745:135_9_Taipt_LYO_101_P1-A-2_01_12126:scan:4820	1	0.84	7	MSV000088745	NoID	MSV000088745/ccms_peak/135_9_Taipt_LYO_101_P1-A-2_01_12126.mzML	MSV000088745/135_9_Taipt_LYO_101_P1-A-2_01_12126.mzML	MSV000088745	Bacteria		2	automatic	No	No	No
mzspec:MSV000089834:MS58_1_18	-0.0	mzspec:MSV000089834:MS58_1_18:scan:7702	1	0.83	8	MSV000089834	NoID	MSV000089834/peak/microbeMASST/2022/MS58_1_18.mzML	MSV000089834/MS58_1_18.mzML	MSV000089834	Algibacter lectus wadden sea isolate	Algibacter lectus	221126	manual	No	No	No
mzspec:MSV000088745:127_7_Ppisc_LYO_59_P1-B-4_01_12072	-0.0	mzspec:MSV000088745:127_7_Ppisc_LYO_59_P1-B-4_01_12072:scan:4811	1	0.82	6	MSV000088745	NoID	MSV000088745/ccms_peak/127_7_Ppisc_LYO_59_P1-B-4_01_12072.mzML	MSV000088745/127_7_Ppisc_LYO_59_P1-B-4_01_12072.mzML	MSV000088745	Bacteria		2	automatic	No	No	No
mzspec:MSV000088745:135_2_Taipt_WET_94_P1-B-3_01_12122	-0.0	mzspec:MSV000088745:135_2_Taipt_WET_94_P1-B-3_01_12122:scan:4878	1	0.81	8	MSV000088745	NoID	MSV000088745/ccms_peak/135_2_Taipt_WET_94_P1-B-3_01_12122.mzML	MSV000088745/135_2_Taipt_WET_94_P1-B-3_01_12122.mzML	MSV000088745	Bacteria		2	automatic	No	No	No
mzspec:MSV000086314:P072_LCMSMS	-0.0	mzspec:MSV000086314:P072_LCMSMS:scan:4496	1	0.8	8	MSV000086314	NoID	MSV000086314/ccms_peak/Microbes_LCMSMS/P072_LCMSMS.mzML	MSV000086314/P072_LCMSMS.mzML	MSV000086314	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000086312:Frass_17LA_LCMSMS	-0.0	mzspec:MSV000086312:Frass_17LA_LCMSMS:scan:5009	1	0.8	8	MSV000086312	NoID	MSV000086312/ccms_peak/Frass_LCMSMS/Untargeted_Runs/Frass_17LA_LCMSMS.mzML	MSV000086312/Frass_17LA_LCMSMS.mzML	MSV000086312	Odontotaenius disjunctus		295546	automatic	No	No	No
mzspec:MSV000086314:P173_LCMSMS	-0.0	mzspec:MSV000086314:P173_LCMSMS:scan:4511	1	0.79	8	MSV000086314	NoID	MSV000086314/ccms_peak/Microbes_LCMSMS/P173_LCMSMS.mzML	MSV000086314/P173_LCMSMS.mzML	MSV000086314	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000086064:Ruegeria arenilitoris_Proteobacteria_NP1-ST2-TCG-0201_48	-0.0	mzspec:MSV000086064:Ruegeria arenilitoris_Proteobacteria_NP1-ST2-TCG-0201_48:scan:3801	1	0.76	8	MSV000086064	NoID	MSV000086064/ccms_peak/Ruegeria arenilitoris_Proteobacteria_NP1-ST2-TCG-0201_48.mzML	MSV000086064/Ruegeria arenilitoris_Proteobacteria_NP1-ST2-TCG-0201_48.mzML	MSV000086064	Bacteria		2	automatic	No	No	No
mzspec:MSV000086064:NP1-OT2-YPG-0201_43	-0.0	mzspec:MSV000086064:NP1-OT2-YPG-0201_43:scan:3807	1	0.76	8	MSV000086064	NoID	MSV000086064/ccms_peak/NP1-OT2-YPG-0201_43.mzML	MSV000086064/NP1-OT2-YPG-0201_43.mzML	MSV000086064	Bacteria		2	automatic	No	No	No
mzspec:MSV000089834:MS58_2_05	-0.0	mzspec:MSV000089834:MS58_2_05:scan:6783	1	0.76	8	MSV000089834	NoID	MSV000089834/peak/microbeMASST/2022/MS58_2_05.mzML	MSV000089834/MS58_2_05.mzML	MSV000089834	Algibacter aquimarinus wadden sea isolate	Algibacter aquimarinus	1136748	manual	No	No	No
mzspec:MSV000086064:NP1-IN2-TCG-0202_88	-0.0	mzspec:MSV000086064:NP1-IN2-TCG-0202_88:scan:3772	1	0.75	8	MSV000086064	NoID	MSV000086064/ccms_peak/NP1-IN2-TCG-0202_88.mzML	MSV000086064/NP1-IN2-TCG-0202_88.mzML	MSV000086064	Bacteria		2	automatic	No	No	No
mzspec:MSV000088745:127_6_Prubra_WET_58_P1-A-1_01_12082	-0.0	mzspec:MSV000088745:127_6_Prubra_WET_58_P1-A-1_01_12082:scan:4800	1	0.75	4	MSV000088745	NoID	MSV000088745/ccms_peak/127_6_Prubra_WET_58_P1-A-1_01_12082.mzML	MSV000088745/127_6_Prubra_WET_58_P1-A-1_01_12082.mzML	MSV000088745	Bacteria		2	automatic	No	No	No
mzspec:MSV000086064:Labrenzia alba_Proteobacteria_NP1-ST2-A1-0102_91	-0.0	mzspec:MSV000086064:Labrenzia alba_Proteobacteria_NP1-ST2-A1-0102_91:scan:3766	1	0.74	8	MSV000086064	NoID	MSV000086064/ccms_peak/Labrenzia alba_Proteobacteria_NP1-ST2-A1-0102_91.mzML	MSV000086064/Labrenzia alba_Proteobacteria_NP1-ST2-A1-0102_91.mzML	MSV000086064	Bacteria		2	automatic	No	No	No
mzspec:MSV000086064:Staphylococcus haemolyticus_Bacillus firmicutes_NP1-OT2-YPM-0101_53	-0.0	mzspec:MSV000086064:Staphylococcus haemolyticus_Bacillus firmicutes_NP1-OT2-YPM-0101_53:scan:3760	1	0.74	8	MSV000086064	NoID	MSV000086064/ccms_peak/Staphylococcus haemolyticus_Bacillus firmicutes_NP1-OT2-YPM-0101_53.mzML	MSV000086064/Staphylococcus haemolyticus_Bacillus firmicutes_NP1-OT2-YPM-0101_53.mzML	MSV000086064	Bacteria		2	automatic	No	No	No
mzspec:MSV000086064:NP1-IN2-A1-0102_28	-0.0	mzspec:MSV000086064:NP1-IN2-A1-0102_28:scan:3778	1	0.74	8	MSV000086064	NoID	MSV000086064/ccms_peak/NP1-IN2-A1-0102_28.mzML	MSV000086064/NP1-IN2-A1-0102_28.mzML	MSV000086064	Bacteria		2	automatic	No	No	No
mzspec:MSV000086314:P175_LCMSMS	-0.0	mzspec:MSV000086314:P175_LCMSMS:scan:4570	1	0.74	7	MSV000086314	NoID	MSV000086314/ccms_peak/Microbes_LCMSMS/P175_LCMSMS.mzML	MSV000086314/P175_LCMSMS.mzML	MSV000086314	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000079481:KP072	-0.0	mzspec:MSV000079481:KP072:scan:1134	1	0.74	6	MSV000079481	NoID	MSV000079481/ccms_peak/KP072.mzXML	MSV000079481/KP072.mzXML	MSV000079481	Bacteria		2	automatic	No	No	No
mzspec:MSV000086312:Frass_20LA_LCMSMS	-0.0	mzspec:MSV000086312:Frass_20LA_LCMSMS:scan:4201	1	0.72	7	MSV000086312	NoID	MSV000086312/ccms_peak/Frass_LCMSMS/Untargeted_Runs/Frass_20LA_LCMSMS.mzML	MSV000086312/Frass_20LA_LCMSMS.mzML	MSV000086312	Odontotaenius disjunctus		295546	automatic	No	No	No
mzspec:MSV000086314:P073_LCMSMS	-0.0	mzspec:MSV000086314:P073_LCMSMS:scan:4395	1	0.72	7	MSV000086314	NoID	MSV000086314/ccms_peak/Microbes_LCMSMS/P073_LCMSMS.mzML	MSV000086314/P073_LCMSMS.mzML	MSV000086314	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000086312:Frass_6KY_LCMSMS	-0.0	mzspec:MSV000086312:Frass_6KY_LCMSMS:scan:4808	1	0.72	7	MSV000086312	NoID	MSV000086312/ccms_peak/Frass_LCMSMS/Untargeted_Runs/Frass_6KY_LCMSMS.mzML	MSV000086312/Frass_6KY_LCMSMS.mzML	MSV000086312	Odontotaenius disjunctus		295546	automatic	No	No	No
mzspec:MSV000086064:Labrenzia alba_Proteobacteria_NP1-OT2-A1-0201_93	-0.0	mzspec:MSV000086064:Labrenzia alba_Proteobacteria_NP1-OT2-A1-0201_93:scan:3788	1	0.71	7	MSV000086064	NoID	MSV000086064/ccms_peak/Labrenzia alba_Proteobacteria_NP1-OT2-A1-0201_93.mzML	MSV000086064/Labrenzia alba_Proteobacteria_NP1-OT2-A1-0201_93.mzML	MSV000086064	Bacteria		2	automatic	No	No	No
mzspec:MSV000086064:Bacillus licheniformis_Bacillus firmicutes_NP6-OT2-YEME-0201_86	-0.0	mzspec:MSV000086064:Bacillus licheniformis_Bacillus firmicutes_NP6-OT2-YEME-0201_86:scan:3785	1	0.71	7	MSV000086064	NoID	MSV000086064/ccms_peak/Bacillus licheniformis_Bacillus firmicutes_NP6-OT2-YEME-0201_86.mzML	MSV000086064/Bacillus licheniformis_Bacillus firmicutes_NP6-OT2-YEME-0201_86.mzML	MSV000086064	Bacteria		2	automatic	No	No	No
mzspec:MSV000086314:P049_LCMSMS	-0.0	mzspec:MSV000086314:P049_LCMSMS:scan:4603	1	0.7	7	MSV000086314	NoID	MSV000086314/ccms_peak/Microbes_LCMSMS/P049_LCMSMS.mzML	MSV000086314/P049_LCMSMS.mzML	MSV000086314	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000086064:Labrenzia alba_Proteobacteria_NP1-ST2-AIA-0101_84	-0.0	mzspec:MSV000086064:Labrenzia alba_Proteobacteria_NP1-ST2-AIA-0101_84:scan:3748	1	0.7	7	MSV000086064	NoID	MSV000086064/ccms_peak/Labrenzia alba_Proteobacteria_NP1-ST2-AIA-0101_84.mzML	MSV000086064/Labrenzia alba_Proteobacteria_NP1-ST2-AIA-0101_84.mzML	MSV000086064	Bacteria		2	automatic	No	No	No
mzspec:MSV000086064:Labrenzia alba_Proteobacteria_NP6-OT2-TCG-0201_85	-0.0	mzspec:MSV000086064:Labrenzia alba_Proteobacteria_NP6-OT2-TCG-0201_85:scan:3723	1	0.7	7	MSV000086064	NoID	MSV000086064/ccms_peak/Labrenzia alba_Proteobacteria_NP6-OT2-TCG-0201_85.mzML	MSV000086064/Labrenzia alba_Proteobacteria_NP6-OT2-TCG-0201_85.mzML	MSV000086064	Bacteria		2	automatic	No	No	No
mzspec:MSV000086064:NP6-OT2-A5-0101_82	-0.0	mzspec:MSV000086064:NP6-OT2-A5-0101_82:scan:3766	1	0.7	7	MSV000086064	NoID	MSV000086064/ccms_peak/NP6-OT2-A5-0101_82.mzML	MSV000086064/NP6-OT2-A5-0101_82.mzML	MSV000086064	Bacteria		2	automatic	No	No	No
