USI	Cosine	Matching Peaks	Status
mzspec:MSV000081894:OMICS_MMVE003_MOCK_36HRS_3_Lipid_005_POS_14Nov16_Precious_HSS-T3_A924:scan:1890	0.89	8	NoID
mzspec:MSV000084314:MSV000078780:scan:22707	0.88	7	NoID
mzspec:MSV000081894:OMICS_MMVE003_MOCK_24HRS_4_Lipid_013_POS_14Nov16_Precious_HSS-T3_A924:scan:1931	0.87	7	NoID
mzspec:MSV000081894:OMICS_MMVE003_icMERS_12HRS_3_Lipid_042_POS_14Nov16_Precious_HSS-T3_A924:scan:1790	0.87	7	NoID
mzspec:MSV000081894:OMICS_MMVE003_icMERS_36HRS_2_Lipid_032_POS_14Nov16_Precious_HSS-T3_A924:scan:1866	0.87	7	NoID
mzspec:MSV000078780:SysVirol_SCL012_icSARS_48h_4_Lip_Pos_27Aug12_Sam_12-05-13:scan:1582	0.86	7	NoID
mzspec:MSV000081894:OMICS_MMVE003_icMERS_48HRS_5_Lipid_027_POS_14Nov16_Precious_HSS-T3_A924:scan:1914	0.86	6	NoID
mzspec:MSV000078780:SysVirol_SCL012_icSARS-DORF6_48h_2_Lip_Pos_27Aug12_Sam_12-05-13:scan:1454	0.86	6	NoID
mzspec:MSV000081894:OMICS_MMVE003_icMERS_24HRS_4_Lipid_035_POS_14Nov16_Precious_HSS-T3_A924:scan:1788	0.85	6	NoID
mzspec:MSV000081894:OMICS_MMVE003_MOCK_0HRS_1_Lipid_011_POS_14Nov16_Precious_HSS-T3_A924:scan:1948	0.85	6	NoID
mzspec:MSV000078780:SysVirol_SCL012_mock_48h_2_Lip_Pos_27Aug12_Sam_12-05-13:scan:1437	0.85	6	NoID
mzspec:MSV000081894:OMICS_MMVE003_icMERS_48HRS_1_Lipid_029_POS_14Nov16_Precious_HSS-T3_A924:scan:1903	0.85	6	NoID
mzspec:MSV000081894:OMICS_MMVE003_MOCK_48HRS_2_Lipid_047_POS_14Nov16_Precious_HSS-T3_A924:scan:1976	0.85	6	NoID
mzspec:MSV000081894:OMICS_MMVE003_MOCK_36HRS_4_Lipid_048_POS_14Nov16_Precious_HSS-T3_A924:scan:1979	0.85	6	NoID
mzspec:MSV000081894:OMICS_MMVE003_icMERS_0HRS_3_Lipid_040_POS_14Nov16_Precious_HSS-T3_A924:scan:1760	0.85	6	NoID
mzspec:MSV000084314:MSV000081894:scan:176187	0.85	5	NoID
mzspec:MSV000081894:OMICS_MMVE003_icMERS_24HRS_3_Lipid_046_POS_14Nov16_Precious_HSS-T3_A924:scan:1794	0.85	5	NoID
mzspec:MSV000081893:OMICS_MFB003_MOCK_24HRS_B_LIPID_008_POS_14April17_Polaroid_HSST-T3-A923:scan:1552	0.85	5	NoID
mzspec:MSV000081893:OMICS_MFB003_MOCK_0HRS_B_LIPID_017_POS_rr_18April17_Polaroid_HSST-T3-A923:scan:1374	0.84	6	NoID
mzspec:MSV000081893:OMICS_MFB003_MOCK_12HRS_B_LIPID_052_POS_14April17_Polaroid_HSST-T3-A923:scan:1591	0.84	6	NoID
mzspec:MSV000081893:OMICS_MFB003_MOCK_48HRS_B_LIPID_039_POS_14April17_Polaroid_HSST-T3-A923:scan:1578	0.84	6	NoID
mzspec:MSV000081893:OMICS_MFB003_icMERS_36HRS_B_LIPID_045_POS_14April17_Polaroid_HSST-T3-A923:scan:1628	0.84	6	NoID
mzspec:MSV000081894:OMICS_MMVE003_MOCK_24HRS_3_Lipid_033_POS_14Nov16_Precious_HSS-T3_A924:scan:1872	0.84	5	NoID
mzspec:MSV000081894:OMICS_MMVE003_MOCK_36HRS_1_Lipid_034_POS_14Nov16_Precious_HSS-T3_A924:scan:1979	0.84	5	NoID
mzspec:MSV000081894:OMICS_MMVE003_MOCK_12HRS_1_Lipid_016_POS_14Nov16_Precious_HSS-T3_A924:scan:1979	0.84	5	NoID
mzspec:MSV000081894:OMICS_MMVE003_icMERS_0HRS_2_Lipid_049_POS_14Nov16_Precious_HSS-T3_A924:scan:1794	0.84	5	NoID
mzspec:MSV000081894:OMICS_MMVE003_icMERS_0HRS_1_Lipid_044_POS_14Nov16_Precious_HSS-T3_A924:scan:1890	0.84	5	NoID
mzspec:MSV000081894:OMICS_MMVE003_icMERS_36HRS_5_Lipid_026_POS_14Nov16_Precious_HSS-T3_A924:scan:1916	0.84	5	NoID
mzspec:MSV000081893:OMICS_MFB003_MOCK_0HRS_E_LIPID_009_POS_14April17_Polaroid_HSST-T3-A923:scan:1515	0.84	5	NoID
mzspec:MSV000081894:OMICS_MMVE003_icMERS_36HRS_3_Lipid_012_POS_14Nov16_Precious_HSS-T3_A924:scan:1864	0.84	5	NoID
mzspec:MSV000083535:OMICS_MHAE003_MOCK_0HRS_5_Lipid_002_POS_7July17_Polaroid_HSST-T3-A923:scan:2412	0.84	5	NoID
mzspec:MSV000081893:OMICS_MFB003_icMERS_12HRS_C_LIPID_054_POS_14April17_Polaroid_HSST-T3-A923:scan:1565	0.83	6	NoID
mzspec:MSV000081893:OMICS_MFB003_MOCK_24HRS_D_LIPID_042_POS_14April17_Polaroid_HSST-T3-A923:scan:1725	0.83	6	NoID
mzspec:MSV000081893:OMICS_MFB003_MOCK_48HRS_D_LIPID_002_POS_14April17_Polaroid_HSST-T3-A923:scan:1586	0.83	5	NoID
