USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006113174	CCMSLIB00006113174	0.95	5	D-Galactitol - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006123156	CCMSLIB00006123156	0.95	4	D-(-)-Mannitol - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006113207	CCMSLIB00006113207	0.94	4	D-Galactitol - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006123152	CCMSLIB00006123152	0.94	4	D-(-)-Mannitol - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006683449	CCMSLIB00006683449	0.94	5	GALACTITOL	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006113170	CCMSLIB00006113170	0.94	5	D-Galactitol - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006123159	CCMSLIB00006123159	0.94	4	D-(-)-Mannitol - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006123154	CCMSLIB00006123154	0.94	4	D-(-)-Mannitol - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006683210	CCMSLIB00006683210	0.94	4	GALACTITOL	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006113205	CCMSLIB00006113205	0.94	4	D-Galactitol - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006113178	CCMSLIB00006113178	0.94	5	D-Galactitol - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000578174	CCMSLIB00000578174	0.93	5	GALACTITOL	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006113183	CCMSLIB00006113183	0.93	5	D-Galactitol - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010126422	CCMSLIB00010126422	0.93	5	D-mannitol CollisionEnergy:102040	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010102807	CCMSLIB00010102807	0.93	5	D-mannitol CollisionEnergy:102040	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006123166	CCMSLIB00006123166	0.93	5	D-(-)-Mannitol - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006113195	CCMSLIB00006113195	0.92	4	D-Galactitol - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006113199	CCMSLIB00006113199	0.92	4	D-Galactitol - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006123164	CCMSLIB00006123164	0.92	5	D-(-)-Mannitol - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006123161	CCMSLIB00006123161	0.92	5	D-(-)-Mannitol - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006113203	CCMSLIB00006113203	0.92	4	D-Galactitol - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000578376	CCMSLIB00000578376	0.92	5	MANNITOL	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006112636	CCMSLIB00006112636	0.91	5	Sorbitol - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006123168	CCMSLIB00006123168	0.91	5	D-(-)-Mannitol - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006112637	CCMSLIB00006112637	0.91	5	Sorbitol - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006112638	CCMSLIB00006112638	0.91	5	Sorbitol - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006112639	CCMSLIB00006112639	0.91	5	Sorbitol - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000222555	CCMSLIB00000222555	0.91	5	ReSpect:PT210130 Dulcitol|Galactitol|Galactit|Dulcite|Dulcin|Melampyrite|Dulcose|1,2,3,4,5,6-Hexanehexol|Melampyrum|Melampyrite|Dulcose|Melampyrin|Euonymit|(2R,3S,4R,5S)-hexane-1,2,3,4,5,6-hexol	[M+H]	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010102811	CCMSLIB00010102811	0.91	5	D-Sorbitol CollisionEnergy:102040	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005758317	CCMSLIB00005758317	0.91	5	Massbank:PT210130 Galactitol|Melampyrin|1,2,3,4,5,6-Hexanehexol|Melampyrum|Dulcitol|Melampyrite|Dulcite|Dulcin|Galactit|Dulcose|(2R,3S,4R,5S)-hexane-1,2,3,4,5,6-hexol|Euonymit	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010126426	CCMSLIB00010126426	0.91	5	D-Sorbitol CollisionEnergy:102040	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005739960	CCMSLIB00005739960	0.91	5	Massbank:PR100862 Dulcitol|Galactitol|Galactit|Dulcite|Dulcin|Melampyrite|Dulcose|1,2,3,4,5,6-Hexanehexol|Melampyrum|Melampyrin|Euonymit	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010126425	CCMSLIB00010126425	0.91	5	galactitol CollisionEnergy:102040	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010102810	CCMSLIB00010102810	0.91	5	galactitol CollisionEnergy:102040	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006123149	CCMSLIB00006123149	0.91	4	D-(-)-Mannitol - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006112649	CCMSLIB00006112649	0.9	4	Sorbitol - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006112640	CCMSLIB00006112640	0.9	5	Sorbitol - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006123171	CCMSLIB00006123171	0.9	5	D-(-)-Mannitol - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006112647	CCMSLIB00006112647	0.9	4	Sorbitol - 40.0 eV	M-H	1
