USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000211963	CCMSLIB00000211963	1.0	4	ReSpect:PM018190 Phenylalanine	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000577901	CCMSLIB00000577901	0.97	4	L-PHENYLALANINE	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005769796	CCMSLIB00005769796	0.97	4	Massbank:NA003545 Hordenine|4-[2-(dimethylamino)ethyl]phenol	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005769682	CCMSLIB00005769682	0.97	4	Massbank:NA003544 Hordenine|4-[2-(dimethylamino)ethyl]phenol	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005769619	CCMSLIB00005769619	0.96	4	Massbank:NA003547 Hordenine|4-[2-(dimethylamino)ethyl]phenol	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000425620	CCMSLIB00000425620	0.96	4	HMDB:HMDB00159-249 L-Phenylalanine	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006684015	CCMSLIB00006684015	0.96	4	PHENYLALANINE	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005769763	CCMSLIB00005769763	0.96	4	Massbank:NA003546 Hordenine|4-[2-(dimethylamino)ethyl]phenol	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005769507	CCMSLIB00005769507	0.96	4	Massbank:NA003183 Hordenine|4-[2-(dimethylamino)ethyl]phenol	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005769702	CCMSLIB00005769702	0.95	4	Massbank:NA003182 Hordenine|4-[2-(dimethylamino)ethyl]phenol	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006682704	CCMSLIB00006682704	0.95	4	PHENYLALANINE	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000221693	CCMSLIB00000221693	0.95	4	Massbank:PB000409 Phenylalanine|2-amino-3-phenylpropanoic acid	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005767879	CCMSLIB00005767879	0.95	4	Massbank:NA003548 Hordenine|4-[2-(dimethylamino)ethyl]phenol	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006683371	CCMSLIB00006683371	0.95	4	PHENYLALANINE	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009953700	CCMSLIB00009953700	0.95	4	Suspect related to Massbank:CE000230 Tyrosine (predicted molecular formula: C9H11NO2) with delta m/z -15.995 (putative explanation: Ser->Ala substitution|Tyr->Phe substitution|reduction; atomic difference: -1O|-1O|-1O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010108592	CCMSLIB00010108592	0.95	4	DL-PHENYLALANINE CollisionEnergy:102040	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006682847	CCMSLIB00006682847	0.94	4	PHENYLALANINE	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009966259	CCMSLIB00009966259	0.94	4	Suspect related to N-Acetyl-L-tyrosine (predicted molecular formula: C11H13NO3) with delta m/z -15.995 (putative explanation: Ser->Ala substitution|Tyr->Phe substitution|reduction; atomic difference: -1O|-1O|-1O)	[M-C2H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006683807	CCMSLIB00006683807	0.93	4	PHENYLALANINE	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006683624	CCMSLIB00006683624	0.93	4	PHENYLALANINE	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005767582	CCMSLIB00005767582	0.93	4	Massbank:NA003181 Hordenine|4-[2-(dimethylamino)ethyl]phenol	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005769690	CCMSLIB00005769690	0.93	4	Massbank:NA003180 Hordenine|4-[2-(dimethylamino)ethyl]phenol	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010126542	CCMSLIB00010126542	0.92	4	L-phenylalanine CollisionEnergy:102040	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010102927	CCMSLIB00010102927	0.92	4	L-phenylalanine CollisionEnergy:102040	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006681770	CCMSLIB00006681770	0.92	4	HORDENINE	M+H	1
