USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006125075	CCMSLIB00006125075	0.84	4	ACETYL ARGININE - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006125068	CCMSLIB00006125068	0.83	4	ACETYL ARGININE - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006125074	CCMSLIB00006125074	0.83	4	ACETYL ARGININE - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006125076	CCMSLIB00006125076	0.83	4	ACETYL ARGININE - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006125077	CCMSLIB00006125077	0.83	4	ACETYL ARGININE - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006125065	CCMSLIB00006125065	0.82	4	ACETYL ARGININE - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006125067	CCMSLIB00006125067	0.82	4	ACETYL ARGININE - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006125078	CCMSLIB00006125078	0.82	4	ACETYL ARGININE - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006125064	CCMSLIB00006125064	0.81	4	ACETYL ARGININE - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006125066	CCMSLIB00006125066	0.81	4	ACETYL ARGININE - 40.0 eV	M-H	1
