USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005489365	CCMSLIB00005489365	0.81	8	Spectral Match to Conjugated linoleic Acid (10E,12Z) from NIST14 [IIN-based: Match]	[M-2H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003136151	CCMSLIB00003136151	0.76	8	Spectral Match to Conjugated linoleic Acid (10E,12Z) from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003138495	CCMSLIB00003138495	0.76	7	Spectral Match to Conjugated linoleic Acid (10E,12Z) from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009997307	CCMSLIB00009997307	0.75	8	Suspect related to Spectral Match to Palmitelaidic acid from NIST14 (predicted molecular formula: C18H32O2) with delta m/z 26.016 (putative explanation: Acetaldehyde +26|Ala->Pro substitution|unspecified; atomic difference: 2C,2H|2C,2H|2C,2H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010000825	CCMSLIB00010000825	0.74	6	Suspect related to Steviol (predicted molecular formula: C18H32O2) with delta m/z -37.979 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009995020	CCMSLIB00009995020	0.73	7	Suspect related to Spectral Match to Linoleic acid ethyl ester from NIST14 (predicted molecular formula: C11H30N5O3) with delta m/z -28.031 (putative explanation: Desethylation, didemethylation, dealkylation|Met->Cys substitution|Val->Ala substitution; atomic difference: -2C,-4H|-2C,-4H|-2C,-4H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009999794	CCMSLIB00009999794	0.72	6	Suspect related to Spectral Match to cis,cis-9,12-Octadecadien-1-ol from NIST14 (predicted molecular formula: C18H32O2) with delta m/z 13.979 (putative explanation: Thr->Asp substitution|Tryptophan oxidation to oxolactone|aldehyde and ketone modifications|hydroxylation difference carboxylation|proline oxidation to pyroglutamic acid|Oxidation, epoxidation; atomic difference: -2H,1O|-2H,1O|-2H,1O|-2H,1O|-2H,1O|1O,-2H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009939888	CCMSLIB00009939888	0.72	8	Suspect related to 8,11-Tridecadienoic acid, 13-(3-pentyl-2-oxiranyl)-, (8Z,11Z)- (predicted molecular formula: C18H34O3) with delta m/z -23.999 (putative explanation: nan (reverse); atomic difference: -2C)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009932030	CCMSLIB00009932030	0.71	6	Suspect related to 14(Z)-Eicosenoic acid (predicted molecular formula: C18H32O2) with delta m/z -30.047 (putative explanation: nan (reverse); atomic difference: -2C,-6H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009998401	CCMSLIB00009998401	0.7	6	Suspect related to Spectral Match to Ricinoleic acid methyl ester from NIST14 (predicted molecular formula: unknown) with delta m/z -14.016 (putative explanation: Ala->Gly substitution|Gln->Asn substitution|Glu->Asp substitution|Leu/Ile->Val substitution|Thr->Ser substitution; atomic difference: -1C,-2H|-1C,-2H|-1C,-2H|-1C,-2H|-1C,-2H)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009951078	CCMSLIB00009951078	0.7	7	Suspect related to Linoleic acid ethyl ester (predicted molecular formula: C11H30N5O3) with delta m/z -28.031 (putative explanation: Desethylation, didemethylation, dealkylation|Met->Cys substitution|Val->Ala substitution; atomic difference: -2C,-4H|-2C,-4H|-2C,-4H)	[M+H]+	1
