file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	Filepath	Filename	MassIVE	Taxaname_file	Taxaname_alternative	Taxa_NCBI	Taxa_Assigment	ReDU_Availability	Blank	QC
mzspec:MSV000087793:BcK562_EA_24_1_P1-B-1_01_3643	-0.0	mzspec:MSV000087793:BcK562_EA_24_1_P1-B-1_01_3643:scan:7508	1	0.9	4	MSV000087793	NoID	MSV000087793/ccms_peak/BcK562_EA_24_1_P1-B-1_01_3643.mzML	MSV000087793/BcK562_EA_24_1_P1-B-1_01_3643.mzML	MSV000087793	Burkholderia cenocepacia		95486	automatic	No	No	No
mzspec:MSV000087793:SCFM_EA_24_Tri_2_P1-A-9_01_3551	-0.0	mzspec:MSV000087793:SCFM_EA_24_Tri_2_P1-A-9_01_3551:scan:7499	1	0.89	4	MSV000087793	NoID	MSV000087793/ccms_peak/Media_Blanks/SCFM_EA_24_Tri_2_P1-A-9_01_3551.mzML	MSV000087793/SCFM_EA_24_Tri_2_P1-A-9_01_3551.mzML	MSV000087793	Burkholderia cenocepacia		95486	automatic	No	No	No
mzspec:MSV000085071:P1_A9_GA9_01_52837	-0.0	mzspec:MSV000085071:P1_A9_GA9_01_52837:scan:1713	1	0.83	4	MSV000085071	NoID	MSV000085071/peak/Mushrooms_POS_P1_mzXML/P1_A9_GA9_01_52837.mzXML	MSV000085071/P1_A9_GA9_01_52837.mzXML	MSV000085071	Amanita gemmata		67710	automatic	Yes	No	No
mzspec:MSV000086312:Frass_2DC_LCMSMS	-0.0	mzspec:MSV000086312:Frass_2DC_LCMSMS:scan:9044	1	0.82	5	MSV000086312	NoID	MSV000086312/ccms_peak/Frass_LCMSMS/Untargeted_Runs/Frass_2DC_LCMSMS.mzML	MSV000086312/Frass_2DC_LCMSMS.mzML	MSV000086312	Odontotaenius disjunctus		295546	automatic	No	No	No
mzspec:MSV000083010:G87542_1x_RC6_01_26262	-0.0	mzspec:MSV000083010:G87542_1x_RC6_01_26262:scan:2271	1	0.8	4	MSV000083010	NoID	MSV000083010/peak/Samples/G87542_1x_RC6_01_26262.mzXML	MSV000083010/G87542_1x_RC6_01_26262.mzXML	MSV000083010	Pleurotus eryngii		5323	automatic	Yes	No	No
mzspec:MSV000084447:2264_H_6_BE3_01_48199	-0.0	mzspec:MSV000084447:2264_H_6_BE3_01_48199:scan:2044	1	0.79	4	MSV000084447	NoID	MSV000084447/ccms_peak/20191008_Data_RR_mzXML/2264_H_6_BE3_01_48199.mzML	MSV000084447/2264_H_6_BE3_01_48199.mzML	MSV000084447	Cyanobacteria		1117	automatic	No	No	No
mzspec:MSV000084453:2264_H_6_BE3_01_48199	-0.0	mzspec:MSV000084453:2264_H_6_BE3_01_48199:scan:2044	1	0.79	4	MSV000084453	NoID	MSV000084453/ccms_peak/20191008_Data_RR_mzXML/2264_H_6_BE3_01_48199.mzML	MSV000084453/2264_H_6_BE3_01_48199.mzML	MSV000084453	Cyanobacteria		1117	automatic	No	No	No
mzspec:MSV000086312:Frass_9TN_LCMSMS	-0.0	mzspec:MSV000086312:Frass_9TN_LCMSMS:scan:8851	1	0.79	4	MSV000086312	NoID	MSV000086312/ccms_peak/Frass_LCMSMS/Untargeted_Runs/Frass_9TN_LCMSMS.mzML	MSV000086312/Frass_9TN_LCMSMS.mzML	MSV000086312	Odontotaenius disjunctus		295546	automatic	No	No	No
mzspec:MSV000086312:Frass_21TC_LCMSMS	-0.0	mzspec:MSV000086312:Frass_21TC_LCMSMS:scan:8916	1	0.78	4	MSV000086312	NoID	MSV000086312/ccms_peak/Frass_LCMSMS/Untargeted_Runs/Frass_21TC_LCMSMS.mzML	MSV000086312/Frass_21TC_LCMSMS.mzML	MSV000086312	Odontotaenius disjunctus		295546	automatic	No	No	No
mzspec:MSV000080141:A2134F_32C07_GC7_01_25821	-0.0	mzspec:MSV000080141:A2134F_32C07_GC7_01_25821:scan:5149	1	0.76	4	MSV000080141	NoID	MSV000080141/ccms_peak/Data/A2134F_32C07_GC7_01_25821.mzXML	MSV000080141/A2134F_32C07_GC7_01_25821.mzXML	MSV000080141	Cyanobacteria		1117	automatic	No	No	No
