USI	Cosine	Matching Peaks	Status
mzspec:MSV000082722:20170125_S00027665_P:scan:1029	0.92	8	NoID
mzspec:MSV000080518:70_segetalisCstems_BF10_01_32563:scan:2840	0.86	7	NoID
mzspec:MSV000082708:20161024_S00026020_P:scan:1245	0.86	7	NoID
mzspec:MSV000080518:47_nicaeensisAstems_BD11_01_31579:scan:2887	0.86	7	NoID
mzspec:MSV000082741:20161103_S00024351_P:scan:1360	0.86	7	NoID
mzspec:MSV000082721:20150603_S00018519_repeatP:scan:1133	0.85	7	NoID
mzspec:MSV000080518:62_amygdaloidesEstems_BF2_01_31627:scan:2744	0.85	7	NoID
mzspec:MSV000080518:44_lagascaeAstems_BD8_01_31573:scan:2640	0.85	6	NoID
mzspec:MSV000080518:56_characiaswulfeniiDstems_BE8_01_31603:scan:3008	0.84	7	NoID
mzspec:MSV000084314:MSV000082741:scan:29662	0.84	6	NoID
mzspec:MSV000080518:80_fiherenensisBtrunk_BG8_01_32587:scan:2687	0.84	6	NoID
mzspec:MSV000084314:MSV000082708:scan:3734	0.83	7	NoID
mzspec:MSV000080518:57_characiaswulfeniiEstems_BE9_01_31605:scan:2971	0.83	7	NoID
mzspec:MSV000080518:51_lathyrisDstems_BE3_01_31593:scan:2884	0.83	7	NoID
mzspec:MSV000080518:61_amygdaloidesDstems_BF1_01_31625:scan:2778	0.83	6	NoID
mzspec:MSV000082331:D10_Hand_swab_Tomato:scan:5902	0.83	6	NoID
mzspec:MSV000082730:20161006_TP_CS00000001-1_P:scan:1108	0.83	6	NoID
mzspec:MSV000087904:Cl44_6_2S4G_Lassopeptide_Burkholderia_XAD:scan:8035	0.83	6	NoID
mzspec:MSV000080518:79_fiherenensisAtrunk_BG7_01_32585:scan:2699	0.83	6	NoID
mzspec:MSV000080518:67_myrsinitesEstems_BF7_01_31637:scan:2930	0.83	6	NoID
mzspec:MSV000082721:20150603_S00018520_repeatP:scan:1114	0.83	6	NoID
mzspec:MSV000080518:46_lagascaeCstems_BD10_01_31577:scan:2636	0.83	6	NoID
mzspec:MSV000082331:F8_Hand_swab_pre_Cucumber:scan:6631	0.83	6	NoID
mzspec:MSV000087904:Cl12_tetRdel_M8_3_NRPS_Scoelicolor_Ethylacetat:scan:6222	0.83	6	NoID
mzspec:MSV000084143:FullIIN_tunicates071919:scan:9981	0.83	4	NoID
mzspec:MSV000083835:5:scan:5233	0.82	6	NoID
mzspec:MSV000082331:C5_Hand_swab_pre_Peach_Peach2:scan:6847	0.82	6	NoID
