USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009995597	CCMSLIB00009995597	0.83	7	Suspect related to Spectral Match to Monoelaidin from NIST14 (predicted molecular formula: C20H38O4) with delta m/z -14.016 (putative explanation: Ala->Gly substitution|Gln->Asn substitution|Glu->Asp substitution|Leu/Ile->Val substitution|Thr->Ser substitution; atomic difference: -1C,-2H|-1C,-2H|-1C,-2H|-1C,-2H|-1C,-2H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009928595	CCMSLIB00009928595	0.83	7	Suspect related to 1-Linoleoylglycerol (predicted molecular formula: C11H33N8OS) with delta m/z -12.0 (putative explanation: formaldehyde adduct (reverse)|methylation and reduction (reverse)|nan (reverse); atomic difference: -1C|-1C|-1C)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009985810	CCMSLIB00009985810	0.83	7	Suspect related to Spectral Match to 1-Linoleoylglycerol from NIST14 (predicted molecular formula: C11H33N8OS) with delta m/z -12.0 (putative explanation: formaldehyde adduct (reverse)|methylation and reduction (reverse)|nan (reverse); atomic difference: -1C|-1C|-1C)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009996099	CCMSLIB00009996099	0.81	7	Suspect related to Spectral Match to Monopalmitolein (9c) from NIST14 (predicted molecular formula: unknown) with delta m/z 14.016 (putative explanation: Asn->Gln substitution|Asp->Glu substitution|Gly->Ala substitution|Methylation|Ser->Thr substitution|Val->Leu/Ile substitution|chain elongation; atomic difference: 1C,2H|1C,2H|1C,2H|1C,2H|1C,2H|1C,2H|1C,2H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009927761	CCMSLIB00009927761	0.8	8	Suspect related to 1-(10Z-Heptadecenoyl)-sn-glycero-3-phospho-(1'-rac-glycerol) (predicted molecular formula: unknown) with delta m/z 18.01 (putative explanation: Proline oxidation to 5-hydroxy-2-aminovaleric acid|water; atomic difference: 2H,1O|2H,1O)	[M-C3H9O6P+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009928695	CCMSLIB00009928695	0.78	7	Suspect related to 1-Monolinoleoyl-rac-glycerol (predicted molecular formula: C20H38O4) with delta m/z -12.0 (putative explanation: formaldehyde adduct (reverse)|methylation and reduction (reverse)|nan (reverse); atomic difference: -1C|-1C|-1C)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009965297	CCMSLIB00009965297	0.78	7	Suspect related to Monoelaidin (predicted molecular formula: C20H38O4) with delta m/z -14.016 (putative explanation: Ala->Gly substitution|Gln->Asn substitution|Glu->Asp substitution|Leu/Ile->Val substitution|Thr->Ser substitution; atomic difference: -1C,-2H|-1C,-2H|-1C,-2H|-1C,-2H|-1C,-2H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009965566	CCMSLIB00009965566	0.78	7	Suspect related to Monoolein (predicted molecular formula: C20H38O4) with delta m/z -14.016 (putative explanation: Ala->Gly substitution|Gln->Asn substitution|Glu->Asp substitution|Leu/Ile->Val substitution|Thr->Ser substitution; atomic difference: -1C,-2H|-1C,-2H|-1C,-2H|-1C,-2H|-1C,-2H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009995596	CCMSLIB00009995596	0.78	6	Suspect related to Spectral Match to Monoelaidin from NIST14 (predicted molecular formula: C23H34O2) with delta m/z -14.029 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009996098	CCMSLIB00009996098	0.78	6	Suspect related to Spectral Match to Monopalmitolein (9c) from NIST14 (predicted molecular formula: unknown) with delta m/z 14.002 (putative explanation: unspecified; atomic difference: 1N)	[M+H]+	1
