USI	Cosine	Matching Peaks	Status
mzspec:MSV000085071:P2_A2_BA2_01_53199:scan:256	0.99	4	NoID
mzspec:MSV000082613:GIMap_P2_SI_Aq-Org_Mixed_C12:scan:1559	0.95	4	NoID
mzspec:MSV000082613:GIMap_P1_SI_Aq-Org_Mixed_C11:scan:1553	0.95	4	NoID
mzspec:MSV000082613:GIMap_P2_SI_Aq-Org_Mixed_C5:scan:1563	0.94	4	NoID
mzspec:MSV000082613:GIMap_P1_SI_Aq-Org_Mixed_H10:scan:1553	0.94	4	NoID
mzspec:MSV000082613:GIMap_P1_SI_Aq-Org_Mixed_G6:scan:1532	0.94	4	NoID
mzspec:MSV000082613:GIMap_P1_SI_Aq-Org_Mixed_E11:scan:1583	0.94	4	NoID
mzspec:MSV000082613:GIMap_P2_SI_Aq-Org_Mixed_C6:scan:1561	0.94	4	NoID
mzspec:MSV000082613:GIMap_P1_SI_Aq-Org_Mixed_H11:scan:1559	0.94	4	NoID
mzspec:MSV000082613:GIMap_P1_SI_Aq-Org_Mixed_E5:scan:1549	0.94	4	NoID
mzspec:MSV000082613:GIMap_P1_SI_Aq-Org_Mixed_B11:scan:1553	0.94	4	NoID
mzspec:MSV000082613:GIMap_P1_SI_Aq-Org_Mixed_H6:scan:1524	0.93	4	NoID
mzspec:MSV000082613:GIMap_P1_SI_Aq-Org_Mixed_E12:scan:1552	0.93	4	NoID
mzspec:MSV000085071:P1_B7_GB7_01_53108:scan:243	0.93	4	NoID
mzspec:MSV000082613:GIMap_P2_SI_Aq-Org_Mixed_D11:scan:1568	0.93	4	NoID
mzspec:MSV000082613:GIMap_P1_SI_Aq-Org_Mixed_G11:scan:1569	0.93	4	NoID
mzspec:MSV000082613:GIMap_P2_SI_Aq-Org_Mixed_B6:scan:1571	0.93	4	NoID
mzspec:MSV000082613:GIMap_P2_SI_Aq-Org_Mixed_C10:scan:1572	0.93	4	NoID
mzspec:MSV000082613:GIMap_P1_SI_Aq-Org_Mixed_D12:scan:1541	0.93	4	NoID
mzspec:MSV000082613:GIMap_P1_SI_Org_A11:scan:1007	0.93	4	NoID
mzspec:MSV000082613:GIMap_P2_SI_Aq-Org_Mixed_A12:scan:1568	0.93	4	NoID
mzspec:MSV000082613:GIMap_P1_SI_Aq-Org_Mixed_H5:scan:1549	0.93	4	NoID
mzspec:MSV000082613:GIMap_P1_SI_Aq-Org_Mixed_C6:scan:1530	0.93	4	NoID
mzspec:MSV000082613:GIMap_P2_SI_Aq-Org_Mixed_A6:scan:1556	0.92	4	NoID
mzspec:MSV000082613:GIMap_P1_SI_Aq-Org_Mixed_G5:scan:960	0.92	4	NoID
mzspec:MSV000082613:GIMap_P2_SI_Aq-Org_Mixed_D5:scan:1576	0.92	4	NoID
mzspec:MSV000082613:GIMap_P1_SI_Aq-Org_Mixed_D11:scan:968	0.92	4	NoID
mzspec:MSV000082613:GIMap_P1_SI_Aq-Org_Mixed_C12:scan:1536	0.92	4	NoID
mzspec:MSV000082613:GIMap_P2_SI_Aq-Org_Mixed_B12:scan:1513	0.92	4	NoID
mzspec:MSV000082613:GIMap_P3_SI_Aq_A9:scan:978	0.92	4	NoID
mzspec:MSV000082613:GIMap_P1_SI_Aq-Org_Mixed_H4:scan:1536	0.92	4	NoID
mzspec:MSV000082613:GIMap_P2_SI_Aq-Org_Mixed_D12:scan:1565	0.92	4	NoID
mzspec:MSV000082613:GIMap_P2_SI_Aq-Org_Mixed_C3:scan:1565	0.92	4	NoID
mzspec:MSV000085071:P1_D7_GD7_01_53134:scan:269	0.92	4	NoID
mzspec:MSV000082613:GIMap_P1_SI_Aq-Org_Mixed_G9:scan:1551	0.91	4	NoID
mzspec:MSV000084186:Cohort2_Sample338:scan:1814	0.91	4	NoID
mzspec:MSV000082613:GIMap_P1_SI_Aq-Org_Mixed_E6:scan:1532	0.91	4	NoID
mzspec:MSV000082613:GIMap_P2_SI_Aq-Org_Mixed_D6:scan:1561	0.91	4	NoID
mzspec:MSV000085071:P2_B9_BB9_01_53219:scan:119	0.9	4	NoID
mzspec:MSV000082613:GIMap_P1_SI_Aq-Org_Mixed_C4:scan:958	0.9	4	NoID
mzspec:MSV000082613:GIMap_P1_SI_Aq-Org_Mixed_D6:scan:1533	0.9	4	NoID
mzspec:MSV000085071:P2_A9_BA9_01_53206:scan:161	0.9	4	NoID
mzspec:MSV000082613:GIMap_P1_SI_Aq-Org_Mixed_B10:scan:1545	0.9	4	NoID
mzspec:MSV000082613:GIMap_P1_SI_Aq-Org_Mixed_F6:scan:1548	0.89	4	NoID
mzspec:MSV000082613:GIMap_P1_SI_Aq-Org_Mixed_H9:scan:1021	0.89	4	NoID
mzspec:MSV000082613:GIMap_P2_SI_Aq-Org_Mixed_A11:scan:944	0.89	4	NoID
mzspec:MSV000082613:GIMap_P1_SI_Aq-Org_Mixed_A5:scan:1540	0.89	4	NoID
mzspec:MSV000082613:GIMap_P1_SI_Aq-Org_Mixed_D9:scan:1561	0.89	4	NoID
mzspec:MSV000083835:39:scan:2331	0.89	4	NoID
mzspec:MSV000082613:GIMap_P1_SI_Aq-Org_Mixed_F12:scan:1547	0.89	4	NoID
mzspec:MSV000082613:GIMap_P2_SI_Aq-Org_Mixed_C11:scan:946	0.88	4	NoID
mzspec:MSV000085071:P2_E7_BE7_01_53256:scan:173	0.88	4	NoID
mzspec:MSV000085071:P1_B10_GB10_01_53111:scan:150	0.88	4	NoID
mzspec:MSV000082613:GIMap_P1_SI_Aq-Org_Mixed_E9:scan:1020	0.88	4	NoID
mzspec:MSV000082613:GIMap_P1_SI_Aq-Org_Mixed_C8:scan:1016	0.88	4	NoID
mzspec:MSV000082613:GIMap_P1_SI_Aq-Org_Mixed_B5:scan:1546	0.87	4	NoID
mzspec:MSV000082613:GIMap_P2_SI_Aq-Org_Mixed_B5:scan:962	0.87	4	NoID
mzspec:MSV000082617:GIMap_P1_LI_Aq-Org_Mixed_A5:scan:955	0.87	4	NoID
mzspec:MSV000085071:P2_A3_BA3_01_53200:scan:159	0.86	4	NoID
mzspec:MSV000082613:GIMap_P1_SI_Aq-Org_Mixed_F9:scan:1013	0.86	4	NoID
mzspec:MSV000082613:GIMap_P1_SI_Aq-Org_Mixed_F10:scan:1565	0.86	4	NoID
mzspec:MSV000082613:GIMap_P2_SI_Aq-Org_Mixed_C2:scan:1572	0.86	4	NoID
mzspec:MSV000082613:GIMap_P3_SI_Aq-Org_Mixed_E1:scan:1047	0.86	4	NoID
mzspec:MSV000085071:P1_F4_GF4_01_53157:scan:155	0.85	4	NoID
mzspec:MSV000085071:P1_D10_GD10_01_53137:scan:156	0.84	4	NoID
mzspec:MSV000082613:GIMap_P1_SI_Aq-Org_Mixed_E8:scan:1021	0.84	4	NoID
mzspec:MSV000085071:P2_H6_BH6_01_53294:scan:144	0.84	4	NoID
mzspec:MSV000082613:GIMap_P2_SI_Aq-Org_Mixed_C4:scan:990	0.84	4	NoID
mzspec:MSV000082613:GIMap_P2_SI_Aq-Org_Mixed_A2:scan:1016	0.84	4	NoID
mzspec:MSV000084314:MSV000085071:scan:6179	0.83	4	NoID
mzspec:MSV000082613:GIMap_P1_SI_Aq-Org_Mixed_F5:scan:1549	0.83	4	NoID
mzspec:MSV000082613:GIMap_P1_SI_Aq-Org_Mixed_G8:scan:1023	0.83	4	NoID
mzspec:MSV000082613:GIMap_P2_SI_Aq-Org_Mixed_D3:scan:1010	0.83	4	NoID
mzspec:MSV000082613:GIMap_P3_SI_Aq-Org_Mixed_H1:scan:1036	0.83	4	NoID
mzspec:MSV000085071:P2_D9_BD9_01_53245:scan:114	0.82	4	NoID
mzspec:MSV000085071:P2_F6_BF6_01_53268:scan:149	0.82	4	NoID
mzspec:MSV000085071:P2_F7_BF7_01_53269:scan:210	0.82	4	NoID
mzspec:MSV000082613:GIMap_P3_SI_Aq-Org_Mixed_D4:scan:408	0.82	4	NoID
mzspec:MSV000085071:P1_E5_GE5_01_53145:scan:161	0.82	4	NoID
mzspec:MSV000082613:GIMap_P1_SI_Aq-Org_Mixed_G12:scan:1571	0.81	4	NoID
mzspec:MSV000082613:GIMap_P1_SI_Aq-Org_Mixed_A4:scan:1550	0.81	4	NoID
mzspec:MSV000085071:P1_E4_GE4_01_53144:scan:129	0.81	4	NoID
mzspec:MSV000085071:P1_E11_GE11_01_53151:scan:184	0.81	4	NoID
mzspec:MSV000085071:P2_E4_BE4_01_53253:scan:184	0.81	4	NoID
mzspec:MSV000082613:GIMap_P3_SI_Aq-Org_Mixed_G1:scan:1037	0.8	4	NoID
mzspec:MSV000085071:P2_A7_BA7_01_53204:scan:112	0.8	4	NoID
mzspec:MSV000085071:P2_D6_BD6_01_53242:scan:108	0.79	4	NoID
mzspec:MSV000085071:P2_D10_BD10_01_53246:scan:148	0.78	4	NoID
mzspec:MSV000085143:vehicle_LI_B_Nov_m2:scan:647	0.78	4	NoID
mzspec:MSV000085142:vehicle_LI_B_Nov_m2:scan:647	0.78	4	NoID
mzspec:MSV000087646:JA_Feb152021_RMmetabolomics_ddMS2IE1neg_LC_POOL_PlasmaSRM1950:scan:3956	0.77	4	NoID
mzspec:MSV000082613:GIMap_P2_SI_Aq-Org_Mixed_B4:scan:1032	0.77	4	NoID
mzspec:MSV000086293:neg n2 exo ms2 top5:scan:1670	0.75	4	NoID
mzspec:MSV000087885:PooledSample_exo_neg_I_MSMS:scan:2890	0.74	4	NoID
mzspec:MSV000084673:Sa_d9_BD4_01_13768:scan:1412	0.73	4	NoID
mzspec:MSV000085071:P1_E1_GE1_01_53141:scan:96	0.73	4	NoID
mzspec:MSV000086456:PLT5_G10_BG10_01_60075:scan:88	0.72	4	NoID
