USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006683371	CCMSLIB00006683371	0.99	5	PHENYLALANINE	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000425620	CCMSLIB00000425620	0.99	5	HMDB:HMDB00159-249 L-Phenylalanine	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006682704	CCMSLIB00006682704	0.99	5	PHENYLALANINE	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000221693	CCMSLIB00000221693	0.99	5	Massbank:PB000409 Phenylalanine|2-amino-3-phenylpropanoic acid	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000211963	CCMSLIB00000211963	0.98	4	ReSpect:PM018190 Phenylalanine	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006684015	CCMSLIB00006684015	0.98	5	PHENYLALANINE	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009966259	CCMSLIB00009966259	0.97	5	Suspect related to N-Acetyl-L-tyrosine (predicted molecular formula: C11H13NO3) with delta m/z -15.995 (putative explanation: Ser->Ala substitution|Tyr->Phe substitution|reduction; atomic difference: -1O|-1O|-1O)	[M-C2H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006682847	CCMSLIB00006682847	0.97	5	PHENYLALANINE	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003136645	CCMSLIB00003136645	0.97	5	Spectral Match to DL-Phenylalanine from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006683807	CCMSLIB00006683807	0.97	5	PHENYLALANINE	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006683624	CCMSLIB00006683624	0.97	5	PHENYLALANINE	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010108592	CCMSLIB00010108592	0.96	5	DL-PHENYLALANINE CollisionEnergy:102040	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003138767	CCMSLIB00003138767	0.96	5	Spectral Match to DL-Phenylalanine from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003137029	CCMSLIB00003137029	0.96	5	Spectral Match to DL-Phenylalanine from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009953700	CCMSLIB00009953700	0.95	5	Suspect related to Massbank:CE000230 Tyrosine (predicted molecular formula: C9H11NO2) with delta m/z -15.995 (putative explanation: Ser->Ala substitution|Tyr->Phe substitution|reduction; atomic difference: -1O|-1O|-1O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003138221	CCMSLIB00003138221	0.94	5	Spectral Match to DL-Phenylalanine from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003139697	CCMSLIB00003139697	0.94	5	Spectral Match to DL-Phenylalanine from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010126542	CCMSLIB00010126542	0.93	5	L-phenylalanine CollisionEnergy:102040	M+H	1
