USI	Cosine	Matching Peaks	Status
mzspec:MSV000088823:DOM_Interlab_LCMS_Lab012_A45M_Neg_MS2_rep3_5uL:scan:3953	0.77	5	NoID
mzspec:MSV000084314:MSV000088823:scan:226388	0.76	5	NoID
mzspec:MSV000088823:DOM_Interlab_LCMS_Lab012_A45M_Neg_MS2_rep1_5uL:scan:3966	0.76	5	NoID
mzspec:MSV000087692:DOM_Interlab-LCMS_Lab19_M_Neg_MS2_rep1:scan:3153	0.76	5	NoID
mzspec:MSV000088823:DOM_Interlab-LCMS_Lab19_M_Neg_MS2_rep1:scan:3153	0.76	5	NoID
mzspec:MSV000088823:DOM_Interlab_LCMS_Lab012_A15M_Neg_MS2_rep1_5uL:scan:4009	0.75	5	NoID
mzspec:MSV000088823:DOM_Interlab-LCMS_Lab7_M_NEG_MS2_rep1:scan:3237	0.75	4	NoID
mzspec:MSV000084314:MSV000087861:scan:1350	0.75	4	NoID
mzspec:MSV000087692:DOM_Interlab-LCMS_Lab19_A15M_Neg_MS2_rep3:scan:3246	0.75	4	NoID
mzspec:MSV000088823:DOM_Interlab-LCMS_Lab19_A15M_Neg_MS2_rep3:scan:3246	0.75	4	NoID
mzspec:MSV000088823:6_Lab_33_A5M_Neg_MS2_1_28_07_2021:scan:4294967295	0.75	4	NoID
mzspec:MSV000087692:DOM_Interlab-LCMS_Lab19_A5M_Neg_MS2_rep2:scan:3118	0.74	6	NoID
mzspec:MSV000088823:DOM_Interlab-LCMS_Lab19_A5M_Neg_MS2_rep2:scan:3118	0.74	6	NoID
mzspec:MSV000088823:DOM_Interlab_LCMS_Lab012_A45M_Neg_MS2_rep2_5uL:scan:3961	0.74	5	NoID
mzspec:MSV000088823:DOM_Interlab-LCMS_Lab19_A5M_Neg_MS2_rep1:scan:3229	0.74	4	NoID
mzspec:MSV000088823:19_Lab_33_M_Neg_MS2_3_28_07_2021:scan:4294967295	0.74	4	NoID
mzspec:MSV000087692:DOM_Interlab-LCMS_Lab19_A5M_Neg_MS2_rep1:scan:3229	0.74	4	NoID
mzspec:MSV000087692:DOM_Interlab-LCMS_Lab19_M_Neg_MS2_rep2:scan:3156	0.73	5	NoID
mzspec:MSV000088823:DOM_Interlab_LCMS_Lab012_M_Neg_MS2_rep1_5uL:scan:4191	0.73	5	NoID
mzspec:MSV000088823:DOM_Interlab_LCMS_Lab012_A15M_Neg_MS2_rep2_5uL:scan:3998	0.73	5	NoID
mzspec:MSV000088823:DOM_Interlab-LCMS_Lab19_M_Neg_MS2_rep2:scan:3156	0.73	5	NoID
mzspec:MSV000088823:DOM_Interlab-LCMS_Lab16_A45M_Neg_MS2_rep3:scan:3740	0.72	4	NoID
mzspec:MSV000087692:DOM_Interlab-LCMS_Lab19_A5M_Neg_MS2_rep3:scan:3200	0.72	4	NoID
mzspec:MSV000088823:DOM_Interlab-LCMS_Lab19_A5M_Neg_MS2_rep3:scan:3200	0.72	4	NoID
mzspec:MSV000087935:DOM_Interlab-LCMS_Lab26_A5M_Neg_MS2_rep1:scan:4179	0.72	4	NoID
mzspec:MSV000088823:DOM_Interlab-LCMS_Lab26_A5M_Neg_MS2_rep1:scan:4179	0.72	4	NoID
mzspec:MSV000088823:DOM_Interlab_LCMS_Lab012_A5M_Neg_MS2_rep3:scan:3926	0.71	5	NoID
mzspec:MSV000088823:DOM_Interlab_LCMS_Lab012_A5M_Neg_MS2_rep2:scan:3916	0.71	5	NoID
mzspec:MSV000088823:DOM_Interlab-LCMS_Lab16_A15M_Neg_MS2_rep3:scan:3704	0.71	4	NoID
mzspec:MSV000087702:DOM_Interlab-LCMS_Lab16_A15M_Neg_MS2_rep3:scan:3704	0.71	4	NoID
mzspec:MSV000087692:DOM_Interlab-LCMS_Lab19_A15M_Neg_MS2_rep2:scan:3177	0.71	4	NoID
mzspec:MSV000088823:DOM_Interlab-LCMS_Lab9_M_Neg_MS2_rep1:scan:2802	0.71	4	NoID
mzspec:MSV000088823:DOM_Interlab-LCMS_Lab6_A45M_Neg_MS2_rep1:scan:3390	0.71	4	NoID
mzspec:MSV000087322:DOM_Interlab-LCMS_Lab6_A45M_Neg_MS2_rep1:scan:3390	0.71	4	NoID
mzspec:MSV000087702:DOM_Interlab-LCMS_Lab16_A5M_Neg_MS2_rep2:scan:3902	0.71	4	NoID
mzspec:MSV000088823:DOM_Interlab-LCMS_Lab16_A5M_Neg_MS2_rep2:scan:3902	0.71	4	NoID
mzspec:MSV000088823:DOM_Interlab-LCMS_Lab19_A15M_Neg_MS2_rep2:scan:3177	0.71	4	NoID
mzspec:MSV000088823:DOM_Interlab-LCMS_Lab018_A15M_Neg_MS2_rep1:scan:5253	0.71	4	NoID
mzspec:MSV000087995:DOM_Interlab-LCMS_Lab018_A15M_Neg_MS2_rep1:scan:5253	0.71	4	NoID
mzspec:MSV000088823:DOM_Interlab-LCMS_Lab15_M_Neg_MS2_rep2:scan:3756	0.71	4	NoID
mzspec:MSV000088062:DOM_Interlab-LCMS_Lab15_M_Neg_MS2_rep2:scan:3756	0.71	4	NoID
mzspec:MSV000088823:DOM_Interlab-LCMS_Lab19_A15M_Neg_MS2_rep1:scan:3178	0.71	4	NoID
mzspec:MSV000087692:DOM_Interlab-LCMS_Lab19_A15M_Neg_MS2_rep1:scan:3178	0.71	4	NoID
mzspec:MSV000088823:DOM_Interlab-LCMS_Lab19_A45M_Neg_MS2_rep1:scan:3181	0.71	4	NoID
mzspec:MSV000087692:DOM_Interlab-LCMS_Lab19_A45M_Neg_MS2_rep1:scan:3181	0.71	4	NoID
mzspec:MSV000088823:DOM_Interlab-LCMS_Lab26_M_Neg_MS2_rep1:scan:4102	0.7	5	NoID
