file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	Filepath	Filename	MassIVE	Taxaname_file	Taxaname_alternative	Taxa_NCBI	Taxa_Assigment	ReDU_Availability	Blank	QC
mzspec:MSV000090016:015_Mbovis_BCG_stat_phase__MBL	-0.0	mzspec:MSV000090016:015_Mbovis_BCG_stat_phase__MBL:scan:4294967295	1	0.8	5	MSV000090016	NoID	MSV000090016/peak/XGLab_M. bovis BCG Growth Phase/Metabolites/015_Mbovis_BCG_stat_phase__MBL.mzML	MSV000090016/015_Mbovis_BCG_stat_phase__MBL.mzML	MSV000090016	Mycobacterium bovis BCG	Mycobacterium bovis BCG	316407	manual	No	No	No
mzspec:MSV000084460:190227_NegDDA_QC1	0.03	mzspec:MSV000084460:190227_NegDDA_QC1:scan:3030	1	0.78	7	MSV000084460	NoID	MSV000084460/ccms_peak/190227_NegDDA_QC1.mzML	MSV000084460/190227_NegDDA_QC1.mzML	MSV000084460	Lecanicillium psalliotae		qc	automatic	No	No	Yes
mzspec:MSV000084460:190227_NegDDA_QC2	0.03	mzspec:MSV000084460:190227_NegDDA_QC2:scan:3013	1	0.74	6	MSV000084460	NoID	MSV000084460/ccms_peak/190227_NegDDA_QC2.mzML	MSV000084460/190227_NegDDA_QC2.mzML	MSV000084460	Lecanicillium psalliotae		qc	automatic	No	No	Yes
mzspec:MSV000083835:19	-0.0	mzspec:MSV000083835:19:scan:4406	1	0.74	6	MSV000083835	NoID	MSV000083835/peak/EtOAc_Neg_mzML/19.mzML	MSV000083835/19.mzML	MSV000083835	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000083835:8	-0.0	mzspec:MSV000083835:8:scan:3669	1	0.74	6	MSV000083835	NoID	MSV000083835/peak/MeOH_High_res_mzML/8.mzML	MSV000083835/8.mzML	MSV000083835	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000083835:8 SJ on GSPG meth-neg	-0.0	mzspec:MSV000083835:8 SJ on GSPG meth-neg:scan:3669	1	0.74	6	MSV000083835	NoID	MSV000083835/updates/2019-05-21_lfnothias_ad043d61/peak/Methanol/SJ/8 SJ on GSPG meth-neg.mzXML	MSV000083835/8 SJ on GSPG meth-neg.mzXML	MSV000083835	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000083835:19 SJ on SA EthAc-neg	-0.0	mzspec:MSV000083835:19 SJ on SA EthAc-neg:scan:4406	1	0.74	6	MSV000083835	NoID	MSV000083835/updates/2019-05-21_lfnothias_ad043d61/peak/Ethyl Acetate/SJ/19 SJ on SA EthAc-neg.mzXML	MSV000083835/19 SJ on SA EthAc-neg.mzXML	MSV000083835	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000087629:19+SJ+on+SA+EthAc-neg	-0.0	mzspec:MSV000087629:19+SJ+on+SA+EthAc-neg:scan:4406	1	0.74	6	MSV000087629	NoID	MSV000087629/ccms_peak/19+SJ+on+SA+EthAc-neg.mzML	MSV000087629/19+SJ+on+SA+EthAc-neg.mzML	MSV000087629	Streptomyces jumonjinensis		1945	automatic	No	No	No
mzspec:MSV000083835:31	-0.0	mzspec:MSV000083835:31:scan:4437	1	0.74	6	MSV000083835	NoID	MSV000083835/peak/EtOAc_Neg_mzML/31.mzML	MSV000083835/31.mzML	MSV000083835	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000087629:8+SJ+on+GSPG+meth-neg	-0.0	mzspec:MSV000087629:8+SJ+on+GSPG+meth-neg:scan:3669	1	0.74	6	MSV000087629	NoID	MSV000087629/ccms_peak/8+SJ+on+GSPG+meth-neg.mzML	MSV000087629/8+SJ+on+GSPG+meth-neg.mzML	MSV000087629	Streptomyces jumonjinensis		1945	automatic	No	No	No
mzspec:MSV000083835:37_neg_PBS	-0.0	mzspec:MSV000083835:37_neg_PBS:scan:4137	1	0.7	7	MSV000083835	NoID	MSV000083835/peak/PBS_mzML/37_neg_PBS.mzML	MSV000083835/37_neg_PBS.mzML	MSV000083835	Streptomyces		1883	automatic	No	No	No
