USI	Cosine	Matching Peaks	Status
mzspec:MSV000085944:skin_09_90_OF:scan:137	0.92	8	NoID
mzspec:MSV000085944:skin_09_30_OF:scan:137	0.91	7	NoID
mzspec:MSV000085944:skin_09_60_UB:scan:142	0.9	8	NoID
mzspec:MSV000086483:DHMC_19_D10_rerun:scan:106	0.87	7	NoID
mzspec:MSV000085944:skin_05_480_UB:scan:139	0.86	7	NoID
mzspec:MSV000087646:JA_Feb152021_RMmetabolomics_ddMS2IE1pos_LC_POOL_VaginalFluid:scan:1574	0.85	7	NoID
mzspec:MSV000085944:skin_09_720_OF:scan:141	0.84	7	NoID
mzspec:MSV000085944:skin_04_90_UB:scan:142	0.84	7	NoID
mzspec:MSV000087646:JA_Feb152021_RMmetabolomics_ddMS2IE2pos_LC_POOL_VaginalFluid:scan:1512	0.83	6	NoID
mzspec:MSV000085944:skin_05_30_UB:scan:137	0.83	5	NoID
mzspec:MSV000085944:skin_04_30_UB:scan:142	0.82	7	NoID
mzspec:MSV000085944:skin_05_90_OF:scan:143	0.82	6	NoID
mzspec:MSV000085944:skin_05_600_UB:scan:143	0.81	6	NoID
mzspec:MSV000084314:MSV000087646:scan:22074	0.81	5	NoID
mzspec:MSV000087646:JA_Feb152021_RMmetabolomics_ddMS2IE0pos_LC_POOL_VaginalFluid:scan:1644	0.81	5	NoID
mzspec:MSV000085944:skin_04_30_FH:scan:138	0.8	6	NoID
mzspec:MSV000085944:skin_04_0_UB:scan:143	0.8	6	NoID
mzspec:MSV000085944:skin_03_30_UB:scan:142	0.8	6	NoID
mzspec:MSV000085944:skin_04_600_UB:scan:143	0.78	6	NoID
mzspec:MSV000085944:skin_09_360_UB:scan:143	0.78	6	NoID
mzspec:MSV000084314:MSV000085944:scan:58590	0.78	6	NoID
mzspec:MSV000085944:skin_04_360_UB:scan:144	0.77	7	NoID
mzspec:MSV000085944:skin_05_0_UB:scan:142	0.77	6	NoID
mzspec:MSV000085944:skin_11_720_UB:scan:139	0.77	5	NoID
mzspec:MSV000085944:skin_05_90_UB:scan:144	0.76	6	NoID
mzspec:MSV000085944:skin_01_60_OF:scan:133	0.76	5	NoID
mzspec:MSV000085944:skin_05_0_OF:scan:142	0.75	6	NoID
mzspec:MSV000085944:skin_07_240_UB:scan:144	0.75	6	NoID
mzspec:MSV000085944:skin_04_60_UB:scan:146	0.75	6	NoID
mzspec:MSV000085944:skin_10_600_UB:scan:133	0.71	4	NoID
