USI	Cosine	Matching Peaks	Status
mzspec:MSV000085607:X2052835_GF8_01_54976:scan:1800	0.78	7	NoID
mzspec:MSV000085724:X2052835_GF8_01_54976:scan:1800	0.78	7	NoID
mzspec:MSV000085852:QC_DOM_6:scan:2620	0.76	7	NoID
mzspec:MSV000083010:G75759_1x_10ul_RG2_01_19892:scan:2007	0.76	6	NoID
mzspec:MSV000084314:MSV000080918:scan:454629	0.76	6	NoID
mzspec:MSV000084314:MSV000080558:scan:454702	0.76	6	NoID
mzspec:MSV000081676:G75759_1x_10ul_RG2_01_19892:scan:2007	0.76	6	NoID
mzspec:MSV000082074:G75759_1x_10ul_RG2_01_19892:scan:2007	0.76	6	NoID
mzspec:MSV000084900:G75759_1x_10ul_RG2_01_19892:scan:2007	0.76	6	NoID
mzspec:MSV000085025:Xeno_10ng_pH2_1:scan:3285	0.76	6	NoID
mzspec:MSV000085025:Xeno_0ng_pH2_1:scan:3260	0.75	6	NoID
mzspec:MSV000088823:DOM_Interlab-LCMS_Lab1_M_Pos_MS2_rep3:scan:3692	0.75	6	NoID
mzspec:MSV000087951:DOM_Interlab-LCMS_Lab1_M_Pos_MS2_rep3:scan:3692	0.75	6	NoID
mzspec:MSV000079134:30_0_Fe_GF1_01_31024:scan:4239	0.75	4	NoID
mzspec:MSV000082647:81913:scan:2939	0.74	6	NoID
mzspec:MSV000085120:BAX125_2x_BD4_01_23291:scan:1863	0.74	6	NoID
mzspec:MSV000088021:DOMstd_7:scan:3355	0.74	6	NoID
mzspec:MSV000082647:81963:scan:2975	0.73	6	NoID
mzspec:MSV000085852:CCE2019_209:scan:3234	0.73	6	NoID
mzspec:MSV000085724:X2403412_RE10_01_55095:scan:1796	0.73	6	NoID
mzspec:MSV000085607:X2403412_RE10_01_55095:scan:1796	0.73	6	NoID
mzspec:MSV000079485:31_40494:scan:4454	0.73	5	NoID
mzspec:MSV000080976:P2_RC11_01_9418:scan:1607	0.72	7	NoID
mzspec:MSV000087951:DOM_Interlab-LCMS_Lab1_A5M_Pos_MS2_rep1:scan:3647	0.72	6	NoID
mzspec:MSV000085120:BAX397_6x_GE1_01_23634:scan:1863	0.72	6	NoID
mzspec:MSV000088823:DOM_Interlab-LCMS_Lab1_A5M_Pos_MS2_rep1:scan:3647	0.72	6	NoID
mzspec:MSV000081486:FB00929183_RC7_01_14672:scan:2867	0.72	6	NoID
mzspec:MSV000087951:DOM_Interlab-LCMS_Lab1_A5M_Pos_MS2_rep3:scan:3656	0.72	6	NoID
mzspec:MSV000087951:DOM_Interlab-LCMS_Lab1_M_Pos_MS2_rep2:scan:3690	0.72	6	NoID
mzspec:MSV000088823:DOM_Interlab-LCMS_Lab1_A5M_Pos_MS2_rep3:scan:3656	0.72	6	NoID
mzspec:MSV000085120:BAX526_6x_BH8_01_23852:scan:1857	0.72	6	NoID
mzspec:MSV000088823:DOM_Interlab-LCMS_Lab1_M_Pos_MS2_rep2:scan:3690	0.72	6	NoID
mzspec:MSV000080673:000023548_RH10_01_4740:scan:2636	0.72	6	NoID
mzspec:MSV000081981:000023548_RH10_01_4740:scan:2636	0.72	6	NoID
mzspec:MSV000081486:FB00930406_RA4_01_15760:scan:2847	0.71	6	NoID
mzspec:MSV000085607:X2067157_GH4_01_55003:scan:1796	0.71	6	NoID
mzspec:MSV000085724:X2067157_GH4_01_55003:scan:1796	0.71	6	NoID
mzspec:MSV000084314:MSV000088823:scan:410667	0.71	6	NoID
mzspec:MSV000087951:DOM_Interlab-LCMS_Lab1_M_Pos_MS2_rep1:scan:3688	0.71	6	NoID
mzspec:MSV000085852:QC_DOM_3:scan:2629	0.71	6	NoID
mzspec:MSV000085852:blank_DOM_2:scan:2626	0.71	6	NoID
mzspec:MSV000088823:DOM_Interlab-LCMS_Lab1_M_Pos_MS2_rep1:scan:3688	0.71	6	NoID
mzspec:MSV000085852:QC_DOM_13:scan:2616	0.71	6	NoID
mzspec:MSV000088021:DOMstd_8:scan:3322	0.71	6	NoID
mzspec:MSV000084314:MSV000088021:scan:167286	0.71	5	NoID
mzspec:MSV000080558:SS324_RD9_01_7681:scan:4239	0.7	7	NoID
mzspec:MSV000080918:SS324_RD9_01_7681:scan:4239	0.7	7	NoID
mzspec:MSV000088164:DOMstnd_20210926215035:scan:3277	0.7	6	NoID
mzspec:MSV000085852:blank_DOM_30_restart:scan:2581	0.7	6	NoID
mzspec:MSV000088823:DOM_Interlab-LCMS_Lab1_A15M_Pos_MS2_rep3:scan:3673	0.7	6	NoID
mzspec:MSV000087951:DOM_Interlab-LCMS_Lab1_A15M_Pos_MS2_rep3:scan:3673	0.7	6	NoID
