USI	Cosine	Matching Peaks	Status
mzspec:MSV000083105:rime5941_181101_neg_Cotton_JEN2_gutcontent_5_5ul:scan:9154	0.93	6	NoID
mzspec:MSV000083105:rime5941_181101_neg_Cotton_YEE_gutcontent_4_5ul:scan:9135	0.91	6	NoID
mzspec:MSV000084314:MSV000083105:scan:16382	0.91	5	NoID
mzspec:MSV000083300:BP000098430_n:scan:1856	0.86	6	NoID
mzspec:MSV000083105:rime5941_181101_neg_Cotton_JEN2_gutcontent_1_5ul:scan:9063	0.86	5	NoID
mzspec:MSV000083105:rime5941_181101_neg_Cotton_YEE_gutcontent_1_5ul:scan:9034	0.86	5	NoID
mzspec:MSV000083300:BP000096864_n:scan:1861	0.84	6	NoID
mzspec:MSV000083105:rime5941_181101_neg_Cotton_JEN2_gutcontent_4_5ul:scan:9151	0.83	5	NoID
mzspec:MSV000083300:BP000097032_n:scan:1892	0.81	5	NoID
mzspec:MSV000083300:BP000096832_n:scan:1864	0.8	5	NoID
mzspec:MSV000083300:BP000098406_n:scan:1854	0.8	5	NoID
mzspec:MSV000084314:MSV000083300:scan:79356	0.79	5	NoID
mzspec:MSV000083105:rime5941_181101_neg_Cotton_YEE_gutcontent_3_5ul:scan:8961	0.78	4	NoID
mzspec:MSV000083300:BP000096825_n:scan:1852	0.77	4	NoID
mzspec:MSV000083105:rime5941_181101_neg_Cotton_YEE_gutcontent_5_5ul:scan:9180	0.73	4	NoID
