USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009994831	CCMSLIB00009994831	0.98	4	Suspect related to Spectral Match to Leu-Leu from NIST14 (predicted molecular formula: C6H18N4O6) with delta m/z -2.052 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009998498	CCMSLIB00009998498	0.98	4	Suspect related to Spectral Match to Ser-Leu from NIST14 (predicted molecular formula: C11H18N2O4) with delta m/z 24.0 (putative explanation: unspecified; atomic difference: 2C)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009942500	CCMSLIB00009942500	0.98	4	Suspect related to Asp-Ile (predicted molecular formula: C11H18N2O4) with delta m/z -3.995 (putative explanation: Pyro-Glu from E + Methylation|Thr->Pro substitution; atomic difference: 1C,-1O|1C,-1O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009998338	CCMSLIB00009998338	0.98	4	Suspect related to Spectral Match to PyroGlu-Tyr from NIST14 (predicted molecular formula: C11H18N2O4) with delta m/z -49.982 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009948272	CCMSLIB00009948272	0.98	4	Suspect related to Glu-Ile (predicted molecular formula: C11H18N2O4) with delta m/z -18.011 (putative explanation: Dehydration|Pyro-glu from E|carbodiimide crosslinker; atomic difference: -2H,-1O|-2H,-1O|-2H,-1O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009948216	CCMSLIB00009948216	0.98	4	Suspect related to Gln-Ile (predicted molecular formula: C11H18N2O4) with delta m/z -17.026 (putative explanation: Isopeptide bond formation with loss of ammonia|Loss of ammonia|Pyro-glu from Q; atomic difference: -3H,-1N|-3H,-1N|-3H,-1N)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009982058	CCMSLIB00009982058	0.97	4	Suspect related to Ser-Ile (predicted molecular formula: C11H18N2O4) with delta m/z 24.0 (putative explanation: unspecified; atomic difference: 2C)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009999562	CCMSLIB00009999562	0.97	4	Suspect related to Spectral Match to Val-Leu from NIST14 (predicted molecular formula: unknown) with delta m/z 11.964 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009998296	CCMSLIB00009998296	0.97	4	Suspect related to Spectral Match to PyroGlu-Phe from NIST14 (predicted molecular formula: C11H18N2O4) with delta m/z -33.984 (putative explanation: Phe->Leu/Ile substitution; atomic difference: -3C,2H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009942520	CCMSLIB00009942520	0.97	4	Suspect related to Asp-Leu (predicted molecular formula: C11H18N2O4) with delta m/z -3.995 (putative explanation: Pyro-Glu from E + Methylation|Thr->Pro substitution; atomic difference: 1C,-1O|1C,-1O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009948304	CCMSLIB00009948304	0.96	4	Suspect related to Glu-Leu (predicted molecular formula: C11H18N2O4) with delta m/z -18.011 (putative explanation: Dehydration|Pyro-glu from E|carbodiimide crosslinker; atomic difference: -2H,-1O|-2H,-1O|-2H,-1O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009994859	CCMSLIB00009994859	0.95	4	Suspect related to Spectral Match to Leu-Phe from NIST14 (predicted molecular formula: C11H18N2O4) with delta m/z -36.037 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009998957	CCMSLIB00009998957	0.95	4	Suspect related to Spectral Match to Thr-Ile from NIST14 (predicted molecular formula: C11H18N2O4) with delta m/z 9.984 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009999549	CCMSLIB00009999549	0.95	4	Suspect related to Spectral Match to Val-Ile from NIST14 (predicted molecular formula: C11H18N2O4) with delta m/z 11.964 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009990628	CCMSLIB00009990628	0.95	4	Suspect related to Spectral Match to Asp-Leu from NIST14 (predicted molecular formula: C11H18N2O4) with delta m/z -3.995 (putative explanation: Pyro-Glu from E + Methylation|Thr->Pro substitution; atomic difference: 1C,-1O|1C,-1O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009998969	CCMSLIB00009998969	0.9	4	Suspect related to Spectral Match to Thr-Leu from NIST14 (predicted molecular formula: C11H18N2O4) with delta m/z 9.984 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003137597	CCMSLIB00003137597	0.71	4	Spectral Match to PyroGlu-Ile from NIST14	M+H	1
