USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003140126	CCMSLIB00003140126	0.86	8	Spectral Match to 1-Palmitoyl-2-oleoyl-sn-glycerol from NIST14	339.3	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003138409	CCMSLIB00003138409	0.86	8	Spectral Match to Monoelaidin from NIST14	M+H-H2O	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003134669	CCMSLIB00003134669	0.83	8	Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphocholine from NIST14	339.3	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003139532	CCMSLIB00003139532	0.83	7	Spectral Match to Monoelaidin from NIST14	M+H-H2O	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009996165	CCMSLIB00009996165	0.81	9	Suspect related to Spectral Match to Monopalmitolein (9c) from NIST14 (predicted molecular formula: C21H40O4) with delta m/z 28.031 (putative explanation: Acetaldehyde +28|Ala->Val substitution|Cys->Met substitution|Ethylation|di-Methylation; atomic difference: 2C,4H|2C,4H|2C,4H|2C,4H|2C,4H)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009981794	CCMSLIB00009981794	0.81	9	Suspect related to Sclareol (predicted molecular formula: C18H40N5O3) with delta m/z 66.047 (putative explanation: unspecified; atomic difference: unspecified)	[M-2H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009966506	CCMSLIB00009966506	0.8	8	Suspect related to N-Oleoylglycine (predicted molecular formula: C21H38O3) with delta m/z -0.999 (putative explanation: 15N(1) (reverse); atomic difference: 1N,-1N[15])	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009997084	CCMSLIB00009997084	0.78	9	Suspect related to Spectral Match to Oleic acid ethyl ester from NIST14 (predicted molecular formula: C21H38O3) with delta m/z 27.995 (putative explanation: Formylation|Ser->Asp substitution|Thr->Glu substitution; atomic difference: 1C,1O|1C,1O|1C,1O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009995767	CCMSLIB00009995767	0.77	7	Suspect related to Spectral Match to Monoerucin from NIST14 (predicted molecular formula: C21H40O4) with delta m/z -56.062 (putative explanation: Dealkylation|Leu/Ile->Gly substitution; atomic difference: -4C,-8H|-4C,-8H)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009978581	CCMSLIB00009978581	0.76	8	Suspect related to Palmitelaidic acid (predicted molecular formula: C21H38O3) with delta m/z 84.058 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010000739	CCMSLIB00010000739	0.76	8	Suspect related to Stearoyl ethanolamide (predicted molecular formula: unknown) with delta m/z 27.995 (putative explanation: Formylation|Ser->Asp substitution|Thr->Glu substitution; atomic difference: 1C,1O|1C,1O|1C,1O)	[311.3]	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009965563	CCMSLIB00009965563	0.76	9	Suspect related to Monoolein (predicted molecular formula: C21H38O3) with delta m/z -18.011 (putative explanation: Dehydration|Pyro-glu from E|carbodiimide crosslinker; atomic difference: -2H,-1O|-2H,-1O|-2H,-1O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009977663	CCMSLIB00009977663	0.76	8	Suspect related to Oleic acid ethyl ester (predicted molecular formula: C21H38O3) with delta m/z 27.995 (putative explanation: Formylation|Ser->Asp substitution|Thr->Glu substitution; atomic difference: 1C,1O|1C,1O|1C,1O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003138932	CCMSLIB00003138932	0.76	8	Spectral Match to Monoelaidin from NIST14	M+H-H2O	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009979645	CCMSLIB00009979645	0.76	8	Suspect related to Phytomonic acid (predicted molecular formula: C21H38O3) with delta m/z 42.01 (putative explanation: Acetylation|Ser->Glu substitution|unspecified; atomic difference: 2C,2H,1O|2C,2H,1O|3N)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009929839	CCMSLIB00009929839	0.74	6	Suspect related to 1-Palmitoyl-2-oleoyl-sn-glycerol (predicted molecular formula: C21H40O4) with delta m/z -238.23 (putative explanation: Palmitoylation (reverse); atomic difference: -16C,-30H,-1O)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010004754	CCMSLIB00010004754	0.72	8	Suspect related to cis-Vaccenic acid (predicted molecular formula: C11H34N10O2) with delta m/z 56.026 (putative explanation: unspecified|Acrolein addition +56|Propionate labeling reagent light form (N-term & K)|unspecified; atomic difference: 1C,2H,3N|3C,4H,1O|3C,4H,1O|3C,4H,1O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010004479	CCMSLIB00010004479	0.72	8	Suspect related to cis-7-Hexadecenoic acid methyl ester (predicted molecular formula: C19H36N3O2) with delta m/z 70.042 (putative explanation: unspecified|Butyryl|Crotonaldehyde|unspecified; atomic difference: 2C,4H,3N|4C,6H,1O|4C,6H,1O|4C,6H,1O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010113533	CCMSLIB00010113533	0.72	7	Monoolein CollisionEnergy:102040	M+H-H2O	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009978853	CCMSLIB00009978853	0.71	8	Suspect related to Palmitoleic acid ethyl ester (predicted molecular formula: C21H38O3) with delta m/z 56.026 (putative explanation: unspecified|Acrolein addition +56|Propionate labeling reagent light form (N-term & K)|unspecified; atomic difference: 1C,2H,3N|3C,4H,1O|3C,4H,1O|3C,4H,1O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009965621	CCMSLIB00009965621	0.71	8	Suspect related to Monopalmitolein (9c) (predicted molecular formula: C21H38O3) with delta m/z 10.021 (putative explanation: Ser->Pro substitution; atomic difference: 2C,2H,-1O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009945582	CCMSLIB00009945582	0.71	7	Suspect related to DL-.beta.-Hydroxypalmitic acid (predicted molecular formula: C21H40O4) with delta m/z 84.058 (putative explanation: unspecified; atomic difference: unspecified)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010007168	CCMSLIB00010007168	0.71	7	Suspect related to trans-Vaccenic acid (predicted molecular formula: C21H40O4) with delta m/z 74.035 (putative explanation: unspecified|unspecified; atomic difference: 1C,4H,3N,1O|3C,6H,2O)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009930277	CCMSLIB00009930277	0.7	7	Suspect related to 1-Stearoyl-2-linoleoyl-sn-glycero-3-phospho-L-serine (predicted molecular formula: unknown) with delta m/z -264.246 (putative explanation: unspecified; atomic difference: unspecified)	[M-C3H8NO6P+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009977735	CCMSLIB00009977735	0.7	7	Suspect related to Oleic acid methyl ester (predicted molecular formula: unknown) with delta m/z 74.035 (putative explanation: unspecified|unspecified; atomic difference: 1C,4H,3N,1O|3C,6H,2O)	[M-CH4O+H]+	1
