file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	Filepath	Filename	MassIVE	Taxaname_file	Taxaname_alternative	Taxa_NCBI	Taxa_Assigment	ReDU_Availability	Blank	QC
mzspec:MSV000086666:01003-88-1	-0.0	mzspec:MSV000086666:01003-88-1:scan:2334	1	0.85	7	MSV000086666	NoID	MSV000086666/ccms_peak/01003-88-1.mzML	MSV000086666/01003-88-1.mzML	MSV000086666	Actinobacteria		201174	automatic	No	No	No
mzspec:MSV000085071:P2_C12_BC12_01_53235	-0.0	mzspec:MSV000085071:P2_C12_BC12_01_53235:scan:1154	1	0.84	6	MSV000085071	NoID	MSV000085071/ccms_peak/Mushrooms_NEG_P2_mzXML/P2_C12_BC12_01_53235.mzML	MSV000085071/P2_C12_BC12_01_53235.mzML	MSV000085071	Fungi		4751	automatic	No	No	No
mzspec:MSV000085071:P2_E7_BE7_01_53256	-0.0	mzspec:MSV000085071:P2_E7_BE7_01_53256:scan:1154	1	0.82	7	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P2_mzXML/P2_E7_BE7_01_53256.mzXML	MSV000085071/P2_E7_BE7_01_53256.mzXML	MSV000085071	Suillus umbonatus		48591	automatic	Yes	No	No
mzspec:MSV000088691:10021903	-0.0	mzspec:MSV000088691:10021903:scan:1992	1	0.82	7	MSV000088691	NoID	MSV000088691/peak/10021903.mzML	MSV000088691/10021903.mzML	MSV000088691	Fungi		4751	automatic	No	No	No
mzspec:MSV000085071:P1_A10_GA10_01_53098	0.01	mzspec:MSV000085071:P1_A10_GA10_01_53098:scan:1148	1	0.82	6	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P1_mzXML/P1_A10_GA10_01_53098.mzXML	MSV000085071/P1_A10_GA10_01_53098.mzXML	MSV000085071	Amanita muscaria subsp. flavivolvata		1004507	automatic	Yes	No	No
mzspec:MSV000083835:34	-0.0	mzspec:MSV000083835:34:scan:4458	1	0.82	6	MSV000083835	NoID	MSV000083835/peak/EtOAc_Neg_mzML/34.mzML	MSV000083835/34.mzML	MSV000083835	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000086666:01003-88-21	-0.0	mzspec:MSV000086666:01003-88-21:scan:2297	1	0.81	6	MSV000086666	NoID	MSV000086666/ccms_peak/01003-88-21.mzML	MSV000086666/01003-88-21.mzML	MSV000086666	Actinobacteria		201174	automatic	No	No	No
mzspec:MSV000085071:P1_E4_GE4_01_53144	0.02	mzspec:MSV000085071:P1_E4_GE4_01_53144:scan:1202	1	0.81	6	MSV000085071	NoID	MSV000085071/ccms_peak/Mushrooms_NEG_P1_mzXML/P1_E4_GE4_01_53144.mzML	MSV000085071/P1_E4_GE4_01_53144.mzML	MSV000085071	Fungi		4751	automatic	No	No	No
mzspec:MSV000085071:P1_G1_GG1_01_53167	0.02	mzspec:MSV000085071:P1_G1_GG1_01_53167:scan:1161	1	0.81	6	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P1_mzXML/P1_G1_GG1_01_53167.mzXML	MSV000085071/P1_G1_GG1_01_53167.mzXML	MSV000085071	Laccaria laccata		36061	automatic	Yes	No	No
mzspec:MSV000085071:P1_F8_GF8_01_53161	0.02	mzspec:MSV000085071:P1_F8_GF8_01_53161:scan:1143	1	0.8	6	MSV000085071	NoID	MSV000085071/ccms_peak/Mushrooms_NEG_P1_mzXML/P1_F8_GF8_01_53161.mzML	MSV000085071/P1_F8_GF8_01_53161.mzML	MSV000085071	Fungi		4751	automatic	No	No	No
mzspec:MSV000086666:01003-88-7	-0.0	mzspec:MSV000086666:01003-88-7:scan:2334	1	0.8	6	MSV000086666	NoID	MSV000086666/ccms_peak/01003-88-7.mzML	MSV000086666/01003-88-7.mzML	MSV000086666	Actinobacteria		201174	automatic	No	No	No
mzspec:MSV000085071:QC_RA2_01_53301	-0.01	mzspec:MSV000085071:QC_RA2_01_53301:scan:1124	1	0.8	6	MSV000085071	NoID	MSV000085071/updates/2020-03-25_amcaraballor_bc3ca9b3/peak/QC_NEG_mzXML/QC_RA2_01_53301.mzXML	MSV000085071/QC_RA2_01_53301.mzXML	MSV000085071	Fungi		qc	automatic	No	No	Yes
mzspec:MSV000085071:P1_F5_GF5_01_53158	0.02	mzspec:MSV000085071:P1_F5_GF5_01_53158:scan:1142	1	0.8	6	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P1_mzXML/P1_F5_GF5_01_53158.mzXML	MSV000085071/P1_F5_GF5_01_53158.mzXML	MSV000085071	Cortinarius flexipes		220798	automatic	Yes	No	No
mzspec:MSV000085071:P1_C2_GC2_01_53116	0.02	mzspec:MSV000085071:P1_C2_GC2_01_53116:scan:1155	1	0.79	6	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P1_mzXML/P1_C2_GC2_01_53116.mzXML	MSV000085071/P1_C2_GC2_01_53116.mzXML	MSV000085071	Asterophora lycoperdoides		117017	automatic	Yes	No	No
mzspec:MSV000085071:P1_G10_GF10_01_53176	0.02	mzspec:MSV000085071:P1_G10_GF10_01_53176:scan:1154	1	0.79	6	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P1_mzXML/P1_G10_GF10_01_53176.mzXML	MSV000085071/P1_G10_GF10_01_53176.mzXML	MSV000085071	Suillellus amygdalinus		405850	automatic	Yes	No	No
mzspec:MSV000083835:28	-0.0	mzspec:MSV000083835:28:scan:3772	1	0.79	6	MSV000083835	NoID	MSV000083835/peak/MeOH_Neg_mzML/28.mzML	MSV000083835/28.mzML	MSV000083835	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000085071:P1_D1_GD1_01_53128	0.02	mzspec:MSV000085071:P1_D1_GD1_01_53128:scan:1148	1	0.79	6	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P1_mzXML/P1_D1_GD1_01_53128.mzXML	MSV000085071/P1_D1_GD1_01_53128.mzXML	MSV000085071	Stereopsis humphreyi		181938	automatic	Yes	No	No
mzspec:MSV000085071:P1_C4_GC4_01_53118	0.02	mzspec:MSV000085071:P1_C4_GC4_01_53118:scan:1136	1	0.79	6	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P1_mzXML/P1_C4_GC4_01_53118.mzXML	MSV000085071/P1_C4_GC4_01_53118.mzXML	MSV000085071	Bolbitius titubans		1276655	automatic	Yes	No	No
mzspec:MSV000083835:33	-0.0	mzspec:MSV000083835:33:scan:4032	1	0.79	6	MSV000083835	NoID	MSV000083835/peak/EtOAc_Neg_mzML/33.mzML	MSV000083835/33.mzML	MSV000083835	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000085071:P1_E12_GE12_01_53152	0.02	mzspec:MSV000085071:P1_E12_GE12_01_53152:scan:1160	1	0.78	6	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P1_mzXML/P1_E12_GE12_01_53152.mzXML	MSV000085071/P1_E12_GE12_01_53152.mzXML	MSV000085071	Cortinarius alboviolaceus		160464	automatic	Yes	No	No
mzspec:MSV000085071:P3_A4_BA4_01_52801	-0.0	mzspec:MSV000085071:P3_A4_BA4_01_52801:scan:1151	1	0.78	6	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P3_mzXML/P3_A4_BA4_01_52801.mzXML	MSV000085071/P3_A4_BA4_01_52801.mzXML	MSV000085071	Tricholoma murrillianum		1806792	automatic	Yes	No	No
mzspec:MSV000085071:P2_B12_BB12_01_53222	-0.01	mzspec:MSV000085071:P2_B12_BB12_01_53222:scan:1179	1	0.78	6	MSV000085071	NoID	MSV000085071/ccms_peak/Mushrooms_NEG_P2_mzXML/P2_B12_BB12_01_53222.mzML	MSV000085071/P2_B12_BB12_01_53222.mzML	MSV000085071	Fungi		4751	automatic	No	No	No
mzspec:MSV000085858:28_2_scab_M_SAMPLE_WT_OBA_14_C4_Neg	-0.0	mzspec:MSV000085858:28_2_scab_M_SAMPLE_WT_OBA_14_C4_Neg:scan:2945	1	0.77	6	MSV000085858	NoID	MSV000085858/ccms_peak/28_2_scab_M_SAMPLE_WT_OBA_14_C4_Neg.mzML	MSV000085858/28_2_scab_M_SAMPLE_WT_OBA_14_C4_Neg.mzML	MSV000085858	Streptomyces scabiei 87.22		680198	automatic	No	No	No
mzspec:MSV000085071:P2_C3_BC3_01_53226	-0.01	mzspec:MSV000085071:P2_C3_BC3_01_53226:scan:1172	1	0.77	6	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P2_mzXML/P2_C3_BC3_01_53226.mzXML	MSV000085071/P2_C3_BC3_01_53226.mzXML	MSV000085071	Tricholoma inamoenum		181713	automatic	Yes	No	No
mzspec:MSV000084595:28_2_scab_M_SAMPLE_WT_OBA_14_C4_Neg	-0.0	mzspec:MSV000084595:28_2_scab_M_SAMPLE_WT_OBA_14_C4_Neg:scan:2945	1	0.77	6	MSV000084595	NoID	MSV000084595/ccms_peak/Negative_RAW/28_2_scab_M_SAMPLE_WT_OBA_14_C4_Neg.mzML	MSV000084595/28_2_scab_M_SAMPLE_WT_OBA_14_C4_Neg.mzML	MSV000084595	Streptomyces		1883	automatic	No	No	No
mzspec:MSV000085071:P1_E5_GE5_01_53145	0.02	mzspec:MSV000085071:P1_E5_GE5_01_53145:scan:1154	1	0.77	6	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P1_mzXML/P1_E5_GE5_01_53145.mzXML	MSV000085071/P1_E5_GE5_01_53145.mzXML	MSV000085071	Collybia cirrhata		130897	automatic	Yes	No	No
mzspec:MSV000085071:P2_C1_BC1_01_53224	-0.01	mzspec:MSV000085071:P2_C1_BC1_01_53224:scan:1166	1	0.77	6	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P2_mzXML/P2_C1_BC1_01_53224.mzXML	MSV000085071/P2_C1_BC1_01_53224.mzXML	MSV000085071	Lepiota clypeolaria		56165	automatic	Yes	No	No
mzspec:MSV000088690:10021903	-0.0	mzspec:MSV000088690:10021903:scan:1992	1	0.77	6	MSV000088690	NoID	MSV000088690/peak/10021903.mzML	MSV000088690/10021903.mzML	MSV000088690	Fungi		4751	automatic	No	No	No
mzspec:MSV000085071:P1_A5_GA5_01_53093	0.01	mzspec:MSV000085071:P1_A5_GA5_01_53093:scan:1160	1	0.77	6	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P1_mzXML/P1_A5_GA5_01_53093.mzXML	MSV000085071/P1_A5_GA5_01_53093.mzXML	MSV000085071	Agaricus thiersii		1712000	automatic	Yes	No	No
