file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G87381_RA5_01_26070	-0.0	mzspec:MSV000084900:G87381_RA5_01_26070:scan:1910	1	0.82	8	MSV000084900	NoID	MSV000084900	G87381_RA5_01_26070.mzXML	rosemary
mzspec:MSV000084900:18NAVY30_v1_lun_8_BE9_01_39714	-0.0	mzspec:MSV000084900:18NAVY30_v1_lun_8_BE9_01_39714:scan:1575	1	0.82	8	MSV000084900	NoID	MSV000084900	18NAVY30_v1_lun_8_BE9_01_39714.mzXML	green grape
mzspec:MSV000084900:G78973_1x_BB7_01_20144	-0.0	mzspec:MSV000084900:G78973_1x_BB7_01_20144:scan:1810	1	0.8	7	MSV000084900	NoID	MSV000084900	G78973_1x_BB7_01_20144.mzXML	nutmeg
mzspec:MSV000084900:G79637_1x_RH11_01_18964	-0.0	mzspec:MSV000084900:G79637_1x_RH11_01_18964:scan:1859	1	0.79	7	MSV000084900	NoID	MSV000084900	G79637_1x_RH11_01_18964.mzXML	grapefruit
mzspec:MSV000084900:G72478_1x_BF6_01_17324	-0.0	mzspec:MSV000084900:G72478_1x_BF6_01_17324:scan:1959	1	0.78	7	MSV000084900	NoID	MSV000084900	G72478_1x_BF6_01_17324.mzXML	ginger
mzspec:MSV000084900:RB3_RB3_01_49068	-0.0	mzspec:MSV000084900:RB3_RB3_01_49068:scan:1872	1	0.77	8	MSV000084900	NoID	MSV000084900	RB3_RB3_01_49068.mzXML	sage
mzspec:MSV000084900:G87363_1x_BA5_01_26139	-0.0	mzspec:MSV000084900:G87363_1x_BA5_01_26139:scan:1922	1	0.77	7	MSV000084900	NoID	MSV000084900	G87363_1x_BA5_01_26139.mzXML	ground cherry
mzspec:MSV000084900:AMZ_42_RE3_01_48985	-0.0	mzspec:MSV000084900:AMZ_42_RE3_01_48985:scan:1907	1	0.76	7	MSV000084900	NoID	MSV000084900	AMZ_42_RE3_01_48985.mzXML	complex
mzspec:MSV000084900:73981_1x_BA10_01_17393	-0.0	mzspec:MSV000084900:73981_1x_BA10_01_17393:scan:1927	1	0.75	8	MSV000084900	NoID	MSV000084900	73981_1x_BA10_01_17393.mzXML	rosemary
mzspec:MSV000084900:G86824_1x_RF6_01_23364	0.0	mzspec:MSV000084900:G86824_1x_RF6_01_23364:scan:1569	1	0.75	7	MSV000084900	NoID	MSV000084900	G86824_1x_RF6_01_23364.mzXML	oregano
mzspec:MSV000084900:G86794_1x_RH2_01_23390	-0.01	mzspec:MSV000084900:G86794_1x_RH2_01_23390:scan:1962	1	0.74	8	MSV000084900	NoID	MSV000084900	G86794_1x_RH2_01_23390.mzXML	ginger
mzspec:MSV000084900:AMZ_44_RE5_01_48986	-0.0	mzspec:MSV000084900:AMZ_44_RE5_01_48986:scan:1910	1	0.72	7	MSV000084900	NoID	MSV000084900	AMZ_44_RE5_01_48986.mzXML	complex
mzspec:MSV000084900:G87362_1x_10ul_BA4_01_26150	-0.0	mzspec:MSV000084900:G87362_1x_10ul_BA4_01_26150:scan:1888	1	0.71	7	MSV000084900	NoID	MSV000084900	G87362_1x_10ul_BA4_01_26150.mzXML	pitaya
