USI	Cosine	Matching Peaks	Status
mzspec:MSV000085870:PH697098_pos_IDA:scan:1426	1.0	6	NoID
mzspec:MSV000085870:PH697073_pos_IDA:scan:1378	1.0	6	NoID
mzspec:MSV000085870:PH697211_pos_IDA:scan:1390	1.0	6	NoID
mzspec:MSV000085870:PH697165_pos_IDA:scan:1458	1.0	6	NoID
mzspec:MSV000085870:CS56182_pos_IDA:scan:1326	1.0	6	NoID
mzspec:MSV000085870:PH697287_pos_IDA:scan:1346	1.0	6	NoID
mzspec:MSV000085870:PH697072_pos_IDA:scan:1339	1.0	6	NoID
mzspec:MSV000089900:IL10_3-2:scan:4294967295	1.0	6	NoID
mzspec:MSV000089725:IL10_3-2:scan:4294967295	1.0	6	NoID
mzspec:MSV000085870:PH697043_pos_IDA:scan:1282	1.0	6	NoID
mzspec:MSV000085870:PH697141_pos_IDA:scan:1250	1.0	6	NoID
mzspec:MSV000085870:PH697289_pos_IDA:scan:1426	1.0	6	NoID
mzspec:MSV000085870:PH697172_pos_IDA:scan:1396	1.0	6	NoID
mzspec:MSV000085870:PH697285_pos_IDA:scan:1520	1.0	6	NoID
mzspec:MSV000085870:CS58504_pos_IDA:scan:1341	1.0	6	NoID
mzspec:MSV000085870:PH697184_pos_IDA:scan:1432	1.0	6	NoID
mzspec:MSV000085870:CS60106_pos_IDA:scan:1405	1.0	6	NoID
mzspec:MSV000085870:PH697146_pos_IDA:scan:1402	1.0	6	NoID
mzspec:MSV000085870:PH697247_pos_IDA:scan:1402	1.0	6	NoID
mzspec:MSV000085870:CS60365_pos_IDA:scan:1297	1.0	6	NoID
mzspec:MSV000085870:PH697119_pos_IDA:scan:1475	1.0	6	NoID
mzspec:MSV000085870:CS56891_pos_IDA:scan:1713	1.0	6	NoID
mzspec:MSV000085870:CS60089_pos_IDA:scan:1319	1.0	6	NoID
mzspec:MSV000085870:PH697115_pos_IDA:scan:1346	1.0	6	NoID
mzspec:MSV000086721:Winst-B2_P1-E-5_01_7569:scan:163	1.0	6	NoID
mzspec:MSV000085870:PH697257_pos_IDA:scan:1504	1.0	6	NoID
mzspec:MSV000085870:PH697140_pos_IDA:scan:1441	1.0	6	NoID
mzspec:MSV000085870:PH697021_pos_IDA:scan:1359	1.0	6	NoID
mzspec:MSV000085870:PH697085_pos_IDA:scan:1332	1.0	6	NoID
mzspec:MSV000085870:CS52684_pos_IDA:scan:1290	1.0	6	NoID
mzspec:MSV000085870:PH697338_pos_IDA:scan:1352	1.0	6	NoID
mzspec:MSV000085870:PH697182_pos_IDA:scan:1402	1.0	6	NoID
mzspec:MSV000085870:PH697217_pos_IDA:scan:1567	1.0	6	NoID
mzspec:MSV000085870:CS56148_pos_IDA:scan:1346	1.0	6	NoID
mzspec:MSV000085870:PH697154_pos_IDA:scan:1361	1.0	6	NoID
mzspec:MSV000085870:CS53970_pos_IDA:scan:1264	1.0	6	NoID
mzspec:MSV000085870:PH697071_pos_IDA:scan:1516	1.0	6	NoID
mzspec:MSV000085870:CS60557_pos_IDA:scan:1296	1.0	6	NoID
mzspec:MSV000085870:CS53236_pos_IDA:scan:1272	1.0	6	NoID
mzspec:MSV000085870:PH697253_pos_IDA:scan:1324	1.0	6	NoID
mzspec:MSV000085870:PH697159_pos_IDA:scan:1391	1.0	6	NoID
mzspec:MSV000085870:PH697025_pos_IDA:scan:1325	1.0	6	NoID
mzspec:MSV000085870:CS53088_pos_IDA:scan:1302	1.0	6	NoID
mzspec:MSV000085870:CS56422_pos_IDA:scan:1281	1.0	6	NoID
mzspec:MSV000085870:CS61791_pos_IDA:scan:1283	1.0	6	NoID
mzspec:MSV000085870:PH697026_pos_IDA:scan:1395	1.0	6	NoID
mzspec:MSV000089808:IL10_3-2:scan:4294967295	1.0	6	NoID
mzspec:MSV000089316:JVC00417:scan:4294967295	1.0	6	NoID
mzspec:MSV000085870:PH697111_pos_IDA:scan:1298	1.0	6	NoID
mzspec:MSV000085870:PH697122_pos_IDA:scan:1455	1.0	6	NoID
mzspec:MSV000084060:KM-MS09:scan:4294967295	1.0	6	NoID
mzspec:MSV000086721:SCFM1-C5_P1-H-8_01_7617:scan:119	1.0	6	NoID
mzspec:MSV000085870:PH697053_pos_IDA:scan:1322	1.0	6	NoID
mzspec:MSV000085870:PH697186_pos_IDA:scan:1268	1.0	6	NoID
mzspec:MSV000085870:CS53827_pos_IDA:scan:1257	1.0	6	NoID
mzspec:MSV000084314:MSV000084977:scan:1178	1.0	5	NoID
mzspec:MSV000085870:PH697097_pos_IDA:scan:1406	1.0	5	NoID
mzspec:MSV000086644:350_RMF173_6ul_GD6_01_22563:scan:327	1.0	5	NoID
mzspec:MSV000087156:mFLRO1-1_P2-E-4_01_11819:scan:110	1.0	5	NoID
