USI	Cosine	Matching Peaks	Status
mzspec:MSV000086178:137:scan:3489	0.98	6	NoID
mzspec:MSV000079819:Coffee:scan:6231	0.98	6	NoID
mzspec:MSV000084314:MSV000079819:scan:9428	0.97	6	NoID
mzspec:MSV000086178:153:scan:3476	0.96	6	NoID
mzspec:MSV000084783:153:scan:5548	0.96	6	NoID
mzspec:MSV000084783:218:scan:5665	0.96	6	NoID
mzspec:MSV000079485:52_41063:scan:5412	0.96	6	NoID
mzspec:MSV000079819:Coffee_160610194458:scan:6232	0.96	6	NoID
mzspec:MSV000082312:SD_01-2018_26_b:scan:3623	0.96	6	NoID
mzspec:MSV000079819:Coffee_160610181413:scan:6218	0.96	5	NoID
mzspec:MSV000084783:183:scan:5658	0.95	6	NoID
mzspec:MSV000086178:53:scan:3469	0.95	6	NoID
mzspec:MSV000083889:IB-Spray-DOM_MZmine237-17-7-Kai_IIN_SIRIUS_merged:scan:58551	0.95	6	NoID
mzspec:MSV000084783:139:scan:5589	0.95	6	NoID
mzspec:MSV000086178:183:scan:3470	0.95	5	NoID
mzspec:MSV000086178:218:scan:3452	0.95	5	NoID
mzspec:MSV000079485:29_40546:scan:5441	0.95	5	NoID
mzspec:MSV000084783:137:scan:5559	0.95	5	NoID
mzspec:MSV000079485:46_41369:scan:5428	0.95	5	NoID
mzspec:MSV000083889:IB-Spray-DOM_MZmine237-17-7-Kai_IIN_GNPS_merged2:scan:58551	0.94	6	NoID
mzspec:MSV000082312:SD_01-2018_26_a:scan:3622	0.94	6	NoID
mzspec:MSV000083889:2019_3_04_SIO_DOM_1:scan:3207	0.94	6	NoID
mzspec:MSV000082312:SD_01-2018_27_a:scan:3623	0.94	6	NoID
mzspec:MSV000084783:53:scan:5495	0.94	6	NoID
mzspec:MSV000083889:IB_MZmine_1_GNPS_merged08:scan:58551	0.94	6	NoID
mzspec:MSV000083889:IB-Spray-DOM_MZmine237-17-7-Kai_IIN_GNPS_merged:scan:58551	0.94	6	NoID
mzspec:MSV000082312:SD_01-2018_27_b:scan:3629	0.94	6	NoID
