USI	Cosine	Matching Peaks	Status
mzspec:MSV000081463:NS1_3_Placenta_2_Y_H1:scan:577	1.0	6	NoID
mzspec:MSV000081463:H_4_3soil_2_Y_C4:scan:578	0.99	6	NoID
mzspec:MSV000081463:H_Plant_2_leaves_Leaves_1_E12_E12:scan:568	0.99	6	NoID
mzspec:MSV000081463:NS_Plant_3_Roots_Roots_1_F11_F11:scan:528	0.99	6	NoID
mzspec:MSV000081160:G2_LV2_CV0484:scan:171	0.99	6	NoID
mzspec:MSV000081463:J_4_top_soil_2_Y_C11:scan:593	0.99	6	NoID
mzspec:MSV000081463:NS1_3_Core_2_Y_G12:scan:613	0.99	6	NoID
mzspec:MSV000081463:H_4_top_soil_2_Y_C3:scan:533	0.99	6	NoID
mzspec:MSV000081463:H_Plant_1_leaves_Leaves_1_B12_B12:scan:604	0.99	6	NoID
mzspec:MSV000081463:NS_Corn_leaves_plant_5_2_Y_D5:scan:563	0.99	6	NoID
mzspec:MSV000081463:NS2_2_Mesocarp_2_Y_H4:scan:603	0.99	6	NoID
mzspec:MSV000081463:NS_Plant_3_leaves_Leaves_1_D11_D11:scan:606	0.99	6	NoID
mzspec:MSV000081463:H_Plant_1_Roots_Roots_1_D12_D12:scan:548	0.99	6	NoID
mzspec:MSV000081463:NS_Plant_2_leaves_Leaves_1_A11_A11:scan:618	0.99	6	NoID
mzspec:MSV000081463:NS_Corn_leaves_plant_3_2_Y_D3:scan:543	0.99	6	NoID
mzspec:MSV000081463:J_4_3soil_2_Y_C12:scan:563	0.99	6	NoID
mzspec:MSV000081463:J_1_top_soil_2_Y_C5_170812145509:scan:527	0.98	6	NoID
mzspec:MSV000081463:J4_5_Seed_3_G_A4:scan:578	0.98	6	NoID
mzspec:MSV000081463:NS_Plant_4_Roots_Roots_1_A12_A12:scan:538	0.98	6	NoID
mzspec:MSV000081463:H2_4_Placenta_2_Y_F4:scan:578	0.98	6	NoID
mzspec:MSV000081463:NS_Seedling_24h_Seedling_1_E03_E3:scan:523	0.98	6	NoID
mzspec:MSV000081463:H_Seedling_48h_Seedling_1_B05_B5:scan:532	0.98	6	NoID
mzspec:MSV000081463:J_Seedling_4_1dpp_Seedling_1_E07_E7:scan:508	0.98	6	NoID
mzspec:MSV000081463:NS2_1_Core_2_Y_G5:scan:573	0.98	6	NoID
mzspec:MSV000081343:EZ597:scan:127	0.98	6	NoID
mzspec:MSV000081463:H_Seedling_2_1dpp_Seedling_1_G06_G6:scan:519	0.98	6	NoID
mzspec:MSV000081463:NS1_3_Locular_Tissue_2_Y_G11:scan:603	0.98	6	NoID
mzspec:MSV000081463:J4_5_Endocarp_2_Y_H12:scan:623	0.98	6	NoID
mzspec:MSV000081463:J_2_3soil_2_Y_C8:scan:557	0.98	6	NoID
mzspec:MSV000081463:H2_3_Core_2_Y_F10:scan:612	0.98	6	NoID
mzspec:MSV000081463:J_Seedling_24h_Seedling_1_D04_D4:scan:523	0.98	6	NoID
mzspec:MSV000081463:NS_Seedling_3_3dpp_Seedling_1_D09_D9:scan:508	0.98	6	NoID
mzspec:MSV000081160:G2_LV1_CV0483:scan:175	0.98	6	NoID
mzspec:MSV000081463:H_Corn_leaves_plant_5_2_Y_D10:scan:598	0.98	6	NoID
mzspec:MSV000081463:J_3_3soil_2_Y_C10:scan:572	0.98	6	NoID
mzspec:MSV000081463:NS_Seedling_48h_Seedling_1_A05_A5:scan:542	0.98	6	NoID
