USI	Cosine	Matching Peaks	Status
mzspec:MSV000083300:BP000098390_n:scan:1969	0.92	6	NoID
mzspec:MSV000083300:BP000098406_n:scan:1953	0.92	6	NoID
mzspec:MSV000083300:BP000096816_n:scan:1964	0.92	6	NoID
mzspec:MSV000083300:BP000098494_n:scan:1973	0.91	6	NoID
mzspec:MSV000083300:BP000096824_n:scan:1949	0.91	6	NoID
mzspec:MSV000083300:BP000097048_n:scan:1960	0.91	6	NoID
mzspec:MSV000083300:BP000096864_n:scan:1967	0.91	6	NoID
mzspec:MSV000083300:BP000097016_n:scan:1952	0.91	6	NoID
mzspec:MSV000083105:rime5941_181101_neg_Cotton_YEE_gutcontent_1_5ul:scan:9572	0.91	5	NoID
mzspec:MSV000083105:rime5941_181101_neg_Cotton_JEN2_gutcontent_5_5ul:scan:9707	0.91	5	NoID
mzspec:MSV000083300:BP000097064_n:scan:1986	0.9	6	NoID
mzspec:MSV000083300:BP000098446_n:scan:1964	0.9	6	NoID
mzspec:MSV000083300:BP000098407_n:scan:1959	0.9	6	NoID
mzspec:MSV000083105:rime5941_181101_neg_Cotton_JEN2_gutcontent_1_5ul:scan:9610	0.9	5	NoID
mzspec:MSV000084314:MSV000083300:scan:87325	0.9	5	NoID
mzspec:MSV000083105:rime5941_181101_neg_Cotton_YEE_gutcontent_3_5ul:scan:9458	0.9	5	NoID
mzspec:MSV000083300:BP000096857_n:scan:1934	0.9	5	NoID
mzspec:MSV000083300:BP000096832_n:scan:1959	0.9	5	NoID
mzspec:MSV000083300:BP000097072_n:scan:1959	0.89	5	NoID
mzspec:MSV000083300:BP000098478_n:scan:1953	0.89	5	NoID
mzspec:MSV000083300:BP000096848_n:scan:1944	0.89	5	NoID
mzspec:MSV000083300:BP000096872_n:scan:1955	0.89	5	NoID
mzspec:MSV000083300:BP000097000_n:scan:1973	0.89	5	NoID
mzspec:MSV000083300:BP000098454_n:scan:1950	0.89	5	NoID
mzspec:MSV000083300:BP000096825_n:scan:1947	0.89	5	NoID
mzspec:MSV000083300:BP000097040_n:scan:1962	0.89	5	NoID
mzspec:MSV000083300:BP000097056_n:scan:1978	0.89	5	NoID
mzspec:MSV000083300:BP000096856_n:scan:1948	0.89	5	NoID
mzspec:MSV000083300:BP000097156_n:scan:1954	0.89	5	NoID
mzspec:MSV000083105:rime5941_181101_neg_Cotton_YEE_gutcontent_4_5ul:scan:9658	0.89	5	NoID
mzspec:MSV000083300:BP000098486_n:scan:1971	0.88	6	NoID
mzspec:MSV000083105:rime5941_181101_neg_Cotton_JEN2_faeces_1_5ul:scan:9443	0.88	5	NoID
mzspec:MSV000083105:rime5941_181101_neg_Cotton_JEN2_gutcontent_4_5ul:scan:9669	0.88	5	NoID
mzspec:MSV000083105:rime5941_181101_neg_Cotton_JEN2_gutcontent_3_1ul:scan:10605	0.88	5	NoID
mzspec:MSV000083300:BP000098462_n:scan:1987	0.88	5	NoID
mzspec:MSV000083300:BP000097140_n:scan:1994	0.88	5	NoID
mzspec:MSV000083300:BP000098422_n:scan:1945	0.88	5	NoID
mzspec:MSV000083300:BP000098358_n:scan:2001	0.87	5	NoID
mzspec:MSV000083300:BP000096944_n:scan:1976	0.87	5	NoID
mzspec:MSV000083105:rime5941_181101_neg_Cotton_YEE_gutcontent_5_5ul:scan:9688	0.87	5	NoID
mzspec:MSV000084314:MSV000083105:scan:17048	0.86	5	NoID
mzspec:MSV000083300:BP000098398_n:scan:1955	0.86	5	NoID
mzspec:MSV000083300:BP000098430_n:scan:1942	0.86	5	NoID
mzspec:MSV000083300:BP000097173_n:scan:1963	0.85	5	NoID
mzspec:MSV000083300:BP000097057_n:scan:1979	0.85	5	NoID
mzspec:MSV000083300:BP000097172_n:scan:1983	0.85	5	NoID
mzspec:MSV000083105:rime5941_181101_neg_Cotton_YEE_faeces_3_5ul:scan:9785	0.84	5	NoID
mzspec:MSV000083300:BP000098431_n:scan:1971	0.81	5	NoID
