USI	Cosine	Matching Peaks	Status
mzspec:MSV000084187:30-2:scan:1186	0.85	5	NoID
mzspec:MSV000081464:NS1_3_Placenta_2_Y_H1:scan:574	0.85	5	NoID
mzspec:MSV000081464:H_Corn_leaves_plant_3_2_Y_D8:scan:577	0.85	5	NoID
mzspec:MSV000081464:H_Corn_leaves_plant_4_2_Y_D9:scan:572	0.85	5	NoID
mzspec:MSV000084314:MSV000083835:scan:884	0.84	4	NoID
mzspec:MSV000084314:MSV000087630:scan:1263	0.84	4	NoID
mzspec:MSV000087630:5+SK+on+GSPG+meth-neg:scan:558	0.84	4	NoID
mzspec:MSV000083835:37_neg_PBS:scan:558	0.84	4	NoID
mzspec:MSV000083835:5:scan:558	0.84	4	NoID
mzspec:MSV000081464:NS_Seedling_48h_Seedling_1_H04_H4:scan:458	0.84	4	NoID
mzspec:MSV000083835:5 SK on GSPG meth-neg:scan:558	0.84	4	NoID
mzspec:MSV000081464:H_Seedling_48h_Seedling_1_E05_E5:scan:468	0.83	4	NoID
mzspec:MSV000084314:MSV000085879:scan:66319	0.83	4	NoID
mzspec:MSV000081464:H_Plant_2_Roots_Roots_1_G12_G12:scan:505	0.83	4	NoID
mzspec:MSV000084186:Cohort1_Sample022:scan:1335	0.83	4	NoID
mzspec:MSV000081464:J_Corn_Leaves_Plant_5_2_Y_E3:scan:594	0.83	4	NoID
mzspec:MSV000081464:J_Seedling_48h_Seedling_1_A06_A6:scan:501	0.83	4	NoID
mzspec:MSV000081464:NS_Plant_3_Stem_Stem_1_E11_E11:scan:495	0.83	4	NoID
mzspec:MSV000081464:NS_Seedling_4_1dpp_Seedling_1_E06_E6:scan:487	0.83	4	NoID
mzspec:MSV000081464:H_Seedling_48h_Seedling_1_C05_C5:scan:506	0.83	4	NoID
mzspec:MSV000081464:J_Corn_Leaves_Plant_1_2_Y_D11:scan:606	0.83	4	NoID
mzspec:MSV000081464:H_Seedling_24h_Seedling_1_H03_H3_170814164128:scan:516	0.83	4	NoID
mzspec:MSV000081464:QC_Plant_2_170816020807:scan:447	0.83	4	NoID
mzspec:MSV000081464:NS_Seedling_1_1dpp_Seedling_1_B06_B6_170814183517:scan:497	0.83	4	NoID
mzspec:MSV000081464:H_Plant_1_Stem_Stem_1_C12_C12:scan:512	0.83	4	NoID
mzspec:MSV000081464:J_fungal_filtrate_1week:scan:470	0.83	4	NoID
mzspec:MSV000081464:QC_Plant_2:scan:447	0.83	4	NoID
mzspec:MSV000081464:J_Corn_Leaves_Plant_4_2_Y_E2:scan:573	0.83	4	NoID
mzspec:MSV000081464:NS_Seedling_24h_Seedling_1_D03_D3:scan:485	0.83	4	NoID
mzspec:MSV000081464:H4_4_Placenta_2_Y_E9:scan:614	0.83	4	NoID
mzspec:MSV000084314:MSV000087646:scan:22961	0.83	4	NoID
mzspec:MSV000081464:H2_4_Core_2_Y_F3:scan:563	0.82	4	NoID
mzspec:MSV000081464:H_Plant_1_Roots_Roots_1_D12_D12:scan:511	0.82	4	NoID
mzspec:MSV000081464:H_Seedling_48h_Seedling_1_B05_B5_170814181617:scan:511	0.82	4	NoID
mzspec:MSV000081464:J_Seedling_48h_Seedling_1_F05_F5:scan:541	0.82	4	NoID
mzspec:MSV000084186:Cohort1_Sample018:scan:1340	0.82	4	NoID
mzspec:MSV000081464:J_Fungal_mycelia_24h:scan:540	0.82	4	NoID
mzspec:MSV000084186:Cohort1_Sample062:scan:1334	0.82	4	NoID
mzspec:MSV000081464:H_Seedling_1_3dpp_Seedling_1_F09_F9:scan:511	0.82	4	NoID
mzspec:MSV000084186:Cohort1_Sample060:scan:1334	0.82	4	NoID
mzspec:MSV000081464:NS1_3_Mesocarp_2_Y_G9:scan:571	0.82	4	NoID
mzspec:MSV000081464:NS_Plant_4_Roots_Roots_1_A12_A12_170814175718:scan:511	0.82	4	NoID
mzspec:MSV000085879:029_DaLi_H9M9_H_MCT_R2_neg_35_HILIC:scan:1353	0.82	4	NoID
mzspec:MSV000081464:J_Corn_Leaves_Plant_3_2_Y_E1:scan:557	0.82	4	NoID
mzspec:MSV000084186:Cohort1_Sample048:scan:1340	0.82	4	NoID
mzspec:MSV000084186:Cohort1_Sample003:scan:1334	0.82	4	NoID
mzspec:MSV000081464:H4_4_Core_2_Y_E8:scan:593	0.82	4	NoID
mzspec:MSV000084186:Cohort1_Sample075:scan:1334	0.82	4	NoID
mzspec:MSV000081464:NS_Seedling_24h_Seedling_1_C03_C3:scan:485	0.82	4	NoID
mzspec:MSV000081464:J_Seedling_24h_Seedling_1_C04_C4:scan:486	0.82	4	NoID
mzspec:MSV000081464:QC_Plant_2_170815154211:scan:457	0.82	4	NoID
mzspec:MSV000081464:NS_Seedling_48h_Seedling_1_G04_G4:scan:458	0.82	4	NoID
mzspec:MSV000084186:Cohort1_Sample052:scan:1334	0.82	4	NoID
mzspec:MSV000084186:Cohort1_Sample044:scan:1340	0.82	4	NoID
mzspec:MSV000084186:Cohort1_Sample065:scan:1340	0.82	4	NoID
mzspec:MSV000083835:41:scan:578	0.82	4	NoID
mzspec:MSV000081464:H_fungal_mycelia_1w:scan:482	0.82	4	NoID
mzspec:MSV000088661:P1E:scan:690	0.82	4	NoID
mzspec:MSV000081464:J_1_top_soil_2_Y_C5_170815222029:scan:595	0.82	4	NoID
mzspec:MSV000081464:NS_Plant_1_Roots_Roots_1_H10_H10:scan:490	0.82	4	NoID
mzspec:MSV000081464:H_Fungal_filltrate_24h_170814185415:scan:576	0.82	4	NoID
mzspec:MSV000081464:H_Corn_leaves_plant_5_2_Y_D10:scan:586	0.82	4	NoID
mzspec:MSV000081464:J_fungal_mycelia_1month:scan:602	0.82	4	NoID
mzspec:MSV000081464:J_Seedling_1_2dpp_Seedling_1_F08_F8:scan:456	0.82	4	NoID
mzspec:MSV000081464:H2_3_Placenta_2_Y_F11:scan:555	0.82	4	NoID
mzspec:MSV000084314:MSV000082698:scan:1266	0.82	4	NoID
mzspec:MSV000083835:39:scan:576	0.82	4	NoID
mzspec:MSV000081464:NS_Corn_leaves_plant_5_2_Y_D5:scan:570	0.82	4	NoID
mzspec:MSV000085879:018_DaLi_H9M9_H_C_R3_neg_24_HILIC:scan:1350	0.82	4	NoID
mzspec:MSV000081464:J_1_top_soil_2_Y_C5:scan:576	0.82	4	NoID
