file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	Filepath	Filename	MassIVE	Taxaname_file	Taxaname_alternative	Taxa_NCBI	Taxa_Assigment	ReDU_Availability	Blank	QC
mzspec:MSV000085071:P1_B2_GB2_01_53103	0.02	mzspec:MSV000085071:P1_B2_GB2_01_53103:scan:249	1	0.95	7	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P1_mzXML/P1_B2_GB2_01_53103.mzXML	MSV000085071/P1_B2_GB2_01_53103.mzXML	MSV000085071	Amanita pantherinoides		2291733	automatic	Yes	No	No
mzspec:MSV000085071:P2_B5_BB5_01_53215	-0.01	mzspec:MSV000085071:P2_B5_BB5_01_53215:scan:76	1	0.94	7	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P2_mzXML/P2_B5_BB5_01_53215.mzXML	MSV000085071/P2_B5_BB5_01_53215.mzXML	MSV000085071	Xerocomellus mendocinensis		1648207	automatic	Yes	No	No
mzspec:MSV000085071:P1_G11_GG11_01_53177	0.02	mzspec:MSV000085071:P1_G11_GG11_01_53177:scan:77	1	0.94	7	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P1_mzXML/P1_G11_GG11_01_53177.mzXML	MSV000085071/P1_G11_GG11_01_53177.mzXML	MSV000085071	Boletus fibrillosus		495280	automatic	Yes	No	No
mzspec:MSV000085071:P1_E3_GE3_01_53143	0.02	mzspec:MSV000085071:P1_E3_GE3_01_53143:scan:62	1	0.94	7	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P1_mzXML/P1_E3_GE3_01_53143.mzXML	MSV000085071/P1_E3_GE3_01_53143.mzXML	MSV000085071	Collybia cookei		88286	automatic	Yes	No	No
mzspec:MSV000085071:P3_B9_BB9_01_52819	-0.01	mzspec:MSV000085071:P3_B9_BB9_01_52819:scan:70	1	0.94	7	MSV000085071	NoID	MSV000085071/ccms_peak/Mushrooms_NEG_P3_mzXML/P3_B9_BB9_01_52819.mzML	MSV000085071/P3_B9_BB9_01_52819.mzML	MSV000085071	Fungi		4751	automatic	No	No	No
mzspec:MSV000085071:P1_C10_GC10_01_53124	0.02	mzspec:MSV000085071:P1_C10_GC10_01_53124:scan:60	1	0.94	7	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P1_mzXML/P1_C10_GC10_01_53124.mzXML	MSV000085071/P1_C10_GC10_01_53124.mzXML	MSV000085071	Chroogomphus vinicolor		5391	automatic	Yes	No	No
mzspec:MSV000085071:P1_E7_GE7_01_53147	0.02	mzspec:MSV000085071:P1_E7_GE7_01_53147:scan:194	1	0.93	7	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P1_mzXML/P1_E7_GE7_01_53147.mzXML	MSV000085071/P1_E7_GE7_01_53147.mzXML	MSV000085071	Coprinus comatus		56187	automatic	Yes	No	No
mzspec:MSV000085071:P2_A12_BA12_01_53209	-0.01	mzspec:MSV000085071:P2_A12_BA12_01_53209:scan:200	1	0.93	7	MSV000085071	NoID	MSV000085071/ccms_peak/Mushrooms_NEG_P2_mzXML/P2_A12_BA12_01_53209.mzML	MSV000085071/P2_A12_BA12_01_53209.mzML	MSV000085071	Fungi		4751	automatic	No	No	No
mzspec:MSV000085071:P2_C1_BC1_01_53224	-0.01	mzspec:MSV000085071:P2_C1_BC1_01_53224:scan:64	1	0.93	7	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P2_mzXML/P2_C1_BC1_01_53224.mzXML	MSV000085071/P2_C1_BC1_01_53224.mzXML	MSV000085071	Lepiota clypeolaria		56165	automatic	Yes	No	No
mzspec:MSV000085071:P2_F1_BF1_01_53263	-0.01	mzspec:MSV000085071:P2_F1_BF1_01_53263:scan:50	1	0.93	7	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P2_mzXML/P2_F1_BF1_01_53263.mzXML	MSV000085071/P2_F1_BF1_01_53263.mzXML	MSV000085071	Schizophyllum commune		5334	automatic	Yes	No	No
