USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006114085	CCMSLIB00006114085	1.0	4	L-Tryptophan - 30.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006114074	CCMSLIB00006114074	1.0	4	L-Tryptophan - 30.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006114079	CCMSLIB00006114079	1.0	4	L-Tryptophan - 30.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006114077	CCMSLIB00006114077	1.0	4	L-Tryptophan - 30.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006112755	CCMSLIB00006112755	1.0	4	D-(+)-tryptophan - 30.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006114082	CCMSLIB00006114082	0.99	4	L-Tryptophan - 30.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006112750	CCMSLIB00006112750	0.98	4	D-(+)-tryptophan - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006114048	CCMSLIB00006114048	0.98	4	L-Tryptophan - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006114069	CCMSLIB00006114069	0.98	4	L-Tryptophan - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006112754	CCMSLIB00006112754	0.98	4	D-(+)-tryptophan - 30.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006112743	CCMSLIB00006112743	0.98	4	D-(+)-tryptophan - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006112744	CCMSLIB00006112744	0.98	4	D-(+)-tryptophan - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006112745	CCMSLIB00006112745	0.98	4	D-(+)-tryptophan - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006114045	CCMSLIB00006114045	0.98	4	L-Tryptophan - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006113971	CCMSLIB00006113971	0.97	4	3,4-dihydroxyphenylacetic acid - 40.0 eV	M+Cl	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006113977	CCMSLIB00006113977	0.97	4	3,4-dihydroxyphenylacetic acid - 40.0 eV	M+Cl	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006113980	CCMSLIB00006113980	0.97	4	3,4-dihydroxyphenylacetic acid - 40.0 eV	M+Cl	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006114066	CCMSLIB00006114066	0.97	4	L-Tryptophan - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006114071	CCMSLIB00006114071	0.97	4	L-Tryptophan - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006113974	CCMSLIB00006113974	0.97	4	3,4-dihydroxyphenylacetic acid - 40.0 eV	M+Cl	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006113983	CCMSLIB00006113983	0.96	4	3,4-dihydroxyphenylacetic acid - 40.0 eV	M+Cl	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006114063	CCMSLIB00006114063	0.96	4	L-Tryptophan - 40.0 eV	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006678977	CCMSLIB00006678977	0.95	4	TRYPTOPHAN	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004694531	CCMSLIB00004694531	0.94	4	TRYPTOPHAN	[M-H]-	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006683208	CCMSLIB00006683208	0.93	4	TRYPTOPHAN	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010110549	CCMSLIB00010110549	0.91	4	D-Tryptophan CollisionEnergy:102040	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006681006	CCMSLIB00006681006	0.9	4	TRYPTOPHAN	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004694530	CCMSLIB00004694530	0.9	4	TRYPTOPHAN	[M-H]-	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004694529	CCMSLIB00004694529	0.89	4	TRYPTOPHAN	[M-H]-	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000578123	CCMSLIB00000578123	0.89	4	L-TRYPTOPHAN	M-H	1
