USI	Cosine	Matching Peaks	Status
mzspec:MSV000081464:J_Seedling_24h_Seedling_1_D04_D4:scan:202	0.97	4	NoID
mzspec:MSV000082617:GIMap_P1_LI_Aq-Org_Mixed_A5:scan:102	0.95	4	NoID
mzspec:MSV000082617:GIMap_P1_LI_Aq-Org_Mixed_C6:scan:111	0.94	4	NoID
mzspec:MSV000081464:NS_Seedling_48h_Seedling_1_A05_A5:scan:204	0.94	4	NoID
mzspec:MSV000082617:GIMap_P1_LI_Aq-Org_Mixed_F5:scan:91	0.93	4	NoID
mzspec:MSV000081464:J_Seedling_1_1dpp_Seedling_1_B07_B7:scan:192	0.93	4	NoID
mzspec:MSV000082617:GIMap_P1_LI_Aq-Org_Mixed_E2:scan:105	0.93	4	NoID
mzspec:MSV000082617:GIMap_P1_LI_Aq-Org_Mixed_B8:scan:109	0.92	4	NoID
mzspec:MSV000082617:GIMap_P1_LI_Aq-Org_Mixed_E7:scan:108	0.91	4	NoID
mzspec:MSV000082617:GIMap_P1_LI_Aq-Org_Mixed_G3:scan:100	0.9	4	NoID
mzspec:MSV000081464:J_Seedling_48h_Seedling_1_F05_F5:scan:189	0.89	4	NoID
mzspec:MSV000081464:NS_Seedling_1_1dpp_Seedling_1_B06_B6_170814183517:scan:191	0.87	4	NoID
mzspec:MSV000081464:NS_Seedling_48h_Seedling_1_H04_H4:scan:188	0.86	4	NoID
mzspec:MSV000082617:GIMap_P1_LI_Aq-Org_Mixed_B4:scan:103	0.85	4	NoID
mzspec:MSV000082331:B2_swab_blank_swab_blank:scan:31	0.85	4	NoID
mzspec:MSV000082617:GIMap_P1_LI_Pulled_Sample_QC_180314194315:scan:99	0.84	4	NoID
mzspec:MSV000082617:GIMap_P1_LI_Pulled_Sample_QC_180314180334:scan:100	0.84	4	NoID
mzspec:MSV000082617:GIMap_P1_LI_Aq-Org_Mixed_H10:scan:63	0.83	4	NoID
mzspec:MSV000082617:GIMap_P1_LI_Aq-Org_Mixed_E6:scan:86	0.83	4	NoID
mzspec:MSV000082617:GIMap_P1_LI_Aq-Org_Mixed_C2:scan:105	0.83	4	NoID
mzspec:MSV000081464:J_Seedling_4_1dpp_Seedling_1_E07_E7:scan:199	0.83	4	NoID
mzspec:MSV000082331:A5_Peach_Peach1:scan:36	0.83	4	NoID
mzspec:MSV000081464:H_Seedling_48h_Seedling_1_E05_E5:scan:187	0.82	4	NoID
mzspec:MSV000082617:GIMap_P1_LI_Pulled_Sample_QC_180315004227:scan:89	0.81	4	NoID
mzspec:MSV000082331:A8_Peach_Peach1:scan:37	0.81	4	NoID
mzspec:MSV000081464:QC_Plant_startup:scan:204	0.81	4	NoID
mzspec:MSV000081464:NS_Plant_4_leaves_Leaves_1_G11_G11:scan:184	0.81	4	NoID
mzspec:MSV000081464:QC_Plant_2_170815154211:scan:174	0.81	4	NoID
mzspec:MSV000088021:Mo_2019_46:scan:589	0.81	4	NoID
mzspec:MSV000082617:GIMap_P1_LI_Pulled_Sample_QC_180314221250:scan:101	0.8	4	NoID
mzspec:MSV000082331:A3_Peach_Peach1_170406043909:scan:36	0.8	4	NoID
mzspec:MSV000082617:GIMap_P1_LI_Aq-Org_Mixed_H11:scan:110	0.8	4	NoID
mzspec:MSV000082617:GIMap_P1_LI_Aq-Org_Mixed_B12:scan:111	0.79	4	NoID
mzspec:MSV000081464:H_Seedling_48h_Seedling_1_D05_D5:scan:206	0.79	4	NoID
mzspec:MSV000081464:NS_Seedling_1_1dpp_Seedling_1_B06_B6:scan:202	0.78	4	NoID
mzspec:MSV000081464:NS_Plant_2_leaves_Leaves_1_A11_A11:scan:206	0.77	4	NoID
mzspec:MSV000081464:NS_Seedling_4_1dpp_Seedling_1_E06_E6:scan:191	0.77	4	NoID
mzspec:MSV000082617:GIMap_P1_LI_Aq-Org_Mixed_C11:scan:111	0.76	4	NoID
mzspec:MSV000081464:H_Seedling_24h_Seedling_1_A04_A4:scan:199	0.76	4	NoID
mzspec:MSV000081464:J_Seedling_48h_Seedling_1_G05_G5:scan:207	0.76	4	NoID
mzspec:MSV000081464:J1_1_Seed_3_G_B6:scan:177	0.75	4	NoID
mzspec:MSV000082617:GIMap_P1_LI_Aq-Org_Mixed_A6:scan:107	0.74	4	NoID
mzspec:MSV000081464:J_Seedling_2_1dpp_Seedling_1_C07_C7:scan:207	0.74	4	NoID
mzspec:MSV000089210:5837460ac10a47c88fa7e229dea02a52:scan:1025041	0.73	4	NoID
mzspec:MSV000082617:GIMap_P1_LI_Aq-Org_Mixed_C7:scan:110	0.73	4	NoID
mzspec:MSV000082617:GIMap_P1_LI_Aq-Org_Mixed_H7:scan:108	0.72	4	NoID
mzspec:MSV000081464:J1_1_Placenta_3_G_B5:scan:190	0.71	4	NoID
mzspec:MSV000081464:J1_1_Mesocarp_3_G_B1:scan:189	0.71	4	NoID
mzspec:MSV000082617:GIMap_P1_LI_Aq-Org_Mixed_G12:scan:104	0.71	4	NoID
mzspec:MSV000081464:J1_1_Locular_Tissue_3_G_B3:scan:175	0.7	4	NoID
