USI	Cosine	Matching Peaks	Status
mzspec:MSV000083300:BP000097040_n:scan:1745	0.96	5	NoID
mzspec:MSV000083300:BP000096848_n:scan:1730	0.95	5	NoID
mzspec:MSV000083300:BP000096872_n:scan:1741	0.95	5	NoID
mzspec:MSV000084314:MSV000083300:scan:88473	0.95	4	NoID
mzspec:MSV000083300:BP000096832_n:scan:1746	0.95	4	NoID
mzspec:MSV000083300:BP000097032_n:scan:1778	0.95	4	NoID
mzspec:MSV000083300:BP000098430_n:scan:1737	0.95	4	NoID
mzspec:MSV000083300:BP000096864_n:scan:1746	0.94	4	NoID
mzspec:MSV000083300:BP000097016_n:scan:1728	0.94	4	NoID
mzspec:MSV000083300:BP000096816_n:scan:1743	0.94	4	NoID
mzspec:MSV000083300:BP000096825_n:scan:1730	0.94	4	NoID
mzspec:MSV000083300:BP000096904_n:scan:1761	0.94	4	NoID
mzspec:MSV000083300:BP000097056_n:scan:1766	0.94	4	NoID
mzspec:MSV000083300:BP000097008_n:scan:1726	0.94	4	NoID
mzspec:MSV000083300:BP000098406_n:scan:1737	0.94	4	NoID
mzspec:MSV000083300:BP000097064_n:scan:1775	0.93	4	NoID
mzspec:MSV000083300:BP000096824_n:scan:1736	0.93	4	NoID
mzspec:MSV000083300:BP000098454_n:scan:1741	0.93	4	NoID
mzspec:MSV000083300:BP000096912_n:scan:1748	0.92	4	NoID
mzspec:MSV000083300:BP000096857_n:scan:1720	0.92	4	NoID
mzspec:MSV000083300:BP000097140_n:scan:1778	0.92	4	NoID
mzspec:MSV000083300:BP000096960_n:scan:1744	0.92	4	NoID
