USI	Cosine	Matching Peaks	Status
mzspec:MSV000083300:BP000098339_n:scan:2127	0.91	4	NoID
mzspec:MSV000083300:BP000097185_n:scan:2125	0.91	4	NoID
mzspec:MSV000083300:BP000098363_n:scan:2114	0.91	4	NoID
mzspec:MSV000083300:BP000096925_n:scan:2139	0.9	4	NoID
mzspec:MSV000083300:BP000098467_n:scan:2120	0.9	4	NoID
mzspec:MSV000083300:BP000098387_n:scan:2117	0.9	4	NoID
mzspec:MSV000083300:BP000096973_n:scan:2139	0.89	4	NoID
mzspec:MSV000083300:BP000098355_n:scan:2140	0.89	4	NoID
mzspec:MSV000083300:BP000098379_n:scan:2118	0.89	4	NoID
mzspec:MSV000083300:BP000098483_n:scan:2138	0.89	4	NoID
mzspec:MSV000083300:BP000096861_n:scan:2170	0.88	4	NoID
mzspec:MSV000083300:BP000098349_n:scan:2092	0.88	4	NoID
mzspec:MSV000083300:BP000096941_n:scan:2143	0.88	4	NoID
mzspec:MSV000083300:BP000096983_n:scan:2123	0.87	4	NoID
mzspec:MSV000083300:BP000096853_n:scan:2103	0.87	4	NoID
mzspec:MSV000083300:BP000096845_n:scan:2140	0.86	4	NoID
mzspec:MSV000083300:BP000098403_n:scan:2116	0.86	4	NoID
mzspec:MSV000083300:BP000096935_n:scan:2121	0.86	4	NoID
mzspec:MSV000083300:BP000096965_n:scan:2120	0.86	4	NoID
mzspec:MSV000083300:BP000098429_n:scan:2134	0.85	4	NoID
mzspec:MSV000085071:P3_A9_BA9_01_52806:scan:1188	0.85	4	NoID
mzspec:MSV000083300:BP000096999_n:scan:2096	0.85	4	NoID
mzspec:MSV000087728:VGF155_C03_neg:scan:2377	0.83	4	NoID
mzspec:MSV000083300:BP000098427_n:scan:2104	0.83	4	NoID
mzspec:MSV000083300:BP000096909_n:scan:2126	0.82	4	NoID
mzspec:MSV000083300:BP000096959_n:scan:2110	0.8	4	NoID
mzspec:MSV000085071:P1_H11_GH11_01_53190:scan:1175	0.76	4	NoID
mzspec:MSV000086988:NIST_NEG_Samp_08-02:scan:2049	0.73	4	NoID
mzspec:MSV000086988:NIST_NEG_Samp_07-01:scan:2049	0.71	4	NoID
mzspec:MSV000086988:NIST_NEG_Samp_08-03:scan:2049	0.71	4	NoID
