USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003136422	CCMSLIB00003136422	0.89	9	Spectral Match to Monoelaidin from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009966493	CCMSLIB00009966493	0.87	8	Suspect related to N-Oleoylethanolamine (predicted molecular formula: C21H40O4) with delta m/z 30.996 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009988843	CCMSLIB00009988843	0.86	8	Suspect related to Spectral Match to 2-Linoleoylglycerol from NIST14 (predicted molecular formula: C21H40O4) with delta m/z 2.016 (putative explanation: Pro->Val substitution|reduction; atomic difference: 2H|2H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009995883	CCMSLIB00009995883	0.86	8	Suspect related to Spectral Match to Monolinolenin (9c,12c,15c) from NIST14 (predicted molecular formula: C21H40O4) with delta m/z 4.032 (putative explanation: x2 reduction; atomic difference: 4H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009927316	CCMSLIB00009927316	0.86	8	Suspect related to 1,2-Dioleoyl-3-trimethylammoniumpropane cation (predicted molecular formula: unknown) with delta m/z -246.235 (putative explanation: unspecified; atomic difference: unspecified)	[M-C3H9N]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010007128	CCMSLIB00010007128	0.85	8	Suspect related to trans-Vaccenic acid (predicted molecular formula: C21H40O4) with delta m/z 74.035 (putative explanation: unspecified|unspecified; atomic difference: 1C,4H,3N,1O|3C,6H,2O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004720006	CCMSLIB00004720006	0.85	7	monoolein	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009977740	CCMSLIB00009977740	0.84	9	Suspect related to Oleic acid methyl ester (predicted molecular formula: unknown) with delta m/z 92.047 (putative explanation: unspecified; atomic difference: unspecified)	[M-CH4O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010004122	CCMSLIB00010004122	0.83	9	Suspect related to cis-13-Docosenoic acid (predicted molecular formula: C21H42O5) with delta m/z 35.979 (putative explanation: unspecified; atomic difference: unspecified)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009996112	CCMSLIB00009996112	0.82	7	Suspect related to Spectral Match to Monopalmitolein (9c) from NIST14 (predicted molecular formula: unknown) with delta m/z 28.04 (putative explanation: Gln->Arg substitution; atomic difference: 1C,4H,2N,-1O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009997087	CCMSLIB00009997087	0.82	7	Suspect related to Spectral Match to Oleic acid ethyl ester from NIST14 (predicted molecular formula: C19H38N3O3) with delta m/z 46.005 (putative explanation: formic acid adduct; atomic difference: 1C,2H,2O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009964697	CCMSLIB00009964697	0.81	7	Suspect related to Methyl 12-hydroxystearate (predicted molecular formula: C21H42O5) with delta m/z 60.021 (putative explanation: unspecified|unspecified; atomic difference: 2C,4H,2O|2H,3N,1O)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003138956	CCMSLIB00003138956	0.81	8	Spectral Match to Monoolein from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009965628	CCMSLIB00009965628	0.81	7	Suspect related to Monopalmitolein (9c) (predicted molecular formula: C21H40O4) with delta m/z 28.031 (putative explanation: Acetaldehyde +28|Ala->Val substitution|Cys->Met substitution|Ethylation|di-Methylation; atomic difference: 2C,4H|2C,4H|2C,4H|2C,4H|2C,4H)	[M+H]+	1
