USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009954290	CCMSLIB00009954290	0.94	13	Suspect related to Massbank:FFF00163 Campesterol (predicted molecular formula: unknown) with delta m/z -14.052 (putative explanation: Lys->Asn substitution; atomic difference: -2C,-6H,1O)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009937538	CCMSLIB00009937538	0.91	12	Suspect related to 4-Cholestenone (predicted molecular formula: C27H46O) with delta m/z 2.016 (putative explanation: Pro->Val substitution|reduction; atomic difference: 2H|2H)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009939815	CCMSLIB00009939815	0.91	13	Suspect related to 8(9)-Dehydrocholesterol (predicted molecular formula: C27H46O) with delta m/z 2.016 (putative explanation: Pro->Val substitution|reduction; atomic difference: 2H|2H)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009945940	CCMSLIB00009945940	0.88	11	Suspect related to Desmosterol (predicted molecular formula: unknown) with delta m/z 2.016 (putative explanation: Pro->Val substitution|reduction; atomic difference: 2H|2H)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009991082	CCMSLIB00009991082	0.87	13	Suspect related to Spectral Match to Chenodeoxycholic acid from NIST14 (predicted molecular formula: unknown) with delta m/z 12.073 (putative explanation: unspecified; atomic difference: unspecified)	[M-2H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009951521	CCMSLIB00009951521	0.87	13	Suspect related to Linoleoylglycine (predicted molecular formula: unknown) with delta m/z 124.126 (putative explanation: unspecified; atomic difference: unspecified)	[M-C2H7O3N+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009926618	CCMSLIB00009926618	0.82	11	Suspect related to .beta.-Sitosterol (predicted molecular formula: C27H46O) with delta m/z -28.031 (putative explanation: Desethylation, didemethylation, dealkylation|Met->Cys substitution|Val->Ala substitution; atomic difference: -2C,-4H|-2C,-4H|-2C,-4H)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009924417	CCMSLIB00009924417	0.8	10	Suspect related to (R)-4-((3R,5R,6R,8S,9S,10R,13R,14S,17R)-3,6-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid (predicted molecular formula: unknown) with delta m/z 12.073 (putative explanation: unspecified; atomic difference: unspecified)	[M-2H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009923369	CCMSLIB00009923369	0.79	10	Suspect related to (4R)-4-((3R,5S,7S,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid (predicted molecular formula: unknown) with delta m/z 12.073 (putative explanation: unspecified; atomic difference: unspecified)	[M-2H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010005778	CCMSLIB00010005778	0.79	10	Suspect related to methyl (4R)-4-((3R,5S,7S,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoate (predicted molecular formula: C21H42N2O4) with delta m/z -19.991 (putative explanation: unspecified; atomic difference: unspecified)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009923368	CCMSLIB00009923368	0.79	10	Suspect related to (4R)-4-((3R,5S,7S,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid (predicted molecular formula: C21H42N2O4) with delta m/z 12.036 (putative explanation: Ser->Val substitution|Thr->Leu/Ile substitution; atomic difference: 2C,4H,-1O|2C,4H,-1O)	[M-2H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003138167	CCMSLIB00003138167	0.79	10	Spectral Match to Cholesterol from NIST14	M+H-H2O	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010002577	CCMSLIB00010002577	0.79	10	Suspect related to URSODEOXYCHOLATE (predicted molecular formula: C27H48O2) with delta m/z 12.073 (putative explanation: unspecified; atomic difference: unspecified)	[M-2H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010005757	CCMSLIB00010005757	0.79	10	Suspect related to methyl (4R)-4-((3R,5S,7S,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoate (predicted molecular formula: unknown) with delta m/z -1.942 (putative explanation: Asp->Leu/Ile substitution; atomic difference: 2C,6H,-2O)	[M-2H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009924085	CCMSLIB00009924085	0.78	10	Suspect related to (R)-4-((1R,3S,5R,8S,9S,10S,13R,14S,17R)-1,3-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid (predicted molecular formula: C27H48O2) with delta m/z 12.073 (putative explanation: unspecified; atomic difference: unspecified)	[M-2H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010003517	CCMSLIB00010003517	0.78	10	Suspect related to Zymosterol (predicted molecular formula: C27H46O) with delta m/z 2.016 (putative explanation: Pro->Val substitution|reduction; atomic difference: 2H|2H)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009991223	CCMSLIB00009991223	0.78	10	Suspect related to Spectral Match to Cholesta-4,6-dien-3-one from NIST14 (predicted molecular formula: C27H44) with delta m/z -13.981 (putative explanation: Asp->Thr substitution; atomic difference: 2H,-1O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009923051	CCMSLIB00009923051	0.78	10	Suspect related to (4R)-4-((3R,5R,7R,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid (predicted molecular formula: C27H48O2) with delta m/z 12.073 (putative explanation: unspecified; atomic difference: unspecified)	[M-2H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009922988	CCMSLIB00009922988	0.78	10	Suspect related to (4R)-4-((3R,5R,6S,9S,10R,13R,14S,17R)-3,6-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid (predicted molecular formula: C27H48O2) with delta m/z 12.073 (putative explanation: unspecified; atomic difference: unspecified)	[M-2H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009989027	CCMSLIB00009989027	0.77	11	Suspect related to Spectral Match to 3.beta.-Hydroxy-5-cholenoic acid from NIST14 (predicted molecular formula: C27H46O) with delta m/z 12.073 (putative explanation: unspecified; atomic difference: unspecified)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009999754	CCMSLIB00009999754	0.77	10	Suspect related to Spectral Match to Zymosterol from NIST14 (predicted molecular formula: C22H46N2O3) with delta m/z 2.016 (putative explanation: Pro->Val substitution|reduction; atomic difference: 2H|2H)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009925334	CCMSLIB00009925334	0.76	9	Suspect related to (R)-4-((3S,5S,7S,8R,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid (predicted molecular formula: C27H48O2) with delta m/z 12.073 (putative explanation: unspecified; atomic difference: unspecified)	[M-2H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009928472	CCMSLIB00009928472	0.75	10	Suspect related to 1-Hydroxy Vitamin D3 (predicted molecular formula: C27H44) with delta m/z -31.991 (putative explanation: Glu->Pro substitution; atomic difference: -2O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009935906	CCMSLIB00009935906	0.75	9	Suspect related to 25-Hydroxycholesterol (predicted molecular formula: unknown) with delta m/z 2.027 (putative explanation: unspecified; atomic difference: unspecified)	[M-2H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009925551	CCMSLIB00009925551	0.75	9	Suspect related to (R)-4-((5R,8R,9S,10S,13R,14S,17R)-10,13-dimethyl-3-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid (predicted molecular formula: C22H46N2O3) with delta m/z 12.073 (putative explanation: unspecified; atomic difference: unspecified)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009924230	CCMSLIB00009924230	0.75	9	Suspect related to (R)-4-((3R,4R,5S,8S,9S,10R,13R,14S,17R)-3,4-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid (predicted molecular formula: C22H46N2O3) with delta m/z 12.073 (putative explanation: unspecified; atomic difference: unspecified)	[M-2H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009937746	CCMSLIB00009937746	0.74	9	Suspect related to 4.beta.-Hydroxycholesterol 4-acetate (predicted molecular formula: unknown) with delta m/z 2.016 (putative explanation: Pro->Val substitution|reduction; atomic difference: 2H|2H)	[M-C2H6O3+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009926391	CCMSLIB00009926391	0.74	9	Suspect related to .beta.-Hyodeoxycholic acid (predicted molecular formula: C29H50O3) with delta m/z 12.073 (putative explanation: unspecified; atomic difference: unspecified)	[M-2H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009924827	CCMSLIB00009924827	0.74	9	Suspect related to (R)-4-((3R,5S,8R,9S,10S,12R,13R,14S,17R)-3,12-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid (predicted molecular formula: C29H50O3) with delta m/z 12.073 (putative explanation: unspecified; atomic difference: unspecified)	[M-2H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009947984	CCMSLIB00009947984	0.74	9	Suspect related to Ginkgolic acid I (predicted molecular formula: C27H46O) with delta m/z 40.104 (putative explanation: unspecified; atomic difference: unspecified)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009939001	CCMSLIB00009939001	0.74	9	Suspect related to 5.beta.-Androstane-3.alpha.,17.beta.-diol (predicted molecular formula: C27H46O) with delta m/z 112.125 (putative explanation: unspecified; atomic difference: unspecified)	[M-2H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003137500	CCMSLIB00003137500	0.73	10	Spectral Match to Cholesterol from NIST14	M+H-H2O	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009926005	CCMSLIB00009926005	0.73	9	Suspect related to .alpha.-Hyodeoxycholic acid methyl ester (predicted molecular formula: C27H48O2) with delta m/z -1.942 (putative explanation: Asp->Leu/Ile substitution; atomic difference: 2C,6H,-2O)	[M-2H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003136045	CCMSLIB00003136045	0.73	10	Spectral Match to Cholesterol from NIST14	M+H-H2O	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009925427	CCMSLIB00009925427	0.73	10	Suspect related to (R)-4-((3S,5S,8R,9S,10S,12S,13R,14S,17R)-3,12-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid (predicted molecular formula: C27H48O2) with delta m/z 12.073 (putative explanation: unspecified; atomic difference: unspecified)	[M-2H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009938442	CCMSLIB00009938442	0.72	10	Suspect related to 5.alpha.-Androst-16-en-3.beta.-ol (predicted molecular formula: C22H46N2O3) with delta m/z 112.125 (putative explanation: unspecified; atomic difference: unspecified)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009925205	CCMSLIB00009925205	0.72	10	Suspect related to (R)-4-((3S,5S,7R,8R,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid (predicted molecular formula: C27H48O2) with delta m/z 12.073 (putative explanation: unspecified; atomic difference: unspecified)	[M-2H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003138970	CCMSLIB00003138970	0.72	9	Spectral Match to Cholestan-3-one, (5.alpha.)- from NIST14	M+H-H2O	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009991224	CCMSLIB00009991224	0.71	9	Suspect related to Spectral Match to Cholesta-4,6-dien-3-one from NIST14 (predicted molecular formula: C21H44N4O) with delta m/z -13.965 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009938913	CCMSLIB00009938913	0.71	8	Suspect related to 5.alpha.-Pregnane-3.alpha.,20.alpha.-diol (predicted molecular formula: C27H48O2) with delta m/z 84.094 (putative explanation: unspecified; atomic difference: unspecified)	[M-2H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009922484	CCMSLIB00009922484	0.71	7	Suspect related to (3S,8S,9S,10R,13R,14S,17R)-17-((2R)-7-hydroxy-6-methylheptan-2-yl)-10,13-dimethyl-2,3,4,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-ol (predicted molecular formula: C27H46O) with delta m/z -15.995 (putative explanation: Ser->Ala substitution|Tyr->Phe substitution|reduction; atomic difference: -1O|-1O|-1O)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009924046	CCMSLIB00009924046	0.71	8	Suspect related to (9S,10R,13R,14S,17R)-10,13-dimethyl-17-((R)-6-methylheptan-2-yl)-1,2,8,9,10,11,12,13,14,15,16,17-dodecahydro-3H-cyclopenta[a]phenanthren-3-one (predicted molecular formula: C27H48O2) with delta m/z -13.981 (putative explanation: Asp->Thr substitution; atomic difference: 2H,-1O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009939586	CCMSLIB00009939586	0.71	8	Suspect related to 7.alpha.,17.alpha.-Dimethyl-5.beta.-androstane-3.alpha.,17.beta.-diol (predicted molecular formula: C27H48O2) with delta m/z 84.094 (putative explanation: unspecified; atomic difference: unspecified)	[M-2H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009954287	CCMSLIB00009954287	0.7	9	Suspect related to Massbank:FFF00161 Campesterol (predicted molecular formula: unknown) with delta m/z -14.052 (putative explanation: Lys->Asn substitution; atomic difference: -2C,-6H,1O)	[M-H2O+H]+	1
