USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003138860	CCMSLIB00003138860	0.85	4	Spectral Match to Abrine from NIST14	M+H-CH3NH2	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003140227	CCMSLIB00003140227	0.83	5	Spectral Match to 3-Indoleacrylic acid from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003135135	CCMSLIB00003135135	0.83	5	Spectral Match to DL-Indole-3-lactic acid from NIST14	M+H-H2O	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003134840	CCMSLIB00003134840	0.81	5	Spectral Match to L-Tryptophan from NIST14	M+H-NH3	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003136168	CCMSLIB00003136168	0.8	4	Spectral Match to 3-Indoleacrylic acid from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003138382	CCMSLIB00003138382	0.8	5	Spectral Match to L-Tryptophan from NIST14	M+H-NH3	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003139639	CCMSLIB00003139639	0.8	5	Spectral Match to DL-Indole-3-lactic acid from NIST14	M+H-H2O	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006681159	CCMSLIB00006681159	0.78	4	INDOLEACRYLIC ACID	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003137380	CCMSLIB00003137380	0.78	5	Spectral Match to DL-Indole-3-lactic acid from NIST14	M+H-H2O	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003138367	CCMSLIB00003138367	0.78	4	Spectral Match to 3-Indoleacrylic acid from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003139753	CCMSLIB00003139753	0.76	5	Spectral Match to L-Tryptophan from NIST14	M+H-NH3	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006114712	CCMSLIB00006114712	0.76	4	NL3680000 - 40.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006114713	CCMSLIB00006114713	0.76	4	NL3680000 - 40.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006114702	CCMSLIB00006114702	0.76	4	NL3680000 - 40.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003135102	CCMSLIB00003135102	0.75	5	Spectral Match to L-Tryptophan from NIST14	M+H-NH3	1
