USI	Cosine	Matching Peaks	Status
mzspec:MSV000085071:P2_C1_BC1_01_53224:scan:1256	0.94	5	NoID
mzspec:MSV000085119:P2_F3_BD2_01_54696:scan:1257	0.91	5	NoID
mzspec:MSV000086101:NEG-AntiinsectQC-30V:scan:18182	0.89	5	NoID
mzspec:MSV000082728:20140728_17-G-2-M_Negative_01:scan:188	0.89	5	NoID
mzspec:MSV000082728:20140728_Rat_Test_Tissue_Negative_04:scan:257	0.89	5	NoID
mzspec:MSV000085870:PH697206_neg_IDA:scan:5973	0.87	4	NoID
mzspec:MSV000085119:P5_F3_BF3_01_54566:scan:1242	0.86	5	NoID
mzspec:MSV000082728:20140728_24-B-1-M_Negative_01:scan:212	0.86	5	NoID
mzspec:MSV000084314:MSV000085119:scan:47903	0.86	4	NoID
mzspec:MSV000086101:NEG-AntiinsectQC-45V:scan:18180	0.86	4	NoID
mzspec:MSV000082728:20140728_31-L-3-M_Negative_01:scan:187	0.85	5	NoID
mzspec:MSV000084314:MSV000082728:scan:3282	0.83	4	NoID
mzspec:MSV000083789:neg_Cd10MYY_7:scan:4192	0.81	4	NoID
mzspec:MSV000085870:PH697184_neg_IDA:scan:6489	0.79	4	NoID
mzspec:MSV000086666:01003-88-21:scan:2658	0.78	4	NoID
mzspec:MSV000087694:93_151017110621:scan:1577	0.77	5	NoID
mzspec:MSV000086666:01003-88-20:scan:2658	0.77	4	NoID
mzspec:MSV000087694:99_151017142157:scan:1562	0.77	4	NoID
mzspec:MSV000087694:95_151017120210:scan:1583	0.76	5	NoID
mzspec:MSV000087694:92_151017103827:scan:1586	0.76	4	NoID
mzspec:MSV000087694:68_151017002414:scan:1626	0.76	4	NoID
mzspec:MSV000087694:51_151016165734:scan:1642	0.76	4	NoID
mzspec:MSV000087694:96_151017123006:scan:1602	0.75	4	NoID
mzspec:MSV000087694:62_151016210849:scan:1627	0.75	4	NoID
mzspec:MSV000086666:01003-88-19:scan:2646	0.75	4	NoID
mzspec:MSV000087694:87_151017084650:scan:1592	0.75	4	NoID
mzspec:MSV000087694:71_151017012002:scan:1639	0.75	4	NoID
mzspec:MSV000087694:88_151017091444:scan:1622	0.75	4	NoID
mzspec:MSV000087694:101_151017144953:scan:1580	0.75	4	NoID
mzspec:MSV000087694:42_151016134205:scan:1583	0.75	4	NoID
mzspec:MSV000087694:75_151017031143:scan:1661	0.75	4	NoID
mzspec:MSV000087694:84_151017065503:scan:1559	0.75	4	NoID
mzspec:MSV000087694:61_151016204054:scan:1563	0.75	4	NoID
mzspec:MSV000087694:94_151017113416:scan:1616	0.75	4	NoID
mzspec:MSV000083835:34:scan:4661	0.74	5	NoID
mzspec:MSV000087694:90_151017094238:scan:1559	0.74	4	NoID
mzspec:MSV000087694:81_151017053119:scan:1650	0.74	4	NoID
mzspec:MSV000083835:35:scan:4705	0.73	5	NoID
mzspec:MSV000087694:54_151016182124:scan:1595	0.73	4	NoID
mzspec:MSV000087694:103_151017154546:scan:1611	0.73	4	NoID
mzspec:MSV000087694:106_151017164139:scan:1647	0.72	4	NoID
mzspec:MSV000087694:86_151017081849:scan:1581	0.7	4	NoID
