USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006581645	CCMSLIB00006581645	1.0	6	L-histidine	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003740030	CCMSLIB00003740030	1.0	6	Histidine	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005884160	CCMSLIB00005884160	1.0	6	L-HISTIDINE - 70.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006120275	CCMSLIB00006120275	1.0	6	L-Histidine - 40.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006120280	CCMSLIB00006120280	1.0	6	L-Histidine - 40.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006120276	CCMSLIB00006120276	1.0	6	L-Histidine - 40.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006120278	CCMSLIB00006120278	1.0	6	L-Histidine - 40.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006120273	CCMSLIB00006120273	1.0	6	L-Histidine - 40.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000221723	CCMSLIB00000221723	1.0	6	Massbank:PB000424 Histidine|2-amino-3-(3H-imidazol-4-yl)propanoic acid	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005884166	CCMSLIB00005884166	0.96	5	L-HISTIDINE - 70.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006683696	CCMSLIB00006683696	0.96	5	HISTIDINE	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005884165	CCMSLIB00005884165	0.95	5	L-HISTIDINE - 60.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003137504	CCMSLIB00003137504	0.95	5	Spectral Match to L-Histidine from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005884164	CCMSLIB00005884164	0.95	5	L-HISTIDINE - 50.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005720482	CCMSLIB00005720482	0.94	5	HISTIDINE	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005720404	CCMSLIB00005720404	0.94	5	HISTIDINE	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005738659	CCMSLIB00005738659	0.94	5	Massbank:RP002002 L-Histidine|(2S)-2-azaniumyl-3-(1H-imidazol-5-yl)propanoate	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005884159	CCMSLIB00005884159	0.93	5	L-HISTIDINE - 60.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005884158	CCMSLIB00005884158	0.91	5	L-HISTIDINE - 50.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000221721	CCMSLIB00000221721	0.9	4	Massbank:PB000423 Histidine|2-amino-3-(3H-imidazol-4-yl)propanoic acid	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003139184	CCMSLIB00003139184	0.9	5	Spectral Match to L-Histidine from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003139550	CCMSLIB00003139550	0.9	5	Spectral Match to L-Histidine from METLIN	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000221725	CCMSLIB00000221725	0.9	5	Massbank:PB000425 Histidine|2-amino-3-(3H-imidazol-4-yl)propanoic acid	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006682324	CCMSLIB00006682324	0.89	5	HISTIDINE	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006683787	CCMSLIB00006683787	0.89	5	HISTIDINE	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006681144	CCMSLIB00006681144	0.87	4	HISTIDINE	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005884162	CCMSLIB00005884162	0.86	5	L-HISTIDINE - 30.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005738436	CCMSLIB00005738436	0.85	4	Massbank:RP002003 L-Histidine|(2S)-2-azaniumyl-3-(1H-imidazol-5-yl)propanoate	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005884163	CCMSLIB00005884163	0.85	4	L-HISTIDINE - 40.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005464138	CCMSLIB00005464138	0.85	4	HISTIDINE	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005464298	CCMSLIB00005464298	0.84	4	HISTIDINE	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010126885	CCMSLIB00010126885	0.83	4	L-histidine CollisionEnergy:102040	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003139932	CCMSLIB00003139932	0.83	4	Spectral Match to L-Histidine from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010103270	CCMSLIB00010103270	0.83	4	L-histidine CollisionEnergy:102040	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006678606	CCMSLIB00006678606	0.82	4	HISTIDINE	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005884157	CCMSLIB00005884157	0.81	4	L-HISTIDINE - 40.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003136727	CCMSLIB00003136727	0.81	4	Spectral Match to L-Histidine from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005884161	CCMSLIB00005884161	0.79	4	L-HISTIDINE - 20.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005738304	CCMSLIB00005738304	0.78	4	Massbank:RP002001 L-Histidine|(2S)-2-azaniumyl-3-(1H-imidazol-5-yl)propanoate	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005884156	CCMSLIB00005884156	0.78	5	L-HISTIDINE - 30.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003136042	CCMSLIB00003136042	0.78	4	Spectral Match to L-Histidine from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006681483	CCMSLIB00006681483	0.77	4	HISTIDINE	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000479706	CCMSLIB00000479706	0.76	4	Histidine	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000577965	CCMSLIB00000577965	0.75	4	L-HISTIDINE	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000578040	CCMSLIB00000578040	0.75	4	L-HISTIDINE	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005884155	CCMSLIB00005884155	0.73	4	L-HISTIDINE - 20.0 eV	M+H	1
