USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009966205	CCMSLIB00009966205	1.0	6	Suspect related to N-Acetyl-D-glucosamine (predicted molecular formula: C6H15N4O6) with delta m/z 18.01 (putative explanation: Proline oxidation to 5-hydroxy-2-aminovaleric acid|water; atomic difference: 2H,1O|2H,1O)	[M-2H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003138825	CCMSLIB00003138825	1.0	6	Spectral Match to N-Acetyl-D-glucosamine from NIST14	M+H-H2O	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003138051	CCMSLIB00003138051	0.99	6	Spectral Match to N-Acetyl-D-glucosamine from NIST14	M+H-H2O	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006113128	CCMSLIB00006113128	0.98	6	N-acetyl-beta-D-galactosamine - 40.0 eV	Unknown	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003138028	CCMSLIB00003138028	0.98	6	Spectral Match to N-Acetyl-D-glucosamine from NIST14	M+H-H2O	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010126727	CCMSLIB00010126727	0.97	6	N-Acetyl-D-Mannosamine CollisionEnergy:102040	M+H-H2O	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006113129	CCMSLIB00006113129	0.97	6	N-acetyl-beta-D-galactosamine - 40.0 eV	Unknown	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010103112	CCMSLIB00010103112	0.97	6	N-Acetyl-D-Mannosamine CollisionEnergy:102040	M+H-H2O	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010126522	CCMSLIB00010126522	0.96	6	N-Acetyl-D-Glucosamine CollisionEnergy:102040	M+H-H2O	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006113131	CCMSLIB00006113131	0.96	6	N-acetyl-beta-D-galactosamine - 40.0 eV	Unknown	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003139889	CCMSLIB00003139889	0.96	6	Spectral Match to N-Acetyl-D-glucosamine from NIST14	M+H-H2O	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010102907	CCMSLIB00010102907	0.96	6	N-Acetyl-D-Glucosamine CollisionEnergy:102040	M+H-H2O	1
