file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G72461_10x_BE7_01_17843	0.0	mzspec:MSV000084900:G72461_10x_BE7_01_17843:scan:163	1	0.83	5	MSV000084900	NoID	MSV000084900	G72461_10x_BE7_01_17843.mzXML	cream cheese
mzspec:MSV000084900:G79547_5x_RD11_01_18039	-0.0	mzspec:MSV000084900:G79547_5x_RD11_01_18039:scan:159	1	0.82	5	MSV000084900	NoID	MSV000084900	G79547_5x_RD11_01_18039.mzXML	pork end cut
mzspec:MSV000084900:G87518_1x_RF8_01_26447	-0.0	mzspec:MSV000084900:G87518_1x_RF8_01_26447:scan:160	1	0.8	6	MSV000084900	NoID	MSV000084900	G87518_1x_RF8_01_26447.mzXML	grain/grass
mzspec:MSV000084900:G86927_1x_BE5_01_23185	0.0	mzspec:MSV000084900:G86927_1x_BE5_01_23185:scan:168	1	0.79	5	MSV000084900	NoID	MSV000084900	G86927_1x_BE5_01_23185.mzXML	cream cheese
mzspec:MSV000084900:G78936_rerun_BD10_01_18711	0.0	mzspec:MSV000084900:G78936_rerun_BD10_01_18711:scan:171	1	0.77	5	MSV000084900	NoID	MSV000084900	G78936_rerun_BD10_01_18711.mzXML	chicken
mzspec:MSV000084900:G86789_1x_BA3_01_23117	-0.0	mzspec:MSV000084900:G86789_1x_BA3_01_23117:scan:167	1	0.77	4	MSV000084900	NoID	MSV000084900	G86789_1x_BA3_01_23117.mzXML	grain/grass
mzspec:MSV000084900:G96274_5x_RC4_01_32627	0.0	mzspec:MSV000084900:G96274_5x_RC4_01_32627:scan:146	1	0.76	5	MSV000084900	NoID	MSV000084900	G96274_5x_RC4_01_32627.mzXML	beef
mzspec:MSV000084900:73504_1x_BD5_01_20745	0.0	mzspec:MSV000084900:73504_1x_BD5_01_20745:scan:156	1	0.76	5	MSV000084900	NoID	MSV000084900	73504_1x_BD5_01_20745.mzXML	complex
mzspec:MSV000084900:G79494_1x_10ul_RF8_01_19883	-0.0	mzspec:MSV000084900:G79494_1x_10ul_RF8_01_19883:scan:141	1	0.76	4	MSV000084900	NoID	MSV000084900	G79494_1x_10ul_RF8_01_19883.mzXML	complex
mzspec:MSV000084900:16NAVY05_v1_sup_5_rerun_GB3_01_39667	0.0	mzspec:MSV000084900:16NAVY05_v1_sup_5_rerun_GB3_01_39667:scan:230	1	0.75	6	MSV000084900	NoID	MSV000084900	16NAVY05_v1_sup_5_rerun_GB3_01_39667.mzXML	plant
mzspec:MSV000084900:G86875_1x_BA4_01_23118	-0.0	mzspec:MSV000084900:G86875_1x_BA4_01_23118:scan:166	1	0.75	6	MSV000084900	NoID	MSV000084900	G86875_1x_BA4_01_23118.mzXML	grain/grass
mzspec:MSV000084900:G74026_2x_rerun_RC9_01_19148	0.0	mzspec:MSV000084900:G74026_2x_rerun_RC9_01_19148:scan:152	1	0.75	6	MSV000084900	NoID	MSV000084900	G74026_2x_rerun_RC9_01_19148.mzXML	pig back
mzspec:MSV000084900:G87477_1x_BF2_01_26622	-0.0	mzspec:MSV000084900:G87477_1x_BF2_01_26622:scan:148	1	0.74	5	MSV000084900	NoID	MSV000084900	G87477_1x_BF2_01_26622.mzXML	complex
mzspec:MSV000084900:18NAVY30_v2_snk_2_GF5_01_39520	-0.0	mzspec:MSV000084900:18NAVY30_v2_snk_2_GF5_01_39520:scan:213	1	0.74	4	MSV000084900	NoID	MSV000084900	18NAVY30_v2_snk_2_GF5_01_39520.mzXML	plant
mzspec:MSV000084900:G79546_5x_RE11_01_18181	-0.0	mzspec:MSV000084900:G79546_5x_RE11_01_18181:scan:157	1	0.74	4	MSV000084900	NoID	MSV000084900	G79546_5x_RE11_01_18181.mzXML	smelt, red meat
