USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006682707	CCMSLIB00006682707	0.93	5	OCTANOYLCARNITINE	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009950402	CCMSLIB00009950402	0.92	5	Suspect related to LAUROYLCARNITINE (predicted molecular formula: C15H29NO4) with delta m/z -56.062 (putative explanation: Dealkylation|Leu/Ile->Gly substitution; atomic difference: -4C,-8H|-4C,-8H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009991001	CCMSLIB00009991001	0.92	5	Suspect related to Spectral Match to Butyrylcarnitine from NIST14 (predicted molecular formula: unknown) with delta m/z 56.062 (putative explanation: Diethylation, analogous to Dimethylation|Gly->Leu/Ile substitution; atomic difference: 4C,8H|4C,8H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009997414	CCMSLIB00009997414	0.92	5	Suspect related to Spectral Match to Palmitoylcarnitine from NIST14 (predicted molecular formula: C15H29NO4) with delta m/z -112.125 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009977905	CCMSLIB00009977905	0.91	5	Suspect related to PALMITOYLCARNITINE (predicted molecular formula: C15H29NO4) with delta m/z -112.125 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006679130	CCMSLIB00006679130	0.91	5	OCTANOYLCARNITINE	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009962610	CCMSLIB00009962610	0.9	5	Suspect related to Massbank:RP025103 Oleoyl-L-Carnitine|(3R)-3-[(Z)-octadec-9-enoyl]oxy-4-(trimethylazaniumyl)butanoate (predicted molecular formula: C5H22N10O3) with delta m/z -138.14 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009962717	CCMSLIB00009962717	0.9	5	Suspect related to Massbank:RP025502 Hexanoyl-L-Carnitine|L-Hexanoylcarnitine|(3R)-3-hexanoyloxy-4-(trimethylazaniumyl)butanoate (predicted molecular formula: C5H22N10O3) with delta m/z 28.031 (putative explanation: Acetaldehyde +28|Ala->Val substitution|Cys->Met substitution|Ethylation|di-Methylation; atomic difference: 2C,4H|2C,4H|2C,4H|2C,4H|2C,4H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005885061	CCMSLIB00005885061	0.89	4	Octanoylcarnitine - 20.00 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005885062	CCMSLIB00005885062	0.89	4	Octanoylcarnitine - 30.00 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006682599	CCMSLIB00006682599	0.89	4	OCTANOYLCARNITINE	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009997096	CCMSLIB00009997096	0.89	5	Suspect related to Spectral Match to Oleoyl L-carnitine from NIST14 (predicted molecular formula: C15H29NO4) with delta m/z -138.14 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009943471	CCMSLIB00009943471	0.88	4	Suspect related to Butyrylcarnitine - 30.00 eV (predicted molecular formula: C11H25N7O2) with delta m/z 56.062 (putative explanation: Diethylation, analogous to Dimethylation|Gly->Leu/Ile substitution; atomic difference: 4C,8H|4C,8H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009950435	CCMSLIB00009950435	0.88	4	Suspect related to LAUROYLCARNITINE - 30.0 eV (predicted molecular formula: C11H25N7O2) with delta m/z -56.062 (putative explanation: Dealkylation|Leu/Ile->Gly substitution; atomic difference: -4C,-8H|-4C,-8H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009965841	CCMSLIB00009965841	0.88	4	Suspect related to Myristoylcarnitine -  eV (predicted molecular formula: C11H25N7O2) with delta m/z -84.094 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005885063	CCMSLIB00005885063	0.87	4	Octanoylcarnitine - 40.00 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009962727	CCMSLIB00009962727	0.86	4	Suspect related to Massbank:RP025503 Hexanoyl-L-Carnitine|L-Hexanoylcarnitine|(3R)-3-hexanoyloxy-4-(trimethylazaniumyl)butanoate (predicted molecular formula: C15H29NO4) with delta m/z 28.031 (putative explanation: Acetaldehyde +28|Ala->Val substitution|Cys->Met substitution|Ethylation|di-Methylation; atomic difference: 2C,4H|2C,4H|2C,4H|2C,4H|2C,4H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005885065	CCMSLIB00005885065	0.85	4	Octanoylcarnitine - 60.00 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009990395	CCMSLIB00009990395	0.82	5	Suspect related to Spectral Match to Acetyl-DL-carnitine from NIST14 (predicted molecular formula: unknown) with delta m/z 84.058 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006581933	CCMSLIB00006581933	0.75	5	O-octanoylcarnitine	[M+H]+	1
