USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009950436	CCMSLIB00009950436	0.89	5	Suspect related to LAUROYLCARNITINE - 30.0 eV (predicted molecular formula: C17H33NO4) with delta m/z -28.031 (putative explanation: Desethylation, didemethylation, dealkylation|Met->Cys substitution|Val->Ala substitution; atomic difference: -2C,-4H|-2C,-4H|-2C,-4H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006679002	CCMSLIB00006679002	0.89	5	DECANOYLCARNITINE	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009965843	CCMSLIB00009965843	0.89	5	Suspect related to Myristoylcarnitine -  eV (predicted molecular formula: C17H33NO4) with delta m/z -56.062 (putative explanation: Dealkylation|Leu/Ile->Gly substitution; atomic difference: -4C,-8H|-4C,-8H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009944732	CCMSLIB00009944732	0.89	6	Suspect related to CocamidopropylBetaine (predicted molecular formula: C7H26N10O3) with delta m/z -27.047 (putative explanation: Lys->Thr substitution; atomic difference: -2C,-5H,-1N,1O)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006682907	CCMSLIB00006682907	0.89	4	DECANOYLCARNITINE	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009997099	CCMSLIB00009997099	0.88	5	Suspect related to Spectral Match to Oleoyl L-carnitine from NIST14 (predicted molecular formula: C17H33NO4) with delta m/z -110.11 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009950407	CCMSLIB00009950407	0.88	5	Suspect related to LAUROYLCARNITINE (predicted molecular formula: C18H35O4) with delta m/z -28.015 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009943472	CCMSLIB00009943472	0.88	5	Suspect related to Butyrylcarnitine - 30.00 eV (predicted molecular formula: C18H35O4) with delta m/z 84.102 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009950437	CCMSLIB00009950437	0.88	5	Suspect related to LAUROYLCARNITINE - 30.0 eV (predicted molecular formula: C18H35O4) with delta m/z -28.015 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009997417	CCMSLIB00009997417	0.88	5	Suspect related to Spectral Match to Palmitoylcarnitine from NIST14 (predicted molecular formula: C17H33NO4) with delta m/z -84.094 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009990399	CCMSLIB00009990399	0.88	5	Suspect related to Spectral Match to Acetyl-DL-carnitine from NIST14 (predicted molecular formula: unknown) with delta m/z 112.125 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006681617	CCMSLIB00006681617	0.87	5	DECANOYLCARNITINE	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005738777	CCMSLIB00005738777	0.87	5	Massbank:RP024902 Decanoyl-L-Carnitine|Decanoylcarnitine|3-decanoyloxy-4-(trimethylazaniumyl)butanoate	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009991005	CCMSLIB00009991005	0.87	4	Suspect related to Spectral Match to Butyrylcarnitine from NIST14 (predicted molecular formula: unknown) with delta m/z 84.094 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009962728	CCMSLIB00009962728	0.86	4	Suspect related to Massbank:RP025503 Hexanoyl-L-Carnitine|L-Hexanoylcarnitine|(3R)-3-hexanoyloxy-4-(trimethylazaniumyl)butanoate (predicted molecular formula: C17H33NO4) with delta m/z 56.062 (putative explanation: Diethylation, analogous to Dimethylation|Gly->Leu/Ile substitution; atomic difference: 4C,8H|4C,8H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009951527	CCMSLIB00009951527	0.85	4	Suspect related to Linoleyl Carnitine (predicted molecular formula: C17H33NO4) with delta m/z -108.093 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009977908	CCMSLIB00009977908	0.84	4	Suspect related to PALMITOYLCARNITINE (predicted molecular formula: C17H33NO4) with delta m/z -84.094 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009977271	CCMSLIB00009977271	0.84	4	Suspect related to O-ACETYLCARNITINE (predicted molecular formula: C17H33NO4) with delta m/z 112.125 (putative explanation: unspecified; atomic difference: unspecified)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009950406	CCMSLIB00009950406	0.84	4	Suspect related to LAUROYLCARNITINE (predicted molecular formula: C17H33NO4) with delta m/z -28.031 (putative explanation: Desethylation, didemethylation, dealkylation|Met->Cys substitution|Val->Ala substitution; atomic difference: -2C,-4H|-2C,-4H|-2C,-4H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009999648	CCMSLIB00009999648	0.78	4	Suspect related to Spectral Match to Valerylcarnitine from NIST14 (predicted molecular formula: unknown) with delta m/z 70.078 (putative explanation: Labeling transglutaminase substrate on glutamine side chain|unspecified; atomic difference: 5C,10H|5C,10H)	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004684226	CCMSLIB00004684226	0.76	4	Decanoyl-L-carnitine	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006581923	CCMSLIB00006581923	0.72	5	O-decanoylcarnitine	[M+H]+	1
