USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006112987	CCMSLIB00006112987	1.0	6	N-acetyl-alpha-D-glucosamine - 40.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006112989	CCMSLIB00006112989	1.0	6	N-acetyl-alpha-D-glucosamine - 40.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009966215	CCMSLIB00009966215	0.99	6	Suspect related to N-Acetyl-D-glucosamine (predicted molecular formula: C12H17NO4) with delta m/z 18.028 (putative explanation: Glu->Phe substitution; atomic difference: 4C,2H,-2O)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006113126	CCMSLIB00006113126	0.98	6	N-acetyl-beta-D-galactosamine - 40.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009966179	CCMSLIB00009966179	0.98	6	Suspect related to N-Acetyl-.beta.-D-mannosamine (predicted molecular formula: C8H17NO7) with delta m/z 18.01 (putative explanation: Proline oxidation to 5-hydroxy-2-aminovaleric acid|water; atomic difference: 2H,1O|2H,1O)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006113124	CCMSLIB00006113124	0.97	6	N-acetyl-beta-D-galactosamine - 40.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009996300	CCMSLIB00009996300	0.97	6	Suspect related to Spectral Match to N-Acetyl-D-glucosamine from NIST14 (predicted molecular formula: C8H17NO7) with delta m/z 18.01 (putative explanation: Proline oxidation to 5-hydroxy-2-aminovaleric acid|water; atomic difference: 2H,1O|2H,1O)	[M-H2O+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010126729	CCMSLIB00010126729	0.97	6	N-Acetyl-D-Mannosamine CollisionEnergy:102040	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010103114	CCMSLIB00010103114	0.97	6	N-Acetyl-D-Mannosamine CollisionEnergy:102040	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006113122	CCMSLIB00006113122	0.97	6	N-acetyl-beta-D-galactosamine - 40.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006113125	CCMSLIB00006113125	0.97	6	N-acetyl-beta-D-galactosamine - 40.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006113121	CCMSLIB00006113121	0.96	6	N-acetyl-beta-D-galactosamine - 40.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006683373	CCMSLIB00006683373	0.94	6	N-ACETYL-GALACTOSAMINE	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005884571	CCMSLIB00005884571	0.93	6	N-ACETYL-D-GALACTOSAMINE - 40.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005884572	CCMSLIB00005884572	0.93	6	N-ACETYL-D-GALACTOSAMINE - 50.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003139012	CCMSLIB00003139012	0.92	5	Spectral Match to N-Acetyl-D-glucosamine from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006678960	CCMSLIB00006678960	0.92	5	N-ACETYL-GALACTOSAMINE	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000578016	CCMSLIB00000578016	0.91	5	N-ACETYL-D-GALACTOSAMINE	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010126732	CCMSLIB00010126732	0.91	5	alpha-GalNAc CollisionEnergy:102040	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010103117	CCMSLIB00010103117	0.91	5	alpha-GalNAc CollisionEnergy:102040	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005884570	CCMSLIB00005884570	0.91	6	N-ACETYL-D-GALACTOSAMINE - 30.0 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006679792	CCMSLIB00006679792	0.9	5	N-ACETYL-GALACTOSAMINE	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006679249	CCMSLIB00006679249	0.9	5	N-ACETYL-GLUCOSAMINE	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003136429	CCMSLIB00003136429	0.9	5	Spectral Match to N-Acetyl-D-glucosamine from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010126524	CCMSLIB00010126524	0.89	5	N-Acetyl-D-Glucosamine CollisionEnergy:102040	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010102909	CCMSLIB00010102909	0.89	5	N-Acetyl-D-Glucosamine CollisionEnergy:102040	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000427136	CCMSLIB00000427136	0.88	6	HMDB:HMDB01129-1428 N-Acetylmannosamine	M+H	1
