USI	Cosine	Matching Peaks	Status
mzspec:MSV000087021:W1_G1_M_GC1_01_56800:scan:160	0.95	5	NoID
mzspec:MSV000087904:pSK019_LB_Lassopeptide_Ecoli_XAD:scan:309	0.94	5	NoID
mzspec:MSV000089837:Steph_BSH_220616_CSHpos_10_T_CD:scan:497	0.94	5	NoID
mzspec:MSV000087904:Cl44_6_LB_Lassopeptide_Ecoli_PelletextractionMeOH:scan:639	0.94	5	NoID
mzspec:MSV000087904:Cl44_10_LB_Lassopeptide_Ecoli_XAD:scan:305	0.94	5	NoID
mzspec:MSV000086107:VVP39-2_MeOh:scan:241	0.94	5	NoID
mzspec:MSV000086107:VVP6-2_MeOh:scan:474	0.93	5	NoID
mzspec:MSV000086107:blank_EtAc_MeOh:scan:467	0.93	5	NoID
mzspec:MSV000086107:VVP11-2_MeOh:scan:509	0.93	5	NoID
mzspec:MSV000086107:VVP68_EtAc_MeOh:scan:285	0.93	5	NoID
mzspec:MSV000089837:Steph_BSH_220616_CSHpos_21_T_TG:scan:496	0.93	5	NoID
mzspec:MSV000086107:VVP10-2_EtAc_MeOh:scan:339	0.93	5	NoID
mzspec:MSV000083835:40:scan:498	0.93	5	NoID
mzspec:MSV000086107:VVP68_MeOh:scan:446	0.93	5	NoID
mzspec:MSV000087904:Cl44_14_LB_Lassopeptide_Ecoli_XAD:scan:532	0.93	5	NoID
mzspec:MSV000082081:6_2:scan:228	0.93	5	NoID
mzspec:MSV000089837:Steph_BSH_220616_CSHpos_18_T_TG:scan:496	0.93	5	NoID
mzspec:MSV000089837:Steph_BSH_220616_CSHpos_08_T_CD:scan:494	0.93	5	NoID
mzspec:MSV000086107:blank_EtAc_MeOh_20190530171231:scan:509	0.93	5	NoID
mzspec:MSV000082463:160907_PMA_HC_PAO_01:scan:1100	0.93	5	NoID
mzspec:MSV000086107:VVP11-2_EtAc_MeOh:scan:339	0.93	5	NoID
mzspec:MSV000089837:Steph_BSH_220616_CSHpos_09_T_CD:scan:496	0.93	5	NoID
mzspec:MSV000087904:Cl44_6_M9_Lassopeptide_Ecoli_XAD:scan:661	0.93	5	NoID
mzspec:MSV000086107:VVP6-2_EtAc_MeOh:scan:392	0.93	5	NoID
mzspec:MSV000086107:VVP6-2_EtOh:scan:385	0.93	5	NoID
mzspec:MSV000086107:VVP39-2_EtOh:scan:493	0.93	5	NoID
mzspec:MSV000086107:VVP3-2_EtAc_MeOh:scan:392	0.93	5	NoID
mzspec:MSV000086107:VVP77_MeOh:scan:411	0.93	5	NoID
mzspec:MSV000087904:pSK019_LB_Lassopeptide_Ecoli_PelletextractionMeOH:scan:612	0.93	5	NoID
mzspec:MSV000087904:Cl44_10_LB_Lassopeptide_Ecoli_PelletextractionMeOH:scan:648	0.93	5	NoID
mzspec:MSV000087904:Cl44_14_LB_Lassopeptide_Ecoli_PelletextractionMeOH:scan:621	0.93	5	NoID
mzspec:MSV000085944:skin_03_30_FH:scan:122	0.92	5	NoID
mzspec:MSV000086107:VVP77_EtAc_MeOh:scan:329	0.92	5	NoID
mzspec:MSV000083835:28:scan:1122	0.92	5	NoID
mzspec:MSV000085944:skin_05_0_FH:scan:118	0.92	5	NoID
mzspec:MSV000082463:160907_PMA_HC_dambE_02:scan:220	0.92	5	NoID
mzspec:MSV000083835:57:scan:1222	0.92	5	NoID
mzspec:MSV000086107:VVP3-2_MeOh:scan:235	0.92	5	NoID
mzspec:MSV000083835:41:scan:461	0.92	5	NoID
mzspec:MSV000082081:Alba03_1:scan:315	0.92	5	NoID
mzspec:MSV000088842:31E:scan:121	0.92	5	NoID
mzspec:MSV000085944:skin_02_480_FH:scan:108	0.92	5	NoID
mzspec:MSV000086107:VVP39-2_EtAc_MeOh:scan:402	0.92	5	NoID
mzspec:MSV000085944:skin_09_720_FH:scan:123	0.92	5	NoID
mzspec:MSV000086107:VVP68_EtOh:scan:474	0.92	5	NoID
mzspec:MSV000085944:skin_08_360_FH:scan:117	0.92	5	NoID
