file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id
mzspec:MSV000084900:G75120_5x_rerun_14ul_RC6_01_19592	-0.01	mzspec:MSV000084900:G75120_5x_rerun_14ul_RC6_01_19592:scan:2058	1	0.85	4	MSV000084900	NoID	MSV000084900	G75120_5x_rerun_14ul_RC6_01_19592.mzXML	complex
mzspec:MSV000084900:18NAVY28_v1_brk_3_GA12_01_39566	-0.0	mzspec:MSV000084900:18NAVY28_v1_brk_3_GA12_01_39566:scan:75	1	0.84	5	MSV000084900	NoID	MSV000084900	18NAVY28_v1_brk_3_GA12_01_39566.mzXML	black bean
mzspec:MSV000084900:18NAVY28_v2_lun_1_BF6_01_39697	-0.0	mzspec:MSV000084900:18NAVY28_v2_lun_1_BF6_01_39697:scan:77	1	0.84	4	MSV000084900	NoID	MSV000084900	18NAVY28_v2_lun_1_BF6_01_39697.mzXML	complex
mzspec:MSV000084900:G86687_10x_RE4_01_23184	-0.0	mzspec:MSV000084900:G86687_10x_RE4_01_23184:scan:65	1	0.83	4	MSV000084900	NoID	MSV000084900	G86687_10x_RE4_01_23184.mzXML	vegetable/herb
mzspec:MSV000084900:18NAVY28_v1_brk_4_GB12_01_39567	-0.0	mzspec:MSV000084900:18NAVY28_v1_brk_4_GB12_01_39567:scan:74	1	0.82	4	MSV000084900	NoID	MSV000084900	18NAVY28_v1_brk_4_GB12_01_39567.mzXML	plant
mzspec:MSV000084900:G83320_5x_RB11_01_21423	-0.0	mzspec:MSV000084900:G83320_5x_RB11_01_21423:scan:69	1	0.82	4	MSV000084900	NoID	MSV000084900	G83320_5x_RB11_01_21423.mzXML	grain/grass
mzspec:MSV000084900:G75678_5x_RB9_01_20149	-0.0	mzspec:MSV000084900:G75678_5x_RB9_01_20149:scan:74	1	0.82	4	MSV000084900	NoID	MSV000084900	G75678_5x_RB9_01_20149.mzXML	herb/spice
mzspec:MSV000084900:G87332_rerun_10ul_RA12_01_26202	-0.0	mzspec:MSV000084900:G87332_rerun_10ul_RA12_01_26202:scan:176	1	0.81	4	MSV000084900	NoID	MSV000084900	G87332_rerun_10ul_RA12_01_26202.mzXML	Jerusalem artichoke
mzspec:MSV000084900:G72760_5x_rerun_10ul_RA8_01_19585	-0.0	mzspec:MSV000084900:G72760_5x_rerun_10ul_RA8_01_19585:scan:72	1	0.8	4	MSV000084900	NoID	MSV000084900	G72760_5x_rerun_10ul_RA8_01_19585.mzXML	onion
mzspec:MSV000084900:18NAVY27_v1_sup_3_BE3_01_39730	-0.0	mzspec:MSV000084900:18NAVY27_v1_sup_3_BE3_01_39730:scan:75	1	0.78	4	MSV000084900	NoID	MSV000084900	18NAVY27_v1_sup_3_BE3_01_39730.mzXML	fruit
mzspec:MSV000084900:G72781_10x_10ul_BA3_01_17867	-0.0	mzspec:MSV000084900:G72781_10x_10ul_BA3_01_17867:scan:69	1	0.78	4	MSV000084900	NoID	MSV000084900	G72781_10x_10ul_BA3_01_17867.mzXML	fruit
mzspec:MSV000084900:G83219_5x_RA4_01_21402	-0.0	mzspec:MSV000084900:G83219_5x_RA4_01_21402:scan:54	1	0.78	4	MSV000084900	NoID	MSV000084900	G83219_5x_RA4_01_21402.mzXML	not collected
mzspec:MSV000084900:G73643_2x_RE3_01_19165	-0.0	mzspec:MSV000084900:G73643_2x_RE3_01_19165:scan:53	1	0.77	4	MSV000084900	NoID	MSV000084900	G73643_2x_RE3_01_19165.mzXML	pinto bean
mzspec:MSV000084900:G79238_1x_RB10_01_18807	-0.0	mzspec:MSV000084900:G79238_1x_RB10_01_18807:scan:72	1	0.77	4	MSV000084900	NoID	MSV000084900	G79238_1x_RB10_01_18807.mzXML	artichoke
